position,ppr_points,var,moving_avg,up_vol,down_vol,hv_plays,hv_points,ou,def_rk,attempts,conv_rate,ay_att,yac_att,yds_route
WR,12.80,0.38,20.44,1.43,0.48,1,7.10,46,19,5,0.80,2.68,0.64,3.32
WR,1.50,1.10,12.32,2.80,0.23,0,0,39.5,5,2,0.50,5.75,0.25,6.00
TE,1.50,0.70,3.62,2.01,0.25,0,0,39.5,5,1,1.00,3.00,2.00,5.00
TE,1.90,0.42,4.70,1,1,0,0,39.5,5,2,0.50,2.50,0.25,2.75
WR,3.30,0.84,6.38,2.56,0.28,0,0,39.5,5,3,0.67,1.44,0.78,2.22
WR,6.80,0.60,6.84,1.92,0.42,0,0,39.5,5,3,1.00,3.56,0.89,4.45
WR,20.80,0.49,22.82,1.92,0.44,2,10.00,48,23,8,0.88,1.56,0.75,2.31
WR,14.60,0.47,8.62,1.71,0.48,2,11.10,48,23,5,0.80,1.76,0.32,2.08
TE,17.30,0.54,11.38,1.72,0.33,2,7.90,48,10,6,1.00,1.47,0.95,2.42
WR,8.10,1.05,5.10,2.91,0.22,0,0,48,23,7,0.57,1.20,0.29,1.49
WR,0.50,0.87,2.98,2.50,0.46,0,0,48,10,1,0.00,23.00,0.00,23.00
WR,17.00,0.54,6.82,1.93,0.49,1,6.50,48,10,7,0.86,2.00,0.49,2.49
WR,18.40,0.74,4.20,2.16,0.19,1,7.10,48,23,7,1.00,0.33,0.78,1.10
TE,5.80,0.62,11.00,1.95,0.25,0,0,48,23,5,0.60,3.08,0.20,3.28
WR,2.00,0.85,7.50,2.39,0.31,0,0,48,10,1,1.00,10.00,0.00,10.00
TE,10.60,0.73,2.90,2.25,0.54,1,7.30,48,10,3,1.00,0.56,1.22,1.78
WR,1.50,0.84,2.50,2.31,0.24,0,0,48,23,3,0.33,5.22,0.00,5.22
WR,3.60,0.54,4.46,1.89,0.44,1,3.60,48,10,3,0.33,4.89,2.56,7.45
TE,3.80,0.75,5.36,2.32,0.40,0,0,48,10,2,1.00,0.50,4.00,4.50
WR,1.80,0.43,3.68,1.69,0.44,0,0,42.5,,1,1.00,2.00,6.00,8.00
WR,3.00,0.59,6.14,1.79,0.40,0,0,42.5,,4,0.25,2.44,0.13,2.56
TE,2.80,0.76,4.90,2.47,0.19,0,0,42.5,,2,0.50,3.00,2.75,5.75
WR,4.70,0.80,4.74,2.31,0.27,0,0,42.5,,6,0.33,2.67,0.28,2.95
TE,16.30,0.49,6.42,1.70,0.44,1,13.80,42.5,,2,1.00,9.75,11.00,20.75
TE,3.50,0.62,3.34,1.98,0.42,0,0,42.5,,2,1.00,1.00,2.75,3.75
WR,9.40,0.65,7.04,1.92,0.32,1,4.50,38,15,3,1.00,5.33,1.78,7.11
WR,7.60,0.73,10.64,2.33,0.36,0,0,38,15,5,0.60,1.76,0.40,2.16
TE,4.20,0.63,6.73,1,1,0,0,38,3,3,0.67,2.11,0.67,2.78
TE,3.60,0.65,7.52,2.22,0.33,0,0,38,15,3,0.67,1.33,1.00,2.33
WR,6.00,0.44,10.78,1.62,0.49,1,3.20,38,3,6,0.50,3.47,0.17,3.64
WR,6.10,0.60,2.27,1.93,0.51,0,0,38,15,3,1.00,2.44,0.78,3.22
WR,12.80,0.52,11.28,1.82,0.40,1,4.00,38,3,7,0.71,1.39,0.67,2.06
TE,10.90,0.95,1.94,3.03,0.36,2,10.90,38,15,3,0.67,6.22,0.33,6.56
WR,7.70,0.50,2.96,2.07,0.63,1,7.70,38,3,3,0.33,4.78,0.56,5.33
TE,3.80,0.74,8.20,2.35,0.28,1,3.80,50.5,19,2,0.50,12.50,0.25,12.75
WR,3.40,0.73,15.04,2.16,0.22,0,0,50.5,14,3,0.67,2.22,0.44,2.67
WR,3.50,0.95,16.06,2.83,0.22,0,0,50.5,19,4,0.50,1.63,0.25,1.88
TE,3.40,0.74,8.12,2.08,0.32,0,0,50.5,14,4,0.50,0.63,0.69,1.31
WR,6.00,0.28,6.88,1.53,0.73,1,3.10,50.5,19,2,1.00,9.75,0.25,10.00
WR,3.50,0.42,12.44,1.57,0.44,0,0,50.5,14,4,0.25,3.06,0.00,3.06
WR,11.90,0.53,16.76,1.83,0.42,0,0,50.5,19,10,0.70,0.59,0.19,0.78
TE,12.00,1.16,1.73,1,1,1,12.00,50.5,14,2,0.50,3.50,9.25,12.75
TE,4.40,0.71,6.00,2.31,0.40,0,0,50.5,19,3,0.67,-0.67,3.11,2.44
WR,5.10,0.68,6.04,2.13,0.31,0,0,50.5,14,4,0.75,1.19,0.44,1.63
WR,24.00,0.56,9.22,1.81,0.44,3,14.20,52.5,20,8,1.00,1.74,0.77,2.50
TE,3.20,0.79,9.38,2.30,0.28,0,0,52.5,20,2,1.00,2.50,0.50,3.00
WR,12.00,0.76,10.48,2.08,0.25,1,4.30,52.5,12,12,0.42,1.09,0.21,1.30
TE,9.60,0.85,9.16,2.44,0.19,0,0,52.5,12,7,0.71,0.82,0.51,1.33
TE,3.40,0.63,7.12,2.19,0.37,0,0,52.5,12,2,1.00,1.25,2.25,3.50
WR,1.80,0.61,8.26,2.03,0.39,0,0,52.5,20,2,0.50,11.50,0.75,12.25
WR,11.90,0.43,16.88,1.56,0.49,0,0,52.5,12,7,0.86,1.10,0.10,1.20
WR,16.30,0.43,15.24,1.67,0.55,0,0,52.5,12,9,0.78,0.38,0.64,1.02
TE,5.20,0.62,18.56,1.98,0.32,0,0,52.5,20,7,0.43,1.22,0.31,1.53
WR,9.30,0.70,8.50,2.10,0.32,0,0,52.5,20,5,1.00,0.68,1.04,1.72
TE,4.10,0.65,12.98,2.20,0.37,0,0,55.5,17,5,0.40,2.76,0.20,2.96
WR,9.50,0.50,4.14,1.58,0.43,2,7.60,55.5,7,4,0.75,4.69,1.56,6.25
WR,8.00,0.46,23.04,1.79,0.50,1,3.20,55.5,7,10,0.40,1.33,0.15,1.48
WR,3.20,0.81,5.60,2.40,0.25,0,0,55.5,7,2,1.00,-1.25,3.50,2.25
TE,1.90,0.94,5.82,2.61,0.27,0,0,55.5,7,1,1.00,2.00,7.00,9.00
WR,6.00,0.86,3.84,1,1,0,0,55.5,7,4,1.00,0.69,0.56,1.25
WR,5.00,0.79,7.56,2.29,0.23,0,0,55.5,17,3,1.00,1.78,0.44,2.22
TE,9.30,0.54,9.26,1.86,0.52,1,7.50,55.5,7,3,0.67,3.00,0.00,3.00
WR,2.90,0.47,15.50,1.68,0.47,0,0,55.5,17,2,0.50,5.75,0.75,6.50
WR,14.80,0.59,8.34,1.92,0.36,1,13.30,55.5,17,3,0.67,7.00,5.00,12.00
WR,14.90,0.40,19.98,1.61,0.63,2,12.10,55.5,7,7,0.57,2.02,0.14,2.16
WR,16.00,0.23,17.60,1.28,0.70,2,7.90,55.5,17,11,0.64,1.09,0.23,1.32
WR,23.70,0.64,11.58,2.09,0.29,3,21.60,44,28,6,0.67,2.45,0.45,2.89
WR,13.30,0.65,14.20,2.30,0.37,2,7.60,44,11,5,1.00,2.04,1.28,3.32
WR,1.90,0.82,11.18,2.18,0.23,0,0,44,28,3,0.33,6.67,0.11,6.78
WR,3.60,0.52,6.96,1.89,0.43,0,0,44,11,4,0.50,2.56,0.00,2.56
WR,1.80,1.10,1.84,2.90,0.37,0,0,44,11,2,0.50,4.75,0.25,5.00
TE,8.10,0.51,19.38,1.84,0.47,1,3.10,44,11,8,0.38,1.63,0.55,2.17
WR,6.90,0.34,15.06,1.47,0.57,1,3.80,44,28,2,1.00,10.25,1.00,11.25
WR,1.70,0.93,6.82,2.38,0.31,0,0,44,11,1,1.00,-5.00,12.00,7.00
TE,14.10,0.73,9.14,1,1,1,11.10,44,11,2,1.00,8.25,7.00,15.25
TE,3.40,0.82,6.00,2.37,0.20,0,0,44,28,2,1.00,1.50,2.00,3.50
TE,4.70,0.66,3.66,2.10,0.41,0,0,42,23,2,1.00,5.50,1.25,6.75
WR,3.30,0.25,4.70,1,1,0,0,42,3,2,1.00,2.75,0.50,3.25
WR,3.70,0.65,6.76,1.92,0.32,0,0,42,23,5,0.40,2.72,0.12,2.84
TE,15.50,0.54,9.20,1.72,0.33,1,3.20,42,3,12,0.67,0.42,0.27,0.69
WR,6.30,0.73,14.48,2.33,0.36,0,0,42,23,6,0.50,1.28,0.00,1.28
WR,1.80,0.87,2.88,2.50,0.46,0,0,42,3,2,0.50,3.00,0.00,3.00
WR,1.60,0.86,9.24,2.46,0.22,0,0,42,23,1,1.00,-4.00,10.00,6.00
WR,5.70,0.54,8.00,1.93,0.49,1,4.80,42,3,9,0.22,1.79,0.14,1.93
TE,1.20,0.95,2.02,3.03,0.36,0,0,42,23,2,0.50,0.25,0.75,1.00
WR,6.30,0.54,4.96,1.89,0.44,1,3.50,42,3,4,0.50,3.00,0.06,3.06
WR,4.80,0.63,7.20,2.04,0.43,1,3.20,42,3,4,0.50,4.06,0.00,4.06
TE,5.30,0.79,6.18,2.23,0.35,0,0,45,27,3,1.00,0.56,2.00,2.56
TE,4.30,0.70,3.18,2.01,0.25,0,0,45,9,3,0.67,3.67,1.89,5.56
TE,7.30,0.87,1.80,1,1,1,4.30,45,27,3,0.67,4.22,2.11,6.33
WR,15.80,0.51,20.88,1.77,0.45,1,8.30,45,27,7,0.57,0.92,0.24,1.16
WR,2.20,0.60,6.84,1,1,0,0,45,9,2,0.50,3.50,0.50,4.00
WR,2.70,1.10,12.36,2.80,0.23,0,0,45,9,3,0.33,8.33,0.00,8.33
WR,3.90,0.44,15.88,1.54,0.47,0,0,45,27,2,1.00,4.50,0.25,4.75
WR,12.40,0.69,5.62,2.22,0.26,1,11.00,45,27,2,1.00,8.25,2.75,11.00
WR,6.00,0.60,8.52,1.92,0.42,0,0,45,9,8,0.38,1.17,0.22,1.39
TE,3.60,0.73,8.04,2.17,0.33,0,0,36.5,5,3,0.67,3.22,1.33,4.56
TE,10.90,0.63,4.65,1,1,1,7.60,36.5,5,3,1.00,0.44,1.67,2.11
WR,2.30,0.90,8.90,3.02,0.31,0,0,36.5,5,2,0.50,4.00,0.50,4.50
WR,8.60,0.52,10.70,1.82,0.40,1,4.30,36.5,5,4,1.00,2.19,0.69,2.88
WR,3.60,0.50,2.44,2.07,0.63,0,0,36.5,5,3,0.67,4.22,0.11,4.33
WR,2.40,0.36,2.02,1.54,0.70,0,0,47,10,2,0.50,11.00,0.75,11.75
TE,5.30,0.62,3.12,1.99,0.39,0,0,47,10,4,0.75,1.13,0.69,1.81
TE,8.50,1.34,5.08,4.39,0.26,0,0,47,10,7,0.57,1.49,0.16,1.65
WR,2.20,1.05,6.52,2.91,0.22,0,0,47,6,3,0.33,2.89,0.56,3.45
WR,2.00,0.74,5.40,2.16,0.19,0,0,47,6,1,1.00,-1.00,11.00,10.00
WR,8.30,0.93,24.28,2.85,0.18,0,0,47,10,7,0.57,1.73,0.16,1.90
TE,1.80,0.62,16.26,1.95,0.25,0,0,47,6,3,0.33,4.00,0.33,4.33
WR,3.60,0.84,2.66,2.31,0.24,0,0,47,6,2,1.00,0.50,3.50,4.00
WR,1.90,0.66,6.26,2.12,0.36,0,0,47,10,2,0.50,5.25,2.50,7.75
WR,13.50,0.49,22.26,1.92,0.44,2,8.00,47,6,8,0.63,2.22,0.13,2.34
WR,8.20,0.83,5.20,2.37,0.25,0,0,47,10,7,0.57,0.61,0.57,1.18
WR,4.00,0.51,7.68,1.58,0.47,0,0,45.5,30,5,0.40,1.88,0.08,1.96
WR,1.90,0.63,9.46,1.79,0.21,0,0,45.5,32,5,0.20,3.76,0.24,4.00
WR,13.80,0.50,13.20,1.72,0.41,2,10.80,45.5,32,5,0.80,1.80,0.48,2.28
WR,2.00,0.57,5.48,2.00,0.37,0,0,45.5,32,4,0.25,3.31,0.31,3.63
WR,5.30,0.89,1.56,2.29,0.30,0,0,45.5,32,5,0.60,1.76,0.92,2.68
TE,3.70,0.55,7.46,1.73,0.30,1,3.70,45.5,32,5,0.20,2.48,0.52,3.00
TE,7.50,0.45,3.48,1,1,1,5.40,45.5,30,1,1.00,3.00,41.00,44.00
WR,5.70,0.51,8.26,1.78,0.37,0,0,45.5,30,4,0.75,2.56,0.75,3.31
TE,7.10,0.30,5.64,1.24,0.67,1,7.10,45.5,30,1,1.00,1.00,0.00,1.00
TE,4.30,0.73,14.82,2.23,0.32,0,0,45.5,30,5,0.40,2.72,0.24,2.96
WR,14.80,0.75,7.26,2.22,0.14,1,5.40,45.5,30,8,0.75,1.70,0.17,1.88
TE,6.20,0.63,5.28,1.89,0.32,0,0,46.5,1,4,0.75,1.56,1.00,2.56
TE,6.70,0.56,5.10,1.85,0.41,0,0,46.5,1,4,1.00,0.44,1.25,1.69
WR,1.70,0.85,3.66,2.42,0.33,0,0,46.5,1,3,0.33,7.67,0.78,8.44
WR,2.20,0.73,4.84,2.09,0.18,0,0,46.5,1,2,0.50,14.25,1.25,15.50
TE,5.90,0.68,8.80,1,1,1,3.30,46.5,22,2,1.00,6.50,3.25,9.75
WR,1.50,1.09,2.10,1,1,0,0,46.5,1,2,0.50,2.00,-0.25,1.75
WR,8.40,0.63,13.20,2.10,0.40,1,4.00,46.5,22,7,0.43,1.45,0.71,2.16
WR,19.90,0.24,22.12,1.39,0.78,3,10.40,46.5,1,14,0.57,0.86,0.22,1.08
WR,6.30,0.66,8.24,2.01,0.49,0,0,46.5,22,3,1.00,2.44,1.22,3.67
TE,13.60,0.67,5.94,1.99,0.35,1,8.30,46.5,22,7,0.57,1.16,0.20,1.37
WR,2.80,0.89,4.66,2.63,0.42,0,0,46.5,22,1,1.00,15.00,3.00,18.00
WR,6.00,0.84,8.08,3.05,0.41,0,0,46.5,1,7,0.43,2.33,0.14,2.47
WR,4.50,1.14,1.60,1,1,0,0,39.5,18,3,1.00,-1.00,2.22,1.22
WR,20.80,0.49,11.40,1.68,0.35,3,19.10,39.5,16,5,0.80,4.92,1.04,5.96
WR,21.60,0.53,13.92,1.64,0.33,3,12.50,39.5,18,8,0.88,2.03,0.28,2.31
WR,2.10,0.75,13.70,2.25,0.34,0,0,39.5,16,6,0.17,3.83,0.03,3.86
TE,3.50,0.56,3.06,2.06,0.52,1,3.50,39.5,16,1,1.00,22.00,3.00,25.00
WR,11.70,0.57,8.54,1.86,0.41,0,0,39.5,16,7,0.86,0.82,0.43,1.24
WR,8.90,0.92,1.45,2.20,0.29,1,7.40,39.5,18,2,1.00,1.50,0.75,2.25
WR,1.50,1.19,2.54,3.21,0.30,0,0,39.5,18,3,0.33,4.56,0.22,4.78
TE,6.80,0.87,4.94,2.56,0.39,0,0,39.5,18,4,1.00,1.50,0.25,1.75
TE,5.00,0.76,4.24,2.47,0.19,0,0,44.5,31,3,1.00,2.00,0.22,2.22
TE,5.10,0.49,6.82,1.70,0.44,0,0,44.5,31,4,0.50,2.88,0.31,3.19
WR,7.00,0.43,3.06,1.69,0.44,1,7.50,44.5,31,1,1.00,-4.00,9.00,5.00
WR,6.30,0.57,13.40,1.86,0.43,0,0,44.5,2,6,0.67,0.75,0.25,1.00
TE,1.60,0.90,4.50,2.45,0.01,0,0,44.5,31,2,0.50,0.00,1.50,1.50
WR,16.10,0.47,14.22,1.62,0.41,2,10.70,44.5,2,9,0.44,2.47,0.30,2.77
TE,1.90,0.68,7.88,2.08,0.33,0,0,44.5,2,2,0.50,3.00,1.25,4.25
WR,1.90,0.80,5.52,2.31,0.27,0,0,44.5,31,3,0.33,4.11,0.11,4.22
WR,10.80,0.38,9.24,1.45,0.41,1,3.80,44.5,31,6,0.83,1.33,0.56,1.89
WR,15.20,0.47,11.32,1.66,0.44,1,3.60,43.5,25,8,0.88,0.66,0.89,1.55
TE,2.60,0.36,2.38,1.54,0.64,0,0,43.5,25,1,1.00,11.00,5.00,16.00
WR,9.20,0.70,8.44,2.01,0.38,0,0,43.5,26,7,0.71,1.00,0.31,1.31
WR,10.50,0.76,4.75,1.93,0.24,1,7.70,43.5,25,5,0.60,1.48,0.08,1.56
WR,5.30,0.54,1.80,1,1,1,3.20,43.5,26,4,0.50,2.50,0.13,2.63
TE,5.20,0.67,4.24,2.11,0.27,0,0,43.5,25,8,0.38,1.50,0.03,1.53
WR,2.00,1.37,4.40,4.46,0.00,0,0,43.5,26,4,0.25,2.19,0.56,2.75
WR,11.90,0.83,5.20,2.14,0.27,1,7.50,43.5,26,3,1.00,1.56,1.67,3.22
WR,7.10,0.50,9.68,1.76,0.45,0,0,43.5,26,6,0.50,0.92,0.45,1.36
WR,20.20,0.38,21.14,1.43,0.48,2,12.30,43.5,26,8,0.75,1.22,0.38,1.59
WR,10.10,0.64,5.38,2.03,0.14,1,10.10,47,13,2,0.50,14.25,0.25,14.50
WR,14.50,0.63,8.12,1.92,0.23,1,7.20,47,13,7,0.71,1.04,0.37,1.41
WR,11.60,0.66,7.20,1.87,0.20,0,0,47,21,12,0.58,0.87,0.10,0.97
WR,6.70,0.50,12.32,1.76,0.37,0,0,47,13,8,0.38,1.11,0.16,1.27
WR,1.50,0.55,3.32,2.00,0.48,0,0,47,21,1,1.00,-3.00,8.00,5.00
WR,9.20,0.56,8.74,1.86,0.36,0,0,47,21,6,0.83,1.72,0.25,1.97
TE,6.00,0.55,7.94,1.81,0.43,0,0,47,13,5,0.60,2.76,0.60,3.36
WR,11.50,0.68,7.04,2.21,0.29,1,3.40,47,21,8,0.63,0.92,0.56,1.49
WR,5.00,0.58,7.24,1.88,0.37,0,0,47,13,3,0.67,4.89,0.67,5.56
TE,3.80,0.42,1.55,1,1,0,0,47,21,2,1.00,0.50,4.00,4.50
TE,8.30,0.72,5.58,2.07,0.33,0,0,47,21,6,0.67,0.78,0.78,1.56
WR,22.60,0.81,9.06,2.52,0.29,2,11.10,44.5,4,11,0.64,1.71,0.06,1.77
TE,8.30,0.69,7.36,2.13,0.25,1,3.50,44.5,4,4,0.75,3.44,0.75,4.19
TE,1.20,0.93,6.14,2.61,0.25,0,0,44.5,29,1,1.00,1.00,1.00,2.00
TE,1.80,0.86,2.74,2.34,0.52,0,0,44.5,4,1,1.00,5.00,3.00,8.00
WR,8.20,0.75,3.34,2.19,0.27,1,6.00,44.5,29,3,0.67,2.22,5.22,7.45
TE,2.10,0.49,2.28,1.61,0.48,0,0,44.5,4,1,1.00,-5.00,16.00,11.00
WR,39.00,0.37,16.64,1.58,0.65,3,23.60,44.5,29,11,0.91,1.30,0.20,1.50
TE,0.90,0.86,7.36,2.57,0.33,0,0,44.5,29,1,1.00,-1.00,0.00,-1.00
WR,1.70,0.35,2.84,1,1,0,0,44.5,4,1,1.00,7.00,0.00,7.00
WR,2.90,0.90,7.04,2.77,0.26,0,0,44.5,4,5,0.40,2.12,0.00,2.12
WR,11.90,0.48,9.98,1.84,0.55,1,3.70,44.5,29,8,0.75,0.56,0.56,1.13
WR,10.60,0.85,2.34,2.46,0.19,1,8.30,44.5,4,4,0.75,2.13,-0.13,2.00
WR,2.70,0.57,6.76,1.98,0.38,0,0,54.5,,2,0.50,6.50,0.25,6.75
TE,13.10,0.51,25.54,1.77,0.46,0,0,54.5,,9,0.78,0.98,0.19,1.16
WR,8.10,0.59,23.44,1.93,0.39,1,4.30,54.5,,7,0.57,1.88,0.20,2.08
WR,8.70,0.68,4.74,2.05,0.26,1,7.50,54.5,,3,0.67,0.56,0.00,0.56
WR,3.90,0.98,9.54,2.90,0.36,0,0,54.5,,3,0.67,2.11,0.33,2.44
WR,12.10,0.51,20.58,1.77,0.45,1,5.80,45.5,11,6,0.67,3.17,0.06,3.22
WR,1.00,0.98,10.86,3.22,0.20,0,0,45.5,9,1,1.00,-6.00,6.00,0.00
WR,12.80,0.44,17.88,1.54,0.47,1,4.50,45.5,11,7,0.71,0.67,1.04,1.71
TE,1.40,0.82,6.56,2.37,0.20,0,0,45.5,9,1,1.00,3.00,1.00,4.00
TE,2.70,0.79,7.22,2.23,0.35,0,0,45.5,11,5,0.40,0.52,0.04,0.56
TE,2.10,0.87,1.65,1,1,0,0,45.5,11,2,0.50,4.50,0.50,5.00
WR,4.60,0.53,3.56,1.87,0.33,0,0,45.5,11,3,1.00,0.22,1.56,1.78
TE,2.20,0.81,6.66,2.49,0.32,0,0,45.5,9,1,1.00,10.00,2.00,12.00
WR,8.90,0.34,14.32,1.47,0.57,0,0,45.5,9,6,0.83,0.67,0.50,1.17
TE,18.60,0.73,11.90,2.23,0.32,1,4.00,51,17,10,0.70,0.99,0.35,1.34
WR,7.50,0.51,7.73,1.58,0.47,1,3.80,51,17,4,0.75,3.25,0.44,3.69
WR,7.40,0.50,4.34,1.58,0.43,1,5.80,51,32,4,0.50,2.38,-0.13,2.25
WR,28.70,0.46,20.26,1.79,0.50,2,14.20,51,32,12,0.67,0.65,0.19,0.84
WR,1.10,0.81,6.40,2.40,0.25,0,0,51,32,1,1.00,0.00,1.00,1.00
TE,4.80,0.94,5.44,2.61,0.27,1,3.20,51,32,2,1.00,5.00,2.00,7.00
WR,12.60,0.51,6.10,1.78,0.37,1,4.90,51,17,7,0.71,1.33,0.63,1.96
TE,7.70,0.54,8.82,1.86,0.52,0,0,51,32,4,1.00,-0.06,2.38,2.31
TE,10.90,1.02,2.36,2.77,0.38,2,10.90,51,17,2,1.00,6.75,0.50,7.25
TE,7.30,0.30,4.90,1.24,0.67,1,7.30,51,17,1,1.00,3.00,0.00,3.00
WR,8.50,0.40,21.32,1.61,0.63,0,0,51,32,7,0.71,0.82,0.41,1.22
WR,10.80,0.75,5.62,2.22,0.14,0,0,51,17,7,0.86,0.84,0.16,1.00
WR,17.00,0.56,7.32,1.81,0.44,1,7.20,45.5,6,9,0.67,1.07,0.14,1.21
WR,6.40,0.77,6.40,2.30,0.27,0,0,45.5,12,9,0.44,1.75,0.11,1.86
TE,6.70,0.62,2.23,1.99,0.39,0,0,45.5,12,3,1.00,2.78,1.33,4.11
TE,14.40,0.79,7.22,2.30,0.28,2,10.90,45.5,6,5,0.80,1.56,1.16,2.72
TE,12.60,1.34,2.98,4.39,0.26,1,3.20,45.5,12,7,1.00,0.63,0.51,1.14
TE,0.90,0.66,3.30,1,1,0,0,45.5,12,1,1.00,-5.00,4.00,-1.00
WR,6.90,0.61,8.48,2.03,0.39,1,5.20,45.5,6,3,0.67,5.00,0.22,5.22
WR,49.70,0.93,17.70,2.85,0.18,4,36.50,45.5,12,13,0.77,0.99,0.53,1.52
WR,1.60,0.67,7.80,2.09,0.34,0,0,45.5,6,1,1.00,3.00,3.00,6.00
WR,1.90,0.66,7.34,2.12,0.36,0,0,45.5,12,1,1.00,9.00,0.00,9.00
TE,8.80,0.62,19.32,1.98,0.32,0,0,45.5,6,8,0.63,0.97,0.11,1.08
WR,3.80,0.83,5.36,2.37,0.25,0,0,45.5,12,4,0.50,2.69,0.44,3.13
WR,1.70,0.70,10.62,2.10,0.32,0,0,45.5,6,3,0.33,4.33,0.33,4.67
WR,2.50,0.53,15.10,1.64,0.33,0,0,39.5,26,4,0.50,3.88,0.13,4.00
TE,6.10,0.67,3.66,2.11,0.27,0,0,39.5,16,5,0.60,2.80,0.32,3.12
WR,1.50,0.92,1.40,2.20,0.29,0,0,39.5,26,2,0.50,9.00,1.75,10.75
WR,6.80,1.20,1.32,3.04,-0.04,0,0,39.5,16,7,0.43,2.78,0.04,2.82
WR,5.70,0.45,8.04,1.61,0.45,0,0,39.5,26,4,1.00,0.75,0.31,1.06
TE,4.60,0.87,4.66,2.56,0.39,0,0,39.5,26,2,1.00,5.50,1.00,6.50
WR,10.50,0.47,14.06,1.66,0.44,0,0,39.5,16,9,0.56,1.06,0.10,1.16
WR,12.70,0.76,2.10,1.93,0.24,0,0,39.5,16,7,0.71,1.78,0.12,1.90
TE,1.50,0.42,1.60,1,1,0,0,45.5,28,2,0.50,0.75,0.75,1.50
WR,4.00,0.93,11.84,2.38,0.31,0,0,45.5,13,2,1.00,5.00,0.00,5.00
TE,1.30,0.72,5.76,2.07,0.33,0,0,45.5,28,1,1.00,-1.00,4.00,3.00
WR,13.90,0.65,14.24,2.30,0.37,2,11.20,45.5,13,7,0.43,1.29,0.41,1.69
WR,17.70,0.66,3.70,1.87,0.20,1,7.10,45.5,28,9,0.78,0.73,0.15,0.88
WR,3.30,0.56,10.24,1.86,0.36,0,0,45.5,28,6,0.33,1.28,0.11,1.39
WR,16.60,0.68,4.65,2.21,0.29,1,3.10,45.5,28,10,0.70,0.92,0.22,1.14
WR,4.20,0.52,8.94,1.89,0.43,0,0,45.5,13,4,0.50,1.75,0.38,2.13
WR,1.60,1.10,5.34,2.90,0.37,0,0,45.5,13,2,0.50,2.50,0.00,2.50
TE,34.00,0.51,14.72,1.84,0.47,3,25.80,45.5,13,9,0.78,1.15,1.68,2.83
WR,8.20,0.50,17.28,1.72,0.41,0,0,48.5,,6,0.50,2.89,0.25,3.14
WR,9.10,0.63,10.28,1.79,0.21,1,7.60,48.5,,4,0.50,0.38,0.63,1.00
TE,6.70,0.55,7.98,1.73,0.30,1,3.40,48.5,,3,1.00,2.56,1.56,4.11
WR,6.00,0.57,6.72,2.00,0.37,0,0,48.5,,4,0.75,2.69,0.00,2.69
WR,8.10,0.63,5.74,2.04,0.43,1,8.10,40,15,4,0.25,3.50,0.25,3.75
TE,10.70,0.54,7.64,1.72,0.33,2,8.90,40,15,5,0.60,0.68,2.84,3.52
WR,6.30,0.87,2.14,2.50,0.46,1,4.00,40,15,2,1.00,8.75,2.00,10.75
WR,12.40,0.44,10.72,1.62,0.49,2,8.10,40,23,5,0.80,2.56,1.52,4.08
WR,9.70,0.54,7.54,1.93,0.49,1,7.30,40,15,6,0.33,1.14,0.25,1.39
WR,16.70,0.52,8.60,1.82,0.40,1,14.90,40,23,7,0.29,1.08,1.76,2.84
WR,7.60,0.54,3.86,1.89,0.44,1,7.60,40,15,1,1.00,6.00,0.00,6.00
TE,7.10,0.73,9.38,2.17,0.33,0,0,40,23,5,0.80,0.60,0.64,1.24
TE,5.40,0.74,8.52,2.35,0.28,0,0,55,31,3,1.00,2.00,0.67,2.67
WR,4.10,0.28,7.58,1.53,0.73,0,0,55,31,2,1.00,4.00,1.25,5.25
WR,2.30,0.61,12.12,1.86,0.36,0,0,55,14,10,0.10,1.73,0.00,1.73
WR,1.80,0.51,3.20,1,1,0,0,55,14,1,1.00,1.00,7.00,8.00
TE,2.20,0.52,2.40,1.91,0.70,0,0,55,14,1,1.00,12.00,0.00,12.00
WR,3.00,1.34,4.74,1,1,0,0,55,31,1,1.00,20.00,0.00,20.00
WR,20.80,0.53,20.42,1.83,0.42,0,0,55,31,13,0.85,0.64,0.12,0.76
WR,8.20,0.57,17.54,1.86,0.43,0,0,55,14,8,0.50,1.33,0.17,1.50
WR,12.60,0.47,12.22,1.62,0.41,2,7.70,55,14,6,0.67,3.95,0.17,4.11
TE,15.20,0.68,5.74,2.08,0.33,2,15.20,55,14,4,0.50,1.94,0.00,1.94
WR,23.60,0.23,17.02,1.28,0.70,1,7.20,49.5,27,12,0.75,0.54,0.17,0.72
WR,2.50,0.84,9.76,2.56,0.28,0,0,49.5,7,4,0.25,2.50,0.00,2.50
WR,13.10,0.79,5.70,2.29,0.23,1,10.70,49.5,27,3,0.67,6.56,2.33,8.89
WR,9.30,0.60,5.78,1,1,1,9.30,49.5,7,1,1.00,23.00,0.00,23.00
WR,39.00,1.10,6.06,2.80,0.23,4,30.00,49.5,7,9,0.89,1.43,0.36,1.79
WR,14.60,0.47,14.22,1.68,0.47,2,7.00,49.5,27,9,0.56,1.43,0.59,2.02
TE,24.70,0.65,10.74,2.20,0.37,1,8.60,49.5,27,8,1.00,1.24,0.44,1.67
WR,2.00,0.60,12.20,1.92,0.42,0,0,49.5,7,1,1.00,5.00,5.00,10.00
TE,5.80,0.63,6.46,1.95,0.21,0,0,48.5,2,3,1.00,-0.22,3.33,3.11
