qb_points,wr1_points,wr2_points,wr3_points,rb1_points,rb2_points,te1_points,te2_points,opp_wr1_points,opp_wr2_points,opp_wr3_points,opp_rb1_points,opp_rb2_points,opp_te1_points,opp_te2_points
11.86000000000000000000,1.80000000000000000000,12.50000000000000000000,20.80000000000000000000,7.80000000000000000000,4.30000000000000000000,7.80000000000000000000,2.50000000000000000000,16.30000000000000000000,28.10000000000000000000,6.20000000000000000000,0.60000000000000000000,7.60000000000000000000,14.40000000000000000000,0
14.82000000000000000000,16.30000000000000000000,28.10000000000000000000,6.20000000000000000000,0.60000000000000000000,7.60000000000000000000,14.40000000000000000000,0,1.80000000000000000000,12.50000000000000000000,20.80000000000000000000,7.80000000000000000000,4.30000000000000000000,7.80000000000000000000,2.50000000000000000000
9.04000000000000000000,12.70000000000000000000,3.30000000000000000000,4.00000000000000000000,13.80000000000000000000,8.30000000000000000000,-1.00000000000000000000,3.1000000000000000,9.20000000000000000000,8.10000000000000000000,0,6.50000000000000000000,10.60000000000000000000,18.30000000000000000000,0
17.16000000000000000000,9.20000000000000000000,8.10000000000000000000,0,6.50000000000000000000,10.60000000000000000000,18.30000000000000000000,0,12.70000000000000000000,3.30000000000000000000,4.00000000000000000000,13.80000000000000000000,8.30000000000000000000,-1.00000000000000000000,3.1000000000000000
0.20000000000000000000,0,0,0,0,0,0,0,8.70000000000000000000,19.60000000000000000000,7.30000000000000000000,14.00000000000000000000,23.50000000000000000000,18.40000000000000000000,0
15.08000000000000000000,14.00000000000000000000,3.90000000000000000000,3.90000000000000000000,7.70000000000000000000,0,8.00000000000000000000,0,8.70000000000000000000,19.60000000000000000000,7.30000000000000000000,14.00000000000000000000,23.50000000000000000000,18.40000000000000000000,0
24.08000000000000000000,8.70000000000000000000,19.60000000000000000000,7.30000000000000000000,14.00000000000000000000,23.50000000000000000000,18.40000000000000000000,0,14.00000000000000000000,3.90000000000000000000,3.90000000000000000000,7.70000000000000000000,0,8.00000000000000000000,0
17.86000000000000000000,6.20000000000000000000,2.8000000000000000,4.6000000000000000,5.70000000000000000000,16.20000000000000000000,15.70000000000000000000,0,5.50000000000000000000,8.10000000000000000000,0,8.70000000000000000000,17.90000000000000000000,1.20000000000000000000,0
0.52000000000000000000,5.50000000000000000000,8.10000000000000000000,0,8.70000000000000000000,17.90000000000000000000,1.20000000000000000000,0,6.20000000000000000000,2.8000000000000000,4.6000000000000000,5.70000000000000000000,16.20000000000000000000,15.70000000000000000000,0
14.02000000000000000000,6.70000000000000000000,5.50000000000000000000,15.7000000000000000,1.90000000000000000000,7.70000000000000000000,3.9000000000000000,7.00000000000000000000,14.70000000000000000000,2.1000000000000000,11.40000000000000000000,20.80000000000000000000,5.00000000000000000000,1.30000000000000000000,2.6000000000000000
6.08000000000000000000,14.70000000000000000000,2.1000000000000000,11.40000000000000000000,20.80000000000000000000,5.00000000000000000000,1.30000000000000000000,2.6000000000000000,6.70000000000000000000,5.50000000000000000000,15.7000000000000000,1.90000000000000000000,7.70000000000000000000,3.9000000000000000,7.00000000000000000000
8.40000000000000000000,3.70000000000000000000,14.80000000000000000000,0,38.80000000000000000000,8.00000000000000000000,5.60000000000000000000,0.50000000000000000000,2.8000000000000000,3.60000000000000000000,6.80000000000000000000,13.40000000000000000000,3.90000000000000000000,16.00000000000000000000,3.40000000000000000000
12.30000000000000000000,2.8000000000000000,3.60000000000000000000,6.80000000000000000000,13.40000000000000000000,3.90000000000000000000,16.00000000000000000000,3.40000000000000000000,3.70000000000000000000,14.80000000000000000000,0,38.80000000000000000000,8.00000000000000000000,5.60000000000000000000,0.50000000000000000000
16.08000000000000000000,15.00000000000000000000,1.5000000000000000,0,22.70000000000000000000,12.40000000000000000000,13.4000000000000000,0,7.50000000000000000000,2.4000000000000000,2.4000000000000000,6.20000000000000000000,2.60000000000000000000,8.40000000000000000000,0
5.24000000000000000000,7.50000000000000000000,2.4000000000000000,2.4000000000000000,6.20000000000000000000,2.60000000000000000000,8.40000000000000000000,0,15.00000000000000000000,1.5000000000000000,0,22.70000000000000000000,12.40000000000000000000,13.4000000000000000,0
6.28000000000000000000,7.70000000000000000000,1.70000000000000000000,1.70000000000000000000,23.30000000000000000000,0.30000000000000000000,5.30000000000000000000,0,32.20000000000000000000,3.50000000000000000000,5.40000000000000000000,16.70000000000000000000,6.90000000000000000000,7.90000000000000000000,1.40000000000000000000
14.04000000000000000000,32.20000000000000000000,3.50000000000000000000,5.40000000000000000000,16.70000000000000000000,6.90000000000000000000,7.90000000000000000000,1.40000000000000000000,7.70000000000000000000,1.70000000000000000000,1.70000000000000000000,23.30000000000000000000,0.30000000000000000000,5.30000000000000000000,0
36.32000000000000000000,12.00000000000000000000,13.1000000000000000,21.30000000000000000000,11.90000000000000000000,12.30000000000000000000,19.10000000000000000000,2.5000000000000000,12.00000000000000000000,8.50000000000000000000,0,20.20000000000000000000,0.90000000000000000000,2.1000000000000000,2.1000000000000000
12.30000000000000000000,12.00000000000000000000,8.50000000000000000000,0,20.20000000000000000000,0.90000000000000000000,2.1000000000000000,2.1000000000000000,12.00000000000000000000,13.1000000000000000,21.30000000000000000000,11.90000000000000000000,12.30000000000000000000,19.10000000000000000000,2.5000000000000000
15.34000000000000000000,4.90000000000000000000,5.50000000000000000000,2.3000000000000000,15.70000000000000000000,16.30000000000000000000,14.70000000000000000000,8.10000000000000000000,11.2000000000000000,17.60000000000000000000,24.00000000000000000000,13.90000000000000000000,2.20000000000000000000,12.10000000000000000000,2.3000000000000000
