season,player,tm,fantpos,g,rush_att,rush_yds,y_a,rush_td,tgt,rec,yds,rec_td,ppr
2017,Jesus Wilson,TAM,WR,3,3,8,2.67,0,1,1,18,1,9.6
2017,Patrick DiMarco,BUF,RB,16,2,-2,-1,0,10,7,28,0,9.6
2017,Chad Williams,ARI,WR,6,2,33,16.5,0,7,3,31,0,9.4
2017,Akeem Hunt,KAN,RB,15,8,23,2.88,0,7,4,31,0,9.4
2017,Brian Hill,2TM,RB,7,11,37,3.36,0,2,2,36,0,9.3
2017,Jeremy Sprinkle,WAS,TE,11,0,0,"",0,3,2,13,1,9.3
2017,Jacob Hollister,NWE,TE,15,1,5,5,0,11,4,42,0,8.7
2017,Zach Zenner,DET,RB,8,14,26,1.86,1,1,0,0,0,8.6
2017,Tyler Eifert,CIN,TE,2,0,0,"",0,5,4,46,0,8.6
2017,Sean McGrath,LAC,TE,15,0,0,"",0,4,4,46,0,8.6
2017,Michael Roberts,DET,TE,15,0,0,"",0,7,4,46,0,8.6
2017,Tre Madden,SEA,RB,8,0,0,"",0,2,2,65,0,8.5
2017,Brandon Bolden,NWE,RB,16,13,67,5.15,0,4,1,7,0,8.4
2017,Matthew Dayes,CLE,RB,16,5,13,2.6,0,5,4,29,0,8.2
2017,Markus Wheaton,CHI,WR,11,0,0,"",0,17,3,51,0,8.1
2017,Michael Clark,GNB,WR,2,0,0,"",0,14,4,41,0,8.1
2017,Derek Watt,LAC,RB,16,6,24,4,0,3,2,35,0,7.9
2017,Dwayne Washington,DET,RB,5,20,44,2.2,0,2,2,14,0,7.8
2017,Will Tye,NYJ,TE,3,0,0,"",0,6,4,38,0,7.8
2017,Keith Smith,DAL,RB,16,0,0,"",0,5,5,26,0,7.6
2017,Marcus Johnson,PHI,WR,10,0,0,"",0,8,5,45,0,7.5
2017,Jared Abbrederis,DET,WR,7,0,0,"",0,7,3,44,0,7.4
2017,Orson Charles,KAN,TE,5,0,0,"",0,2,2,53,0,7.3
2017,Noah Brown,DAL,WR,13,0,0,"",0,9,4,33,0,7.3
2017,Jay Prosch,HOU,RB,16,0,0,"",0,4,4,31,0,7.1
2017,Blake Bell,MIN,TE,13,0,0,"",0,4,3,19,0,6.9
2017,Quan Bray,IND,WR,9,0,0,"",0,4,3,39,0,6.9
2017,Marcus Murphy,BUF,RB,1,7,41,5.86,0,2,2,7,0,6.8
2017,Randall Telfer,CLE,TE,16,0,0,"",0,4,3,36,0,6.6
2017,Tanner Gentry,CHI,WR,4,0,0,"",0,6,3,35,0,6.5
2017,Jalston Fowler,TEN,RB,10,2,4,2,1,1,0,0,0,6.4
2017,Griff Whalen,BAL,WR,2,0,0,"",0,6,4,23,0,6.3
2017,Vince Mayle,BAL,TE,16,2,2,1,1,1,0,0,0,6.2
2017,Nick Williams,ATL,WR,1,0,0,"",0,4,3,30,0,6
2017,Bernard Reedy,2TM,WR,11,3,17,5.67,0,2,2,21,0,5.8
2017,DeVeon Smith,MIA,RB,5,0,0,"",0,3,3,27,0,5.7
2017,Ifeanyi Momah,ARI,TE,9,0,0,"",0,2,1,46,0,5.6
2017,Darrell Daniels,IND,TE,12,0,0,"",0,13,3,26,0,5.6
2017,Chris Matthews,BAL,WR,6,0,0,"",0,6,3,25,0,5.5
2017,Fitzgerald Toussaint,PIT,RB,6,6,25,4.17,0,3,2,9,0,5.4
2017,Jojo Natson,NYJ,WR,7,1,15,15,0,5,2,18,0,5.3
2017,Emanuel Byrd,GNB,TE,1,0,0,"",0,2,2,31,0,5.1
2017,Josh Ferguson,IND,RB,10,1,5,5,0,4,3,16,0,5.1
2017,Mack Brown,2TM,RB,4,8,29,3.63,0,1,1,11,0,5
2017,Danny Vitale,CLE,RB,15,0,0,"",0,5,3,19,0,4.9
2017,Derrick Coleman,ATL,RB,16,2,8,4,0,7,2,20,0,4.8
2017,Antony Auclair,TAM,TE,8,0,0,"",0,2,2,25,0,4.5
2017,Geoff Swaim,DAL,TE,15,0,0,"",0,2,2,25,0,4.5
2017,Senorise Perry,MIA,RB,16,8,30,3.75,0,1,1,3,0,4.3
2017,Ryan Hewitt,CIN,RB,13,0,0,"",0,2,2,22,0,4.2
2017,Jehu Chesson,KAN,WR,12,0,0,"",0,4,2,18,0,3.8
2017,Michael Burton,CHI,RB,16,4,9,2.25,0,4,2,8,0,3.7
2017,Chris Manhertz,CAR,TE,16,0,0,"",0,4,2,17,0,3.7
2017,Jordan Leslie,CLE,WR,2,0,0,"",0,1,1,26,0,3.6
2017,Cole Hikutini,SFO,TE,4,0,0,"",0,3,2,15,0,3.5
2017,MarQueis Gray,MIA,TE,16,5,14,2.8,0,3,1,10,0,3.4
2017,DeAndrew White,HOU,WR,2,0,0,"",0,7,1,24,0,3.4
2017,Darius Powe,NYG,WR,1,0,0,"",0,4,2,13,0,3.3
2017,Isaiah McKenzie,DEN,WR,11,1,4,4,0,13,4,29,0,3.3
2017,Jeff Janis,GNB,WR,16,0,0,"",0,5,2,12,0,3.2
2017,Shelton Gibson,PHI,WR,5,0,0,"",0,3,2,11,0,3.1
2017,Allen Robinson,JAX,WR,1,0,0,"",0,1,1,17,0,2.7
2017,Kevin White,CHI,WR,1,0,0,"",0,4,2,6,0,2.6
2017,Andre Williams,LAC,RB,8,9,25,2.78,0,0,0,0,0,2.5
2017,Arrelious Benn,JAX,WR,9,0,0,"",0,2,1,12,0,2.2
2017,Jeff Cumberland,LAC,TE,7,0,0,"",0,3,2,2,0,2.2
2017,David Fluellen,TEN,RB,16,4,21,5.25,0,1,0,0,0,2.1
2017,Taiwan Jones,BUF,RB,8,0,0,"",0,2,1,11,0,2.1
2017,Harry Douglas,TEN,WR,2,0,0,"",0,3,1,8,0,1.8
2017,Cobi Hamilton,HOU,WR,3,0,0,"",0,6,1,8,0,1.8
2017,Larry Pinkard,JAX,WR,4,0,0,"",0,1,1,5,0,1.5
2017,Eric Weems,TEN,WR,16,1,0,0,0,2,1,5,0,1.5
2017,LeShun Daniels,WAS,RB,4,3,14,4.67,0,0,0,0,0,1.4
2017,Matt Jones,IND,RB,5,5,14,2.8,0,0,0,0,0,1.4
2017,Garrett Griffin,NOR,TE,3,0,0,"",0,1,1,4,0,1.4
2017,Max McCaffrey,JAX,WR,5,0,0,"",0,1,1,4,0,1.4
2017,Joe Kerridge,GNB,RB,4,0,0,"",0,1,1,3,0,1.3
2017,Ryan Malleck,HOU,TE,2,0,0,"",0,1,1,3,0,1.3
2017,Charone Peake,NYJ,WR,3,0,0,"",0,1,1,3,0,1.3
2017,Matt Hazel,IND,WR,4,0,0,"",0,1,1,1,0,1.1
2017,Devante Mays,GNB,RB,8,4,1,0.25,0,3,3,0,0,1.1
2017,Raheem Mostert,SFO,RB,11,6,30,5,0,0,0,0,0,1
2017,Terrell Watson,PIT,RB,10,5,8,1.6,0,0,0,0,0,0.8
2017,John Kuhn,NOR,RB,2,1,2,2,0,0,0,0,0,0.2
2017,Andre Roberts,ATL,WR,16,0,0,"",0,4,1,12,0,0.2
2017,Justin Davis,LAR,RB,4,1,1,1,0,0,0,0,0,0.1
2017,Kalif Raymond,2TM,WR,8,1,-1,-1,0,1,1,12,0,0.1
2017,Bronson Hill,ARI,RB,2,1,-2,-2,0,0,0,0,0,-0.2
2017,Darren McFadden,DAL,RB,1,1,-2,-2,0,0,0,0,0,-0.2
2017,John Ross,CIN,WR,3,1,12,12,0,2,0,0,0,-0.8
2016,David Johnson,ARI,RB,16,293,1239,4.23,16,120,80,879,4,407.8
2016,Ezekiel Elliott,DAL,RB,15,322,1631,5.07,15,39,32,363,1,325.4
2016,LeVeon Bell,PIT,RB,12,261,1268,4.86,7,94,75,616,2,317.4
2016,Antonio Brown,PIT,WR,15,3,9,3,0,154,106,1284,12,307.3
2016,Jordy Nelson,GNB,WR,16,0,0,"",0,152,97,1257,14,304.7
2016,Mike Evans,TAM,WR,16,0,0,"",0,173,96,1321,12,304.1
2016,LeSean McCoy,BUF,RB,15,234,1267,5.41,13,57,50,356,1,298.3
2016,DeMarco Murray,TEN,RB,16,293,1287,4.39,9,67,53,377,3,293.8
2016,Devonta Freeman,ATL,RB,16,227,1079,4.75,11,65,54,462,2,284.1
2016,T.Y. Hilton,IND,WR,16,0,0,"",0,155,91,1448,6,273.8
2016,Julio Jones,ATL,WR,14,0,0,"",0,129,83,1409,6,259.9
2016,Michael Thomas,NOR,WR,15,0,0,"",0,121,92,1137,9,255.7
2016,Doug Baldwin,SEA,WR,16,3,2,0.67,0,125,94,1128,7,253.6
2016,Melvin Gordon,SDG,RB,13,254,997,3.93,10,57,41,419,2,250.6
2019,Latavius Murray,NO,RB,16,146,637,4.4,5,43,34,235,1,157.2
2016,Davante Adams,GNB,WR,16,0,0,"",0,121,75,997,12,246.7
2016,Brandin Cooks,NOR,WR,16,6,30,5,0,117,78,1173,8,246.3
2016,Larry Fitzgerald,ARI,WR,16,2,5,2.5,0,150,107,1023,6,243.8
2016,Mark Ingram,NOR,RB,16,205,1043,5.09,6,58,46,319,4,242.2
2016,Michael Crabtree,OAK,WR,16,0,0,"",0,145,89,1003,8,239.3
2016,LeGarrette Blount,NWE,RB,16,299,1161,3.88,18,8,7,38,0,232.9
2016,Amari Cooper,OAK,WR,16,1,0,0,0,132,83,1153,5,232.3
2016,Jarvis Landry,MIA,WR,16,5,17,3.4,0,131,94,1136,4,231.3
2016,Julian Edelman,NWE,WR,16,12,57,4.75,0,159,98,1106,3,230.3
2016,Jordan Howard,CHI,RB,15,252,1313,5.21,6,50,29,298,1,230.1
2016,Demaryius Thomas,DEN,WR,16,0,0,"",0,144,90,1083,5,226.3
2016,Golden Tate,DET,WR,16,10,4,0.4,0,135,91,1077,4,223.1
2016,Travis Kelce,KAN,TE,16,1,-5,-5,0,117,85,1125,4,223
2016,Tyreek Hill,KAN,WR,16,24,267,11.13,3,83,61,593,6,217
2016,Tyrell Williams,SDG,WR,16,0,0,"",0,119,69,1059,7,216.9
2016,Jay Ajayi,MIA,RB,15,260,1272,4.89,8,35,27,151,0,215.3
2016,Frank Gore,IND,RB,16,263,1025,3.9,4,47,38,277,4,214.2
2016,Terrelle Pryor,CLE,WR,16,8,21,2.63,1,140,77,1007,4,213.4
2016,Emmanuel Sanders,DEN,WR,16,1,4,4,0,137,79,1032,5,212.6
2016,Rishard Matthews,TEN,WR,16,0,0,"",0,108,65,945,9,211.5
2016,Kyle Rudolph,MIN,TE,16,0,0,"",0,132,83,840,7,209
2016,Latavius Murray,OAK,RB,14,195,788,4.04,12,43,33,264,0,208.2
2016,Greg Olsen,CAR,TE,16,0,0,"",0,129,80,1073,3,207.3
2016,Isaiah Crowell,CLE,RB,16,198,952,4.81,7,53,40,319,0,205.1
2016,Mike Wallace,BAL,WR,16,5,31,6.2,0,116,72,1017,4,202.8
2016,Pierre Garcon,WAS,WR,16,0,0,"",0,114,79,1041,3,201.1
2016,Allen Robinson,JAX,WR,16,0,0,"",0,151,73,883,6,199.3
2016,Todd Gurley,LAR,RB,16,278,885,3.18,6,58,43,327,0,198.2
2016,Jamison Crowder,WAS,WR,16,2,-2,-1,0,99,67,847,7,197.5
2016,DeAndre Hopkins,HOU,WR,16,0,0,"",0,151,78,954,4,197.4
2016,Kelvin Benjamin,CAR,WR,16,0,0,"",0,118,63,941,7,197.1
2016,Bilal Powell,NYJ,WR,16,131,722,5.51,3,74,58,388,2,197
2016,Kenny Britt,LAR,WR,15,0,0,"",0,111,68,1002,5,196.2
2016,Adam Thielen,MIN,WR,16,2,15,7.5,0,92,69,967,5,195.2
2016,Spencer Ware,KAN,RB,14,214,921,4.3,3,42,33,447,2,193.8
2016,Stefon Diggs,MIN,WR,13,3,10,3.33,0,112,84,903,3,193.3
2016,Carlos Hyde,SFO,RB,13,217,988,4.55,6,33,27,163,3,192.1
2016,Willie Snead,NOR,WR,15,0,0,"",0,104,72,895,4,191.5
2016,Lamar Miller,HOU,RB,14,268,1073,4,5,39,31,188,1,191.1
2016,Tevin Coleman,ATL,RB,13,118,520,4.41,8,40,31,421,3,191.1
2016,Jimmy Graham,SEA,TE,16,1,0,0,0,95,65,923,6,189.3
2016,Cole Beasley,DAL,WR,16,1,7,7,0,98,75,833,5,189
2016,Delanie Walker,TEN,TE,15,2,11,5.5,0,102,65,800,7,188.1
2016,A.J. Green,CIN,WR,10,0,0,"",0,100,66,964,4,186.4
2016,Brandon LaFell,CIN,WR,16,1,-2,-2,0,107,64,862,6,186
2016,Sterling Shepard,NYG,WR,16,3,31,10.33,0,105,65,683,8,184.4
2016,Steve Smith,BAL,WR,14,0,0,"",0,101,70,799,5,183.9
2016,Matt Forte,NYJ,RB,14,218,813,3.73,7,43,30,263,1,183.6
2016,Zach Ertz,PHI,TE,14,0,0,"",0,106,78,816,4,183.6
2016,DeSean Jackson,WAS,WR,15,0,0,"",0,100,56,1005,4,180.5
2016,Dez Bryant,DAL,WR,13,0,0,"",0,96,50,796,8,180
2016,Cameron Meredith,CHI,WR,14,1,6,6,0,97,66,888,4,179.5
2016,Marqise Lee,JAX,WR,16,6,35,5.83,0,105,63,851,3,178.4
2016,Jeremy Hill,CIN,RB,15,222,839,3.78,9,27,21,174,0,176.3
2016,Anquan Boldin,DET,WR,16,0,0,"",0,95,67,584,8,173.4
2016,Marvin Jones,DET,WR,15,1,3,3,0,103,55,930,4,172.3
2016,Jordan Matthews,PHI,WR,14,0,0,"",0,117,73,804,3,171.4
2016,Cameron Brate,TAM,TE,15,0,0,"",0,81,57,660,8,171
2016,Terrance West,BAL,RB,16,193,774,4.01,5,45,34,236,1,171
2016,Quincy Enunwa,NYJ,WR,16,1,12,12,0,105,58,857,4,168.9
2016,Dennis Pitta,BAL,TE,16,0,0,"",0,121,86,729,2,168.9
2016,Jordan Reed,WAS,TE,12,0,0,"",0,89,66,686,6,168.6
2016,Kenny Stills,MIA,WR,16,0,0,"",0,81,42,726,9,168.6
2016,Martellus Bennett,NWE,TE,16,2,10,5,0,73,55,701,7,168.1
2016,Dontrelle Inman,SDG,WR,16,0,0,"",0,97,58,810,4,163
2016,Darren Sproles,PHI,RB,15,94,438,4.66,2,71,52,427,2,162.5
2016,Theo Riddick,DET,RB,10,92,357,3.88,1,67,53,371,5,161.8
2016,James White,NWE,RB,16,39,166,4.26,0,86,60,551,5,161.7
2016,Ted Ginn,CAR,WR,16,14,98,7,0,95,54,752,4,159
2016,Brandon Marshall,NYJ,WR,15,0,0,"",0,128,59,788,3,155.8
2016,DeVante Parker,MIA,WR,15,0,0,"",0,87,56,744,4,154.4
2016,Jason Witten,DAL,TE,16,0,0,"",0,95,69,673,3,152.3
2016,Mohamed Sanu,ATL,WR,15,1,5,5,0,81,59,653,4,148.8
2016,Jerick McKinnon,MIN,RB,15,159,539,3.39,2,53,43,255,2,148.4
2016,Randall Cobb,GNB,WR,13,10,33,3.3,0,84,60,610,4,148.3
2016,Antonio Gates,SDG,TE,14,0,0,"",0,93,53,548,7,147.8
2016,Chris Thompson,WAS,RB,16,68,356,5.24,3,62,49,349,2,147.5
2016,Tavon Austin,LAR,WR,15,28,159,5.68,1,106,58,509,3,146.8
2016,Jeremy Kerley,SFO,WR,16,0,0,"",0,115,64,667,3,146.7
2016,Jonathan Stewart,CAR,RB,13,218,824,3.78,9,21,8,60,0,146.4
2016,Alshon Jeffery,CHI,WR,12,0,0,"",0,94,52,821,2,146.1
2016,Jack Doyle,IND,TE,16,0,0,"",0,75,59,584,5,145.4
2016,Ryan Mathews,PHI,RB,13,155,661,4.26,8,14,13,115,1,144.6
2016,Duke Johnson,CLE,RB,16,73,358,4.9,1,74,53,514,0,144.2
2016,Eric Ebron,DET,TE,13,1,1,1,1,85,61,711,1,144.2
2016,Devontae Booker,DEN,RB,16,174,612,3.52,4,45,31,265,1,142.7
2016,Ty Montgomery,GNB,RB,15,77,457,5.94,3,56,44,348,0,140.5
2016,Taylor Gabriel,ATL,WR,13,4,51,12.75,1,50,35,579,6,140
2016,JJ Nelson,ARI,WR,15,4,83,20.75,1,74,34,568,6,139.1
2016,Rashad Jennings,NYG,RB,13,181,593,3.28,3,42,35,201,1,138.4
2016,T.J. Yeldon,JAX,RB,15,130,465,3.58,1,68,50,312,1,137.7
2016,Coby Fleener,NOR,TE,16,1,2,2,1,81,50,631,3,137.3
2016,Christine Michael,2TM,RB,15,148,583,3.94,7,29,22,107,1,137
2016,Charles Clay,BUF,TE,15,0,0,"",0,87,57,552,4,136.2
2016,C.J. Fiedorowicz,HOU,TE,15,0,0,"",0,89,54,559,4,133.9
2016,Adam Humphries,TAM,WR,15,5,18,3.6,0,83,55,622,2,133
2016,Robert Kelley,WAS,RB,15,168,704,4.19,6,18,12,82,1,132.6
2016,Matt Asiata,MIN,RB,16,121,402,3.32,6,38,32,263,0,132.5
2016,Travis Benjamin,SDG,WR,14,2,-3,-1.5,0,75,47,677,4,132.4
2016,Gary Barnidge,CLE,TE,16,0,0,"",0,82,55,612,2,130.2
2016,Hunter Henry,SDG,TE,15,0,0,"",0,53,36,478,8,129.8
2016,Chris Hogan,NWE,WR,15,3,9,3,0,58,38,680,4,128.9
2016,Will Fuller,HOU,WR,14,1,-3,-3,0,92,47,635,2,128.2
2016,Tim Hightower,NOR,RB,16,133,548,4.12,4,26,22,200,1,126.8
2016,Eli Rogers,PIT,WR,13,1,6,6,0,66,48,594,3,126
2016,Mike Gillislee,BUF,RB,15,101,577,5.71,8,11,9,50,1,125.7
2016,Terrance Williams,DAL,WR,16,0,0,"",0,61,44,594,4,125.4
2016,Tyler Lockett,SEA,WR,15,6,114,19,1,66,41,597,1,124.1
2016,Tyler Boyd,CIN,WR,16,4,58,14.5,0,81,54,603,1,124.1
2016,Giovani Bernard,CIN,RB,10,91,337,3.7,2,51,39,336,1,122.3
2016,Cordarrelle Patterson,MIN,WR,16,7,43,6.14,0,70,52,453,2,119.6
2016,Robert Woods,BUF,WR,13,1,6,6,0,76,51,613,1,118.9
2016,Michael Floyd,2TM,WR,15,0,0,"",0,76,37,488,5,115.8
2016,Jalen Richard,OAK,RB,16,83,491,5.92,1,39,29,194,2,115.5
2016,Brian Quick,LAR,WR,16,0,0,"",0,77,41,564,3,115.4
2016,Robby Anderson,NYJ,WR,16,3,42,14,0,78,42,587,2,114.9
2016,Vernon Davis,WAS,WR,16,0,0,"",0,59,44,583,2,114.3
2016,Dwayne Allen,IND,TE,14,0,0,"",0,52,35,406,6,113.6
2016,Seth Roberts,OAK,WR,16,0,0,"",0,77,38,397,5,111.7
2016,Lance Kendricks,LAR,TE,16,0,0,"",0,87,50,499,2,109.9
2016,Jeremy Maclin,KAN,WR,12,1,-1,-1,0,76,44,536,2,109.5
2016,Shaun Draughn,SFO,RB,16,74,196,2.65,4,39,29,263,2,108.9
2016,Robert Turbin,IND,RB,15,47,164,3.49,7,35,26,179,1,108.3
2016,Derrick Henry,TEN,RB,15,110,490,4.45,5,15,13,137,0,105.7
2016,Tajae Sharpe,TEN,WR,16,1,1,1,0,83,41,522,2,105.3
2016,Ryan Griffin,HOU,TE,16,0,0,"",0,74,50,442,2,104.2
2016,John Brown,ARI,WR,15,1,10,10,0,73,39,517,2,103.7
2016,Donte Moncrief,IND,WR,9,1,-1,-1,0,56,30,307,7,102.6
2016,C.J. Anderson,DEN,RB,7,110,437,3.97,4,24,16,128,1,102.5
2016,Kenneth Dixon,BAL,RB,12,88,382,4.34,2,41,30,162,1,102.4
2016,Victor Cruz,NYG,WR,15,0,0,"",0,72,39,586,1,101.6
2016,Breshad Perriman,BAL,WR,16,1,2,2,0,66,33,499,3,101.1
2016,Allen Hurns,JAX,WR,11,0,0,"",0,76,35,477,3,100.7
2016,DeAngelo Williams,PIT,RB,9,98,343,3.5,4,27,18,118,2,100.1
2016,Phillip Dorsett,IND,WR,15,2,10,5,0,59,33,528,2,98.8
2016,Tyler Eifert,CIN,TE,8,0,0,"",0,47,29,394,5,98.4
2016,Jermaine Kearse,SEA,WR,16,0,0,"",0,89,41,510,1,98
2016,Rob Gronkowski,NWE,TE,8,0,0,"",0,38,25,540,3,97
2016,Chris Conley,KAN,WR,16,0,0,"",0,69,44,530,0,97
2016,Malcolm Mitchell,NWE,RB,14,0,0,"",0,48,32,401,4,96.1
2016,Chris Ivory,JAX,RB,11,117,439,3.75,3,28,20,186,0,94.5
2016,Charcandrick West,KAN,RB,15,88,293,3.33,1,34,28,188,2,94.1
2016,Travaris Cadet,NOR,RB,15,4,19,4.75,0,54,40,281,4,94
2016,Will Tye,NYG,TE,16,0,0,"",0,70,48,395,1,93.5
2016,Damien Williams,MIA,RB,15,35,115,3.29,3,32,23,249,3,93.4
2016,Corey Coleman,CLE,WR,10,2,10,5,0,73,33,413,3,93.3
2016,Zach Zenner,DET,RB,14,88,334,3.8,4,23,18,196,0,93
2016,Jacquizz Rodgers,TAM,RB,10,129,560,4.34,2,16,13,98,0,90.8
2016,Jesse James,PIT,TE,16,0,0,"",0,60,39,338,3,90.8
2016,Marquise Goodwin,BUF,WR,15,0,0,"",0,68,29,431,3,90.1
2016,Kendall Wright,TEN,WR,11,1,15,15,0,42,29,416,3,90.1
2016,Jermaine Gresham,ARI,TE,16,0,0,"",0,61,37,391,2,88.1
2016,Nelson Agholor,PHI,WR,15,5,14,2.8,0,69,36,365,2,87.9
2016,Eddie Royal,CHI,WR,9,0,0,"",0,43,33,369,2,87.9
2016,Dorial Green-Beckham,PHI,WR,15,0,0,"",0,74,36,392,2,87.2
2016,Vance McDonald,SFO,TE,11,0,0,"",0,45,24,391,4,87.1
2016,Clive Walford,OAK,TE,15,0,0,"",0,52,33,359,3,86.9
2016,Devin Funchess,CAR,WR,15,0,0,"",0,58,23,371,4,86.1
2016,Doug Martin,TAM,RB,8,144,421,2.92,3,16,14,134,0,85.5
2016,DeAndre Washington,OAK,RB,14,87,467,5.37,2,23,17,115,0,85.2
2016,Andrew Hawkins,CLE,WR,16,2,0,0,0,54,33,324,3,83.4
2016,Sammy Watkins,BUF,WR,8,0,0,"",0,52,28,430,2,83
2016,Julius Thomas,JAX,TE,9,0,0,"",0,51,30,281,4,82.1
2016,Albert Wilson,KAN,WR,16,2,50,25,1,51,31,279,2,81.9
2016,Garrett Celek,SFO,TE,16,0,0,"",0,50,29,350,3,80
2016,Sammie Coates,PIT,WR,14,4,14,3.5,0,49,21,435,2,77.9
2016,Quinton Patton,SFO,WR,14,0,0,"",0,63,37,408,0,77.8
2016,Paul Perkins,NYG,RB,14,112,456,4.07,0,24,15,162,0,76.8
2016,Rex Burkhead,CIN,RB,16,74,344,4.65,2,20,17,145,0,75.9
2016,Trey Burton,PHI,TE,15,0,0,"",0,60,37,327,1,75.7
2016,Dion Sims,MIA,TE,14,0,0,"",0,35,26,256,4,75.6
2016,Thomas Rawls,SEA,RB,9,109,349,3.2,3,17,13,96,0,75.5
2016,Matt Jones,WAS,RB,7,99,460,4.65,3,8,8,73,0,75.3
2016,Kyle Juszczyk,BAL,RB,16,5,22,4.4,1,49,37,266,0,73.8
2016,Jeremy Langford,CHI,RB,12,62,200,3.23,4,27,19,142,0,73.2
2016,Fozzy Whittaker,CAR,RB,16,57,265,4.65,0,33,25,226,0,72.1
2016,Brandon Coleman,NOR,WR,16,0,0,"",0,38,26,281,3,72.1
2016,Jared Cook,GNB,TE,10,0,0,"",0,51,30,377,1,71.7
2016,Russell Shepard,TAM,WR,14,1,9,9,0,40,23,341,2,70
2016,Danny Amendola,NWE,WR,12,0,0,"",0,29,23,243,4,69.3
2016,Richard Rodgers,GNB,TE,16,0,0,"",0,47,30,271,2,69.1
2016,Charles Sims,TAM,RB,7,51,149,2.92,1,32,24,190,1,67.9
2016,Kamar Aiken,BAL,WR,16,0,0,"",0,50,29,328,1,67.8
2016,Justin Hardy,ATL,WR,16,0,0,"",0,31,21,203,4,65.3
2016,Torrey Smith,SFO,WR,12,0,0,"",0,49,20,267,3,64.7
2016,Aldrick Robinson,ATL,WR,16,0,0,"",0,32,20,323,2,64.3
2016,Austin Hooper,ATL,TE,14,0,0,"",0,27,19,271,3,64.1
2016,Alfred Blue,HOU,RB,14,100,420,4.2,1,16,12,40,0,62
2016,Justin Forsett,3TM,RB,9,87,291,3.34,1,27,20,85,0,61.6
2016,C.J. Prosise,SEA,RB,6,30,172,5.73,1,19,17,208,0,61
2016,Jacob Tamme,ATL,TE,8,0,0,"",0,31,22,210,3,61
2016,Corey Brown,CAR,WR,16,2,6,3,0,53,27,276,1,59.2
2016,James Starks,GNB,RB,9,63,145,2.3,0,25,19,134,2,58.9
2016,Bryan Walters,JAX,WR,10,1,4,4,0,34,24,231,2,57.5
2016,Jamize Olawale,OAK,RB,16,17,47,2.76,2,14,12,227,1,57.4
2016,Josh Bellamy,CHI,WR,16,4,37,9.25,0,38,19,282,1,56.9
2016,Deonte Thompson,CHI,WR,16,0,0,"",0,36,22,249,2,56.9
2016,John Kuhn,NOR,RB,16,18,37,2.06,4,20,16,70,1,56.7
2016,Paul Richardson,SEA,WR,15,1,5,5,0,36,21,288,1,56.3
2016,Brice Butler,DAL,WR,16,0,0,"",0,32,16,219,3,55.9
2016,Dion Lewis,NWE,RB,7,64,283,4.42,0,24,17,94,0,54.7
2016,Ladarius Green,PIT,TE,6,0,0,"",0,34,18,304,1,54.4
2016,C.J. Uzomah,CIN,TE,10,0,0,"",0,38,25,234,1,54.4
2016,Justin Hunter,2TM,WR,13,0,0,"",0,23,10,189,4,52.9
2016,Wendell Smallwood,PHI,RB,13,77,312,4.05,1,13,6,55,0,52.7
2016,Cobi Hamilton,PIT,WR,11,0,0,"",0,28,17,234,2,52.4
2016,Virgil Green,DEN,TE,12,0,0,"",0,37,22,237,1,51.7
2016,Levine Toilolo,ATL,TE,16,0,0,"",0,19,13,264,2,51.4
2016,Erik Swoope,IND,TE,16,0,0,"",0,22,15,297,1,50.7
2016,Kenyan Drake,MIA,RB,16,33,179,5.42,2,10,9,46,0,49.5
2016,Rod Streater,SFO,WR,16,0,0,"",0,27,18,191,2,49.1
2016,Andre Roberts,DET,WR,16,0,0,"",0,25,14,188,1,48.8
2016,Dwayne Washington,DET,RB,12,90,265,2.94,1,15,10,62,0,48.7
2016,Jordan Taylor,DEN,WR,16,0,0,"",0,25,16,209,2,46.9
2016,Aaron Ripkowski,GNB,RB,16,34,150,4.41,2,10,9,46,1,46.6
2016,Chester Rogers,IND,WR,14,0,0,"",0,34,19,273,0,46.3
2016,Andre Holmes,OAK,WR,16,0,0,"",0,25,14,126,3,44.6
2016,Geronimo Allison,GNB,WR,10,0,0,"",0,22,12,202,2,44.2
2016,Jordan Norwood,DEN,WR,14,1,0,0,0,35,21,232,1,44.2
2016,Mychal Rivera,OAK,TE,13,0,0,"",0,25,18,192,1,43.2
2016,Charles Johnson,MIN,WR,16,0,0,"",0,37,20,232,0,43.2
2016,Marcedes Lewis,JAX,TE,10,0,0,"",0,30,20,169,1,42.9
2016,Eddie Lacy,GNB,RB,5,71,360,5.07,0,7,4,28,0,42.8
2016,Darrius Heyward-Bey,PIT,WR,10,1,60,60,1,19,6,114,2,41.4
2016,Ben Koyack,JAX,TE,14,0,0,"",0,24,19,161,1,41.1
2016,Josh Huff,2TM,WR,10,4,15,3.75,0,23,16,113,1,40.8
2016,Alfred Morris,DAL,RB,14,69,243,3.52,2,6,3,11,0,40.4
2016,Eric Decker,NYJ,WR,3,0,0,"",0,21,9,194,2,40.4
2016,Luke Willson,SEA,TE,11,0,0,"",0,21,15,129,2,39.9
2016,Bobby Rainey,NYG,RB,15,17,63,3.71,0,25,20,153,0,39.6
2016,Kevin White,CHI,WR,4,1,9,9,0,36,19,187,0,38.6
2016,Ricardo Louis,CLE,WR,16,0,0,"",0,35,18,205,0,38.5
2016,Shane Vereen,NYG,RB,5,33,158,4.79,1,19,11,94,0,38.2
