season,player,tm,fantpos,g,rush_att,rush_yds,y_a,rush_td,tgt,rec,yds,rec_td,ppr
2011,Nate Burleson,DET,WR,16,11,85,7.73,0,110,73,757,3,175.2
2011,Brent Celek,PHI,TE,16,0,0,"",0,98,62,811,5,173.1
2011,Willis McGahee,DEN,RB,15,249,1199,4.82,4,20,12,51,1,169
2011,Roy Helu,WAS,RB,15,151,640,4.24,2,59,49,379,1,168.9
2011,Kellen Winslow,TAM,TE,16,0,0,"",0,123,75,763,2,167.3
2011,Santonio Holmes,NYJ,WR,16,3,27,9,0,101,51,654,8,167.1
2011,Lance Moore,NOR,WR,14,0,0,"",0,73,52,627,8,166.7
2011,Cedric Benson,CIN,RB,15,273,1067,3.91,6,22,15,82,0,165.9
2011,Anquan Boldin,BAL,WR,14,0,0,"",0,106,57,887,3,163.7
2011,Eric Decker,DEN,WR,16,1,1,1,0,96,44,612,8,159.3
2011,Malcom Floyd,SDG,WR,12,0,0,"",0,70,43,856,5,158.6
2011,C.J. Spiller,BUF,RB,16,107,561,5.24,4,54,39,269,2,158
2011,BenJarvus Green-Ellis,NWE,RB,16,181,667,3.69,11,13,9,159,0,157.6
2011,David Nelson,BUF,WR,16,0,0,"",0,97,61,658,5,156.8
2011,Fred Davis,WAS,TE,12,0,0,"",0,88,59,796,3,156.6
2011,DeAngelo Williams,CAR,RB,16,155,836,5.39,7,25,16,135,0,155.1
2011,Plaxico Burress,NYJ,WR,16,0,0,"",0,96,45,612,8,154.2
2011,Steve Breaston,KAN,WR,16,1,25,25,0,98,61,785,2,154
2011,Doug Baldwin,SEA,WR,16,1,-2,-2,0,85,51,788,4,153.6
2011,Early Doucet,ARI,WR,16,0,0,"",0,97,54,689,5,152.9
2011,Jermaine Gresham,CIN,TE,14,0,0,"",0,92,56,596,6,151.6
2011,Deion Branch,NWE,WR,15,0,0,"",0,90,51,702,5,151.2
2011,Titus Young,DET,WR,16,2,15,7.5,0,86,48,607,6,148.2
2011,Jerome Simpson,CIN,WR,16,0,0,"",0,105,50,725,4,146.5
2011,DeMarco Murray,DAL,RB,13,164,897,5.47,2,35,26,183,0,146
2011,Greg Little,CLE,WR,16,3,15,5,0,119,61,709,2,145.4
2011,James Jones,GNB,WR,16,0,0,"",0,55,38,635,7,143.5
2011,Miles Austin,DAL,WR,10,2,3,1.5,0,73,43,579,7,143.2
2011,Jared Cook,TEN,TE,16,0,0,"",0,81,49,759,3,142.9
2011,Dexter McCluster,KAN,WR,16,114,516,4.53,1,64,46,328,1,142.4
2011,Ben Tate,HOU,RB,15,175,942,5.38,4,19,13,98,0,141
2011,Robert Meachem,NOR,WR,16,4,18,4.5,0,60,40,620,6,139.8
2011,Owen Daniels,HOU,TE,15,0,0,"",0,85,54,677,3,139.7
2011,LeGarrette Blount,TAM,RB,14,184,781,4.24,5,25,15,148,0,137.9
2011,Denarius Moore,OAK,WR,13,5,61,12.2,1,76,33,618,5,136.9
2011,Ed Dickson,BAL,TE,16,0,0,"",0,89,54,528,5,136.8
2011,Brandon Jacobs,NYG,RB,14,152,571,3.76,7,23,15,128,1,134.9
2011,Damian Williams,TEN,WR,15,0,0,"",0,94,45,592,5,134.2
2011,LaDainian Tomlinson,NYJ,RB,14,75,280,3.73,1,61,42,449,2,132.9
2011,Greg Olsen,CAR,RB,16,0,0,"",0,89,45,540,5,131
2011,Santana Moss,WAS,WR,12,0,0,"",0,95,46,584,4,128.4
2011,Heath Miller,PIT,TE,16,1,6,6,0,74,51,631,2,126.7
2011,Jason Avant,PHI,RB,16,0,0,"",0,81,52,679,1,125.9
2011,Darren McFadden,OAK,RB,7,113,614,5.43,4,23,19,154,1,125.8
2011,Josh Cribbs,CLE,RB,16,7,25,3.57,0,67,41,518,4,125.3
2011,Andre Roberts,ARI,WR,16,3,27,9,0,98,51,586,2,124.3
2011,Davone Bess,MIA,WR,16,2,9,4.5,0,86,51,537,3,123.6
2011,Jake Ballard,NYG,TE,14,0,0,"",0,61,38,604,4,122.4
2011,Johnny Knox,CHI,WR,14,0,0,"",0,69,37,727,2,121.7
2011,Ryan Grant,GNB,RB,15,134,559,4.17,2,24,19,268,1,119.7
2011,Donald Brown,IND,RB,16,134,645,4.81,5,19,16,86,0,119.1
2011,Toby Gerhart,MIN,RB,16,109,531,4.87,1,28,23,190,3,119.1
2011,Felix Jones,DAL,RB,12,127,575,4.53,1,45,33,221,0,118.6
2011,Kevin Smith,DET,RB,7,72,356,4.94,4,28,22,179,3,117.5
2011,Donald Driver,GNB,WR,16,0,0,"",0,56,37,445,6,117.5
2011,Brandon LaFell,CAR,WR,16,0,0,"",0,56,36,613,3,115.3
2011,Mario Manningham,NYG,WR,12,0,0,"",0,77,39,523,4,115.3
2011,James Starks,GNB,RB,13,133,578,4.35,1,37,29,216,0,114.4
2011,Preston Parker,TAM,WR,16,1,-3,-3,0,65,40,554,3,113.1
2011,Scott Chandler,BUF,TE,14,0,0,"",0,46,38,389,6,112.9
2011,Jahvid Best,DET,RB,6,84,390,4.64,2,40,27,287,1,112.7
2011,Peyton Hillis,CLE,RB,10,161,587,3.65,3,34,22,130,0,111.7
2011,Demaryius Thomas,DEN,WR,11,1,5,5,0,70,32,551,4,111.6
2011,Austin Collie,IND,WR,16,0,0,"",0,96,54,514,1,111.4
2011,Dezmon Briscoe,TAM,WR,16,0,0,"",0,51,35,387,6,109.7
2011,Anthony Fasano,MIA,TE,15,0,0,"",0,54,32,451,5,107.1
2011,Jeremy Shockey,CAR,TE,15,0,0,"",0,62,37,455,4,106.5
2011,Kevin Walter,HOU,WR,15,0,0,"",0,59,39,474,3,104.4
2011,Michael Jenkins,MIN,WR,11,0,0,"",0,55,38,466,3,102.6
2011,Jacoby Jones,HOU,WR,16,4,17,4.25,0,65,31,512,2,101.9
2011,Lavelle Hawkins,TEN,WR,16,0,0,"",0,77,47,470,1,100
2011,Roy Williams,CHI,WR,15,0,0,"",0,63,37,507,2,99.7
2011,Joel Dreessen,HOU,TE,16,0,0,"",0,39,28,353,6,99.3
2011,Tony Scheffler,DET,TE,15,1,5,5,0,43,26,347,6,99.2
2011,Dennis Pitta,BAL,TE,16,0,0,"",0,56,40,405,3,98.5
2011,Legedu Naanee,CAR,RB,15,0,0,"",0,76,44,467,1,97.8
2011,Brian Hartline,MIA,WR,16,1,9,9,0,66,35,549,1,96.8
2011,Hines Ward,PIT,WR,15,0,0,"",0,63,46,381,2,96.1
2011,Devery Henderson,NOR,WR,16,1,9,9,0,50,32,503,2,95.2
2011,Harry Douglas,ATL,WR,16,1,3,3,0,62,39,498,1,95.1
2011,Andre Johnson,HOU,WR,7,1,8,8,0,51,33,492,2,95
2011,Sidney Rice,SEA,WR,9,2,3,1.5,0,57,32,484,2,94.9
2011,Visanthe Shiancoe,MIN,TE,16,0,0,"",0,70,36,409,3,94.9
2011,Kendall Hunter,SFO,RB,16,112,473,4.22,2,26,16,195,0,94.8
2011,Ben Obomanu,SEA,WR,16,1,13,13,0,61,37,436,2,93.9
2011,Mark Ingram,NOR,RB,10,122,474,3.89,5,13,11,46,0,93
2011,Maurice Morris,DET,RB,16,80,316,3.95,1,35,26,230,1,92.6
2011,Golden Tate,SEA,WR,16,5,14,2.8,0,58,35,382,3,92.6
2011,Mike Thomas,JAX,WR,15,3,11,3.67,0,91,44,415,1,92.6
2011,Isaac Redman,PIT,RB,16,110,479,4.35,3,22,18,78,0,91.7
2011,Arrelious Benn,TAM,WR,14,6,-7,-1.17,0,51,30,441,3,91.4
2011,Evan Moore,CLE,TE,16,0,0,"",0,46,34,324,4,90.4
2011,Ben Watson,CLE,TE,13,0,0,"",0,70,37,410,2,90
2011,Marion Barber,CHI,RB,11,114,422,3.7,6,9,5,50,0,88.2
2011,Jackie Battle,KAN,RB,15,149,597,4.01,2,13,9,68,0,87.5
2011,Brandon Gibson,STL,WR,15,2,16,8,0,71,36,431,1,86.7
2011,Andre Caldwell,CIN,WR,13,0,0,"",0,68,37,317,3,86.7
2011,Devin Hester,CHI,WR,16,1,-6,-6,0,56,26,369,1,86.3
2011,Marcedes Lewis,JAX,TE,15,0,0,"",0,85,39,460,0,85
2011,Daniel Thomas,MIA,RB,13,165,581,3.52,0,16,12,72,1,83.3
2011,Lance Ball,DEN,RB,16,96,402,4.19,1,32,16,148,1,83
2011,Kevin Boss,OAK,TE,14,0,0,"",0,40,28,368,3,82.8
2011,Mohamed Massaquoi,CLE,WR,14,0,0,"",0,74,31,384,2,81.4
2011,Dallas Clark,IND,TE,11,0,0,"",0,65,34,352,2,81.2
2011,Danario Alexander,STL,WR,10,0,0,"",0,60,26,431,2,81.1
2011,Randall Cobb,GNB,WR,15,2,5,2.5,0,31,25,375,1,81
2011,Kregg Lumpkin,TAM,RB,16,31,105,3.39,0,53,41,291,0,80.6
2011,Marcel Reece,OAK,RB,12,17,112,6.59,0,36,27,301,2,80.3
2011,Jason Hill,JAX,WR,10,0,0,"",0,55,25,367,3,79.7
2011,Chris Ogbonnaya,2TM,RB,13,76,340,4.47,1,31,23,165,0,79.5
2011,Danny Woodhead,NWE,RB,15,77,351,4.56,1,31,18,157,0,78.8
2011,Devin Aromashodu,MIN,WR,16,0,0,"",0,84,26,468,1,78.8
2011,Ricky Williams,BAL,RB,16,108,444,4.11,2,20,13,83,0,77.7
2011,Joseph Addai,IND,RB,12,118,433,3.67,1,22,15,93,0,73.6
2011,Bernard Scott,CIN,RB,16,112,380,3.39,3,17,13,38,0,72.8
2011,Jacquizz Rodgers,ATL,RB,16,57,205,3.6,1,27,21,188,1,72.3
2011,Dane Sanzenbacher,CHI,WR,16,1,-4,-4,0,54,27,276,3,72.2
2011,Jeff King,ARI,TE,16,0,0,"",0,34,27,271,3,72.1
2011,Kahlil Bell,CHI,RB,13,79,337,4.27,0,23,19,133,1,72
2011,Javon Ringer,TEN,RB,12,59,185,3.14,1,36,28,187,0,71.2
2011,Jeremy Kerley,NYJ,WR,14,5,28,5.6,0,47,29,314,1,70.8
2011,Kyle Rudolph,MIN,TE,15,0,0,"",0,39,26,249,3,68.9
2011,Kellen Davis,CHI,TE,16,0,0,"",0,35,18,206,5,68.6
2011,Earl Bennett,CHI,WR,11,0,0,"",0,43,24,381,1,68.1
2011,John Kuhn,GNB,RB,16,30,78,2.6,4,18,15,77,2,66.5
2011,Brad Smith,BUF,WR,15,20,87,4.35,1,42,23,240,1,65.7
2011,Cadillac Williams,STL,RB,11,87,361,4.15,1,23,14,93,0,65.4
2011,Kyle Williams,SFO,WR,13,2,32,16,0,31,20,241,3,65.3
2011,LaRod Stephens-Howling,ARI,RB,14,43,167,3.88,0,17,13,234,2,65.1
2011,Donte Stallworth,WAS,WR,11,2,1,0.5,0,38,22,309,2,65
2011,Jason Snelling,ATL,RB,15,44,151,3.43,0,32,26,179,1,65
2011,Danny Ware,NYG,RB,16,46,163,3.54,0,37,27,170,0,64.3
2011,Jarett Dillard,JAX,WR,14,0,0,"",0,50,29,292,1,64.2
2011,Kenny Britt,TEN,WR,3,0,0,"",0,26,17,289,3,63.9
2011,Vincent Brown,SDG,WR,14,0,0,"",0,40,19,329,2,63.9
2011,Emmanuel Sanders,PIT,WR,11,0,0,"",0,43,22,288,2,63.4
2011,Earnest Graham,TAM,RB,7,37,206,5.57,0,31,26,163,0,62.9
2011,Daniel Fells,DEN,TE,16,0,0,"",0,31,19,256,3,62.6
2011,Lance Kendricks,STL,TE,15,1,-8,-8,0,58,28,352,0,62.4
2011,Chaz Schilens,OAK,WR,15,0,0,"",0,34,23,271,2,62.1
2011,Jacoby Ford,OAK,WR,8,4,31,7.75,0,33,19,279,1,62
2011,Tim Hightower,WAS,RB,5,84,321,3.82,1,15,10,78,1,61.9
2011,Ted Ginn,SFO,WR,14,8,68,8.5,0,33,19,220,0,59.8
2011,Todd Heap,ARI,TE,10,0,0,"",0,36,24,283,1,58.3
2011,Charles Clay,MIA,RB,14,0,0,"",0,25,16,233,3,57.3
2011,Delanie Walker,SFO,TE,15,3,5,1.67,0,35,19,198,3,57.3
2011,Thomas Jones,KAN,RB,16,153,478,3.12,0,7,5,43,0,57.1
2011,Randy McMichael,SDG,TE,16,0,0,"",0,44,30,271,0,57.1
2011,Delone Carter,IND,RB,16,101,377,3.73,2,8,5,18,0,56.5
2011,Justin Forsett,SEA,RB,16,46,145,3.15,1,34,23,128,0,56.3
2011,Jordan Norwood,CLE,WR,14,0,0,"",0,34,23,268,1,55.8
2011,Derek Hagan,2TM,WR,10,0,0,"",0,42,24,252,1,55.2
2011,Leonard Pope,KAN,TE,16,0,0,"",0,34,24,247,1,54.7
2011,Stevan Ridley,NWE,RB,16,87,441,5.07,1,5,3,13,0,54.4
2011,Greg Salas,STL,WR,6,1,8,8,0,38,27,264,0,54.2
2011,Patrick Crayton,SDG,WR,14,0,0,"",0,34,23,248,1,53.8
2011,Riley Cooper,PHI,WR,16,0,0,"",0,35,16,315,1,53.5
2011,Montario Hardesty,CLE,RB,10,88,266,3.02,0,21,14,122,0,52.8
2011,Tashard Choice,3TM,RB,13,57,152,2.67,1,30,19,124,0,52.6
2011,Jonathan Baldwin,KAN,WR,11,0,0,"",0,52,21,254,1,52.4
2011,Donald Jones,BUF,WR,8,1,2,2,0,46,23,231,1,52.3
2011,Louis Murphy,OAK,WR,11,6,69,11.5,1,33,15,241,0,52
2011,Jerricho Cotchery,PIT,WR,13,1,3,3,0,30,16,237,2,52
2011,Austin Pettis,STL,WR,12,1,-6,-6,0,48,27,256,0,52
2011,Andrew Hawkins,CIN,WR,13,5,25,5,0,34,23,263,0,51.8
2011,Brian Leonard,CIN,RB,13,17,85,5,0,31,22,210,0,51.5
2011,Eddie Royal,DEN,WR,12,7,48,6.86,0,50,19,155,1,51.3
2011,James Casey,HOU,RB,14,1,11,11,0,24,18,260,1,51.1
2011,Matt Willis,DEN,WR,16,0,0,"",0,36,18,267,1,50.7
2011,Evan Royster,WAS,RB,6,56,328,5.86,0,14,9,68,0,48.6
2011,Chad Johnson,NWE,WR,15,0,0,"",0,32,15,276,1,48.6
2011,Zach Miller,SEA,TE,15,0,0,"",0,44,25,233,0,48.3
2011,Naaman Roosevelt,BUF,WR,10,0,0,"",0,26,16,257,1,47.7
2011,Joe McKnight,NYJ,RB,15,43,134,3.12,0,18,13,139,0,46.3
2011,Keiland Williams,DET,RB,15,58,195,3.36,2,8,8,62,0,45.7
2011,Leon Washington,SEA,RB,16,53,248,4.68,1,14,10,48,0,45.6
2011,Knowshon Moreno,DEN,RB,7,37,179,4.84,0,15,11,101,1,45
2011,Chris Ivory,NOR,RB,6,79,374,4.73,1,1,0,0,0,43.4
2011,Mewelde Moore,PIT,RB,12,22,157,7.14,0,14,11,104,1,43.1
2011,Josh Morgan,SFO,WR,5,0,0,"",0,20,15,220,1,43
2011,Jacob Tamme,IND,TE,16,0,0,"",0,31,19,177,1,42.7
2011,Chastin West,JAX,WR,12,0,0,"",0,27,13,163,2,41.3
2011,Jed Collins,NOR,RB,16,4,4,1,2,14,11,50,2,40.4
2011,LeRon McClain,KAN,RB,16,15,51,3.4,1,22,14,82,1,39.3
2011,Deji Karim,JAX,RB,12,63,130,2.06,0,19,14,120,0,39
2011,Darrel Young,WAS,RB,13,6,33,5.5,1,19,15,146,0,38.9
2011,Chester Taylor,ARI,RB,12,20,77,3.85,1,24,14,91,0,36.8
2011,Derrick Mason,2TM,WR,12,0,0,"",0,35,19,170,0,36
2011,Clay Harbor,PHI,TE,16,0,0,"",0,19,13,163,1,35.3
2011,Ryan Torain,WAS,RB,8,59,200,3.39,1,9,6,23,0,34.3
2011,Braylon Edwards,SFO,WR,9,0,0,"",0,34,15,181,0,33.1
2011,Jacob Hester,SDG,RB,16,28,90,3.21,0,18,12,48,1,31.8
2011,Kevin Ogletree,DAL,WR,14,2,3,1.5,0,26,15,164,0,31.7
2011,Craig Stevens,TEN,TE,15,0,0,"",0,14,9,166,1,31.6
2011,T.J. Houshmandzadeh,OAK,WR,9,0,0,"",0,19,11,146,1,31.6
2011,Martellus Bennett,DAL,TE,14,0,0,"",0,26,17,144,0,31.4
2011,Leonard Hankerson,WAS,WR,4,0,0,"",0,20,13,163,0,31.3
2011,Anthony Armstrong,WAS,WR,14,2,19,9.5,0,27,7,103,2,31.2
2011,John Phillips,DAL,WR,16,0,0,"",0,18,15,101,1,31.1
2011,Brandon Myers,OAK,TE,16,0,0,"",0,27,16,151,0,31.1
2011,Curtis Brinkley,SDG,RB,10,30,101,3.37,1,9,7,41,0,29.2
2011,Anthony McCoy,SEA,TE,16,0,0,"",0,24,13,146,0,27.6
2011,Derrick Ward,HOU,RB,12,45,154,3.42,2,1,0,0,0,27.4
2011,David Johnson,PIT,RB,16,0,0,"",0,14,12,91,1,27.1
2011,Mike Sims-Walker,2TM,WR,6,0,0,"",0,33,12,150,0,27
2011,Bruce Miller,SFO,RB,15,4,8,2,0,15,11,83,1,26.1
2011,Terrence Austin,WAS,WR,13,0,0,"",0,26,12,137,0,25.7
2011,Bear Pascoe,NYG,TE,16,0,0,"",0,16,12,136,0,25.6
2011,Vonta Leach,BAL,RB,16,12,35,2.92,0,27,15,69,0,25.4
2011,Rob Housler,ARI,TE,12,0,0,"",0,26,12,133,0,25.3
2011,Logan Paulsen,WAS,TE,16,0,0,"",0,19,11,138,0,24.8
2011,Matt Spaeth,CHI,TE,15,0,0,"",0,11,7,50,2,24
2011,Jesse Holley,DAL,WR,16,0,0,"",0,7,7,169,0,23.9
2011,Brandon Saine,GNB,RB,8,18,69,3.83,0,12,10,69,0,23.8
2011,Patrick Turner,NYJ,WR,15,0,0,"",0,15,8,96,1,23.6
2011,Michael Palmer,ATL,TE,16,0,0,"",0,16,10,72,1,23.2
2011,Michael Robinson,SEA,WR,14,4,7,1.75,0,14,9,74,1,23.1
2011,Mossis Madu,TAM,RB,9,15,55,3.67,0,12,10,72,0,22.7
2011,Donald Lee,CIN,TE,9,0,0,"",0,13,11,115,0,22.5
2011,Anthony Dixon,SFO,RB,16,29,87,3,2,1,1,6,0,22.3
2011,Lorenzo Booker,MIN,RB,15,13,52,4,0,14,8,82,0,21.4
2011,Alfonso Smith,ARI,RB,15,30,102,3.4,1,5,3,21,0,21.3
2011,Luke Stocker,TAM,TE,14,0,0,"",0,17,12,92,0,21.2
2011,Bryant Johnson,HOU,WR,16,1,1,1,0,12,6,90,1,21.1
2011,Greg Camarillo,MIN,WR,13,0,0,"",0,24,9,121,0,21.1
2011,Spencer Larsen,DEN,RB,16,14,44,3.14,0,9,9,76,0,21
2011,David Anderson,2TM,WR,6,0,0,"",0,16,7,79,1,20.9
2011,Jeremiah Johnson,DEN,RB,8,14,77,5.5,0,9,7,62,0,20.9
2011,Travis Beckum,NYG,TE,13,0,0,"",0,10,5,93,1,20.3
2011,Henry Hynoski,NYG,RB,11,0,0,"",0,16,12,83,0,20.3
2011,Jamaal Charles,KAN,RB,2,12,83,6.92,0,6,5,9,1,20.2
2011,Lex Hilliard,MIA,RB,16,16,41,2.56,1,7,5,49,0,20
2011,Eric Weems,ATL,WR,16,0,0,"",0,14,11,90,0,20
2011,Ronnie Brown,PHI,RB,16,42,136,3.24,1,2,0,0,0,19.6
2011,Terrance Copper,KAN,WR,16,0,0,"",0,12,8,114,0,19.4
2011,Sam Hurd,CHI,WR,12,0,0,"",0,15,8,109,0,18.9
2011,Dante Rosario,2TM,TE,16,0,0,"",0,11,7,117,0,18.7
2011,Ovie Mughelli,ATL,RB,7,2,1,0.5,0,8,4,25,2,18.6
2011,Ricardo Lockette,SEA,WR,2,0,0,"",0,4,2,105,1,18.5
2011,Ramses Barden,NYG,WR,8,0,0,"",0,19,9,94,0,18.4
2011,Keary Colbert,KAN,WR,7,0,0,"",0,12,9,89,0,17.9
2011,Steve Slaton,2TM,RB,6,24,84,3.5,1,4,3,3,0,17.7
2011,Jamie Harper,TEN,RB,13,17,44,2.59,1,6,4,32,0,17.6
2011,Phillip Tanner,DAL,RB,9,22,76,3.45,1,2,2,19,0,17.5
2011,Dion Lewis,PHI,RB,15,23,102,4.43,1,1,1,-3,0,16.9
2011,Sammy Morris,DAL,RB,3,28,98,3.5,0,7,5,13,0,16.1
2011,Bernard Berrian,MIN,WR,5,0,0,"",0,23,7,91,0,16.1
2011,Kevin Faulk,NWE,RB,7,17,57,3.35,0,9,7,34,0,16.1
2011,Billy Bajema,STL,TE,16,0,0,"",0,14,9,71,0,16.1
2011,Ahmard Hall,TEN,RB,12,6,24,4,0,14,9,46,0,16
2011,Tom Crabtree,GNB,TE,16,0,0,"",0,8,6,38,1,15.8
2011,Anthony Sherman,ARI,RB,15,1,3,3,0,9,8,72,0,15.5
2011,Colin Cochart,CIN,TE,10,0,0,"",0,9,5,44,1,15.4
2011,Michael Hoomanawanui,STL,RB,8,0,0,"",0,13,7,83,0,15.3
2011,Ruvell Martin,BUF,WR,14,0,0,"",0,16,7,82,0,15.2
2011,Domenik Hixon,NYG,WR,2,0,0,"",0,6,4,50,1,15
2011,Chris Cooley,WAS,TE,5,2,3,1.5,0,13,8,65,0,14.8
2011,Jerheme Urban,KAN,WR,6,1,7,7,0,13,4,35,1,14.2
2011,Julian Edelman,NWE,WR,13,4,8,2,0,9,4,34,0,14.2
2011,Jonathan Dwyer,PIT,RB,7,16,123,7.69,0,1,1,6,0,13.9
2011,Marc Mariani,TEN,WR,16,1,4,4,0,12,5,24,0,13.8
2011,Donnie Avery,TEN,WR,8,0,0,"",0,11,3,45,1,13.5
2011,Cameron Morrah,SEA,TE,9,1,1,1,0,13,6,74,0,13.5
2011,Brody Eldridge,IND,TE,13,0,0,"",0,10,9,45,0,13.5
2011,John Conner,NYJ,RB,16,13,44,3.38,1,5,2,9,0,13.3
2011,Weslye Saunders,PIT,TE,16,0,0,"",0,8,4,29,1,12.9
2011,Tyler Clutts,CHI,WR,16,0,0,"",0,10,8,48,0,12.8
2011,Greg Jones,JAX,RB,16,2,7,3.5,1,9,4,19,0,12.6
2011,Chad Hall,PHI,WR,7,3,13,4.33,0,9,3,20,1,12.3
2011,Jake OConnell,KAN,TE,8,0,0,"",0,12,7,52,0,12.2
2011,Taiwan Jones,OAK,RB,10,16,73,4.56,0,3,2,25,0,11.8
2011,Shane Vereen,NWE,RB,5,15,57,3.8,1,0,0,0,0,11.7
2011,Josh Baker,NYJ,RB,11,0,0,"",0,4,3,27,1,11.7
2011,Richie Brockel,CAR,RB,11,3,12,4,1,3,3,13,0,11.5
2011,Lee Evans,BAL,WR,9,0,0,"",0,26,4,74,0,11.4
2011,Erik Lorig,TAM,RB,16,0,0,"",0,9,6,53,0,11.3
2011,Deon Butler,SEA,WR,5,0,0,"",0,7,6,51,0,11.1
2011,Cecil Shorts,JAX,WR,10,0,0,"",0,12,2,30,1,11
2011,John Gilmore,NOR,TE,14,0,0,"",0,6,3,20,1,11
2011,Rock Cartwright,OAK,RB,15,4,45,11.25,0,6,4,24,0,10.9
2011,Matthew Mulligan,NYJ,TE,16,0,0,"",0,9,5,58,0,10.8
2011,Daniel Graham,TEN,TE,16,0,0,"",0,5,2,25,1,10.5
2011,Rashied Davis,DET,WR,11,0,0,"",0,5,4,63,0,10.3
2011,Will Heller,DET,TE,16,0,0,"",0,12,6,42,0,10.2
2011,John Clay,PIT,RB,2,10,41,4.1,1,0,0,0,0,10.1
2011,Zach Potter,JAX,TE,15,0,0,"",0,7,5,50,0,10
2011,Colin Cloherty,JAX,TE,4,0,0,"",0,8,4,57,0,9.7
2011,Danny Amendola,STL,WR,1,0,0,"",0,6,5,45,0,9.5
2011,Jordan Cameron,CLE,TE,8,0,0,"",0,13,6,33,0,9.3
2011,Sammie Stroughter,TAM,WR,6,0,0,"",0,7,4,52,0,9.2
2011,Kassim Osgood,JAX,WR,12,0,0,"",0,11,5,42,0,9.2
2011,Mike Caussin,BUF,TE,6,0,0,"",0,6,5,41,0,9.1
2011,Jerome Felton,2TM,RB,14,3,10,3.33,0,7,4,40,0,9
2011,Owen Marecic,CLE,RB,14,4,8,2,0,7,5,31,0,8.9
2011,LaQuan Williams,BAL,WR,12,0,0,"",0,12,4,46,0,8.6
2011,Brit Miller,STL,RB,12,5,14,2.8,0,3,3,41,0,8.5
2011,Brandon Banks,WAS,WR,16,1,1,1,0,1,1,10,0,8.1
2011,Zack Pianalto,TAM,TE,13,0,0,"",0,5,4,40,0,8
2011,Chansi Stuckey,ARI,WR,9,0,0,"",0,8,4,39,0,7.9
2011,Nick Miller,2TM,WR,8,0,0,"",0,1,1,8,0,7.8
2011,Ryan Taylor,GNB,TE,15,0,0,"",0,1,1,4,1,7.4
2011,Tony Fiammetta,DAL,RB,10,4,4,1,0,5,3,39,0,7.3
2011,Lawrence Vickers,HOU,RB,14,1,0,0,0,8,4,29,0,6.9
2011,Owen Schmitt,PHI,RB,16,4,6,1.5,0,7,3,32,0,6.8
2011,Devin Thomas,NYG,WR,16,0,0,"",0,3,3,37,0,6.7
2011,Ryan Whalen,CIN,WR,4,0,0,"",0,5,4,27,0,6.7
2011,Andrew Quarless,GNB,TE,10,0,0,"",0,4,3,36,0,6.6
2011,DeMarco Sampson,ARI,WR,12,0,0,"",0,8,3,36,0,6.6
2011,David Thomas,NOR,TE,5,0,0,"",0,9,5,16,0,6.6
2011,Stefan Logan,DET,RB,16,9,32,3.56,0,1,1,19,0,6.1
2011,Montell Owens,JAX,RB,13,10,39,3.9,0,3,2,2,0,6.1
2011,Carlton Mitchell,CLE,WR,11,0,0,"",0,4,3,31,0,6.1
2011,Kris Durham,SEA,WR,3,0,0,"",0,4,3,30,0,6
2011,Quinn Johnson,TEN,RB,4,0,0,"",0,3,3,30,0,6
2011,Manase Tonga,OAK,RB,11,1,12,12,0,4,3,18,0,6
2011,Tiquan Underwood,NWE,WR,6,0,0,"",0,6,3,30,0,6
2011,Taylor Price,2TM,WR,5,0,0,"",0,4,2,39,0,5.9
2011,Stephen Burton,MIN,WR,3,0,0,"",0,3,2,38,0,5.8
2011,Bryan Walters,SDG,WR,4,0,0,"",0,4,3,27,0,5.7
2011,DuJuan Harris,JAX,RB,5,9,42,4.67,0,2,1,4,0,5.6
2011,Matthew Slater,NWE,WR,16,0,0,"",0,3,1,46,0,5.6
2011,Anthony Becht,KAN,TE,9,0,0,"",0,4,3,26,0,5.6
2011,Mark Clayton,STL,WR,2,0,0,"",0,4,3,26,0,5.6
2011,Jeff Cumberland,NYJ,TE,3,0,0,"",0,5,2,35,0,5.5
2011,Brian Robiskie,CLE,WR,6,0,0,"",0,9,3,25,0,5.5
2011,Jerome Harrison,DET,RB,4,14,41,2.93,0,2,1,3,0,5.4
2011,Virgil Green,DEN,TE,15,0,0,"",0,5,3,24,0,5.4
2011,Jordan Shipley,CIN,WR,2,0,0,"",0,5,4,14,0,5.4
2011,Niles Paul,WAS,WR,13,1,7,7,0,5,2,25,0,5.2
2011,Adrian Arrington,NOR,WR,4,0,0,"",0,3,2,31,0,5.1
2011,Lee Smith,BUF,TE,10,0,0,"",0,4,4,11,0,5.1
2011,DaRel Scott,NYG,RB,11,5,16,3.2,0,2,2,13,0,4.9
2011,Chris Pressley,CIN,RB,15,0,0,"",0,5,3,19,0,4.9
2011,Armando Allen,CHI,RB,2,15,48,3.2,0,1,0,0,0,4.8
2011,Kevin Brock,BUF,TE,2,0,0,"",0,2,2,27,0,4.7
2011,Johnny White,BUF,RB,12,12,38,3.17,0,4,1,-3,0,4.5
2011,Jim Dray,ARI,TE,10,0,0,"",0,5,2,25,0,4.5
2011,Clyde Gates,MIA,WR,15,1,4,4,0,"",2,19,0,4.3
2011,Kory Sperry,SDG,TE,16,0,0,"",0,5,1,32,0,4.2
2011,Jerious Norwood,STL,RB,9,24,61,2.54,0,1,0,0,0,4.1
2011,Brock Bolen,JAX,RB,13,2,14,7,0,5,2,6,0,4
