pos,rank_full,rank_full_alt,rank_slim,standard_abs_rk,standard_value_rk,sim_abs_rk,sim_value_rk,exp_points_for,exp_points_ag,ou,spread,abs_spread,salary,points,points_per_salary
RB,68.5,58.66666667,85,97,98,73,6,22.5,18.5,41,4,4,4300,1.4,0.325581395
WR,77.5,64.66666667,96,110,116,82,2,29.5,16.5,46,13,13,4500,1.5,0.333333333
WR,92,98.66666667,97.5,104,72,91,101,20.5,19,39.5,1.5,1.5,4500,1.5,0.333333333
WR,104,138.3333333,135.5,107,1,164,144,16.75,27.25,44,-10.5,10.5,3900,1.3,0.333333333
RB,71.5,84.66666667,71.5,60,32,83,111,26,23,49,3,3,5600,1.9,0.339285714
WR,58,40.33333333,16.5,22,111,11,88,25.75,20.25,46,5.5,5.5,7600,2.6,0.342105263
RB,53,58.33333333,55,51,37,59,65,29.5,16.5,46,13,13,3200,1.1,0.34375
WR,77.75,45.33333333,34.5,50,175,19,67,14.5,24.5,39,-10,10,6100,2.1,0.344262295
QB,27.44993324,25.16243881,18.01401869,20,40,22,46,26.75,23.75,50.5,3,3,6100,2.12,0.347540984
RB,88,91.33333333,102.5,99,78,106,69,23.75,13.25,37,10.5,10.5,4300,1.5,0.348837209
WR,101.5,111,114,111,73,117,105,19.25,30.25,49.5,-11,11,5400,1.9,0.351851852
RB,76,83.66666667,90,85,53,95,71,27.25,16.75,44,10.5,10.5,4800,1.7,0.354166667
RB,66.5,86,85,70,8,100,88,23.25,20.25,43.5,3,3,4200,1.5,0.357142857
WR,88.75,66.66666667,71,96,155,46,58,23.5,27,50.5,-3.5,3.5,6100,2.2,0.360655738
RB,46.5,30.66666667,41.5,64,94,19,9,21.5,29.5,51,-8,8,4700,1.7,0.361702128
RB,63.5,64.66666667,78,79,60,77,38,26.25,16.75,43,9.5,9.5,4400,1.6,0.363636364
RB,60.5,74.33333333,93.5,96,19,91,36,24.75,19.75,44.5,5,5,3000,1.1,0.366666667
RB,53.75,65.66666667,70.5,66,18,75,56,27,17.5,44.5,9.5,9.5,4900,1.8,0.367346939
RB,47.25,56,78,78,21,78,12,21.25,26.75,48,-5.5,5.5,3500,1.3,0.371428571
WR,71.5,74.33333333,101,103,63,99,21,25.5,22.5,48,3,3,3500,1.3,0.371428571
WR,44,26.33333333,30,44,97,16,19,19.25,25.25,44.5,-6,6,5100,1.9,0.37254902
WR,61,55.33333333,54,55,78,53,58,19.5,25,44.5,-5.5,5.5,4000,1.5,0.375
WR,116.25,104.6666667,136,142,151,130,42,16.75,26.25,43,-9.5,9.5,3200,1.2,0.375
WR,81.5,103,82.5,68,17,97,144,20.25,25.75,46,-5.5,5.5,4000,1.5,0.375
TE,34.75,35,34.5,32,34,37,36,23.25,26.75,50,-3.5,3.5,3200,1.2,0.375
RB,75,80.66666667,82.5,81,58,84,77,23.5,27.5,51,-4,4,3900,1.5,0.384615385
WR,87.5,70.66666667,63,69,138,57,86,17.5,30.5,48,-13,13,5200,2,0.384615385
RB,32.5,31.66666667,34,36,35,32,27,24.25,17.25,41.5,7,7,4400,1.7,0.386363636
TE,27.5,35.66666667,25.5,19,3,32,56,22.5,18.5,41,4,4,3600,1.4,0.388888889
TE,40.5,43.33333333,44.5,42,32,47,41,23,18.5,41.5,4.5,4.5,4100,1.6,0.390243902
WR,35,28,8.5,8,56,9,67,19.25,19.25,38.5,0,0,6600,2.6,0.393939394
WR,86.75,102.3333333,81.5,72,40,91,144,22.25,18.25,40.5,4,4,3800,1.5,0.394736842
RB,61.25,65.33333333,66,62,49,70,64,20.25,25.75,46,-5.5,5.5,4800,1.9,0.395833333
WR,125.75,125.3333333,151.5,147,127,156,73,17.75,21.75,39.5,-4,4,4000,1.6,0.4
TE,37.25,30.66666667,35,40,57,30,22,24.75,18.25,43,6.5,6.5,3500,1.4,0.4
TE,45.5,56.66666667,53.5,44,12,63,63,21,26,47,-5,5,4000,1.6,0.4
WR,69.5,84,39,11,26,67,174,27.5,18,45.5,9.5,9.5,4500,1.8,0.4
WR,121.25,122.3333333,173,174,118,172,21,21.5,25,46.5,-3.5,3.5,4700,1.9,0.404255319
RB,76.75,92,113.5,112,31,115,49,30.5,17.5,48,13,13,4200,1.7,0.404761905
WR,72.5,74.66666667,103.5,105,66,102,17,21.25,26.75,48,-5.5,5.5,3700,1.5,0.405405405
WR,90,113.6666667,104,85,19,123,133,26.75,17.25,44,9.5,9.5,3700,1.5,0.405405405
TE,29.75,37,33.5,31,8,36,44,17,21.5,38.5,-4.5,4.5,3700,1.5,0.405405405
WR,77,43,57.5,89,179,26,14,26.25,15.75,42,10.5,10.5,7100,2.9,0.408450704
WR,90,112,72.5,35,24,110,191,20.5,16.5,37,4,4,3900,1.6,0.41025641
RB,59.25,63.33333333,43,36,47,50,104,19.75,25.25,45,-5.5,5.5,5900,2.5,0.423728814
WR,53.5,49.33333333,39.5,39,66,40,69,25,26,51,-1,1,4000,1.7,0.425
WR,98.5,88,117.5,124,130,111,29,19.25,22.75,42,-3.5,3.5,4000,1.7,0.425
TE,50.25,40.66666667,60,73,79,47,2,19.75,24.75,44.5,-5,5,3500,1.5,0.428571429
RB,79.5,92.66666667,115,113,40,117,48,19.25,30.25,49.5,-11,11,4200,1.8,0.428571429
TE,29.75,20,12,17,59,7,36,25.25,18.75,44,6.5,6.5,5600,2.4,0.428571429
WR,88.5,117.6666667,127.5,113,1,142,98,26.75,20.25,47,6.5,6.5,3500,1.5,0.428571429
RB,72.25,92.66666667,99,87,11,111,80,17.75,21.75,39.5,-4,4,3000,1.3,0.433333333
RB,28.5,35,25.5,22,9,29,54,23.5,22.5,46,1,1,5300,2.3,0.433962264
TE,54.75,49,72,72,72,72,3,29,18,47,11,11,3200,1.4,0.4375
TE,13,5,4.5,8,37,1,6,19.25,25.25,44.5,-6,6,4100,1.8,0.43902439
TE,32.5,43,29.5,15,1,44,70,26,21,47,5,5,4100,1.8,0.43902439
WR,61.75,78.66666667,36,22,11,50,164,30,20,50,10,10,6600,2.9,0.439393939
TE,17.5,18.33333333,23.5,26,15,21,8,22.5,25.5,48,-3,3,3400,1.5,0.441176471
WR,80,106.3333333,102,85,1,119,115,22,25,47,-3,3,3400,1.5,0.441176471
RB,76.25,81.33333333,103.5,105,61,102,37,26,23,49,3,3,3400,1.5,0.441176471
TE,39.25,48.33333333,33.5,18,12,49,78,19.5,27,46.5,-7.5,7.5,3600,1.6,0.444444444
WR,57,29.66666667,18,29,139,7,53,24.25,24.25,48.5,0,0,6500,2.9,0.446153846
WR,88,109,74,44,25,104,179,20.25,23.25,43.5,-3,3,4700,2.1,0.446808511
TE,14,17.66666667,6.5,5,3,8,40,19.75,24.25,44,-4.5,4.5,3800,1.7,0.447368421
RB,88.75,98,110.5,112,61,109,73,21,26.5,47.5,-5.5,5.5,3800,1.7,0.447368421
TE,39.25,35,42.5,49,52,36,20,20.25,23.25,43.5,-3,3,3800,1.7,0.447368421
TE,13.5,17.66666667,7,3,1,11,39,34.5,12,46.5,22.5,22.5,2900,1.3,0.448275862
RB,65.25,45.66666667,60,76,124,44,17,20.25,22.75,43,-2.5,2.5,5100,2.3,0.450980392
WR,105.75,95.66666667,108,107,136,109,71,26,23,49,3,3,5000,2.3,0.46
RB,36.25,37,38,38,34,38,35,13.75,28.75,42.5,-15,15,3900,1.8,0.461538462
TE,57.25,48.66666667,72.5,79,83,66,1,24,20.5,44.5,3.5,3.5,2800,1.3,0.464285714
WR,64.25,58.33333333,57,60,82,54,61,23.25,20.25,43.5,3,3,4300,2,0.465116279
TE,17.25,14.33333333,16.5,18,26,15,10,19,25.5,44.5,-6.5,6.5,4300,2,0.465116279
RB,72.5,87.66666667,90.5,83,27,98,82,25.25,18.75,44,6.5,6.5,4300,2,0.465116279
WR,77.5,75.66666667,100.5,103,83,98,26,22.5,23.5,46,-1,1,3000,1.4,0.466666667
TE,21,26,19,9,6,29,40,24.25,19.25,43.5,5,5,3000,1.4,0.466666667
WR,123.5,147.6666667,178,174,51,182,87,18.5,28,46.5,-9.5,9.5,3000,1.4,0.466666667
RB,66.5,79.33333333,100,102,28,98,38,15.25,28.75,44,-13.5,13.5,3000,1.4,0.466666667
WR,75.25,64,90,103,109,77,12,25.25,19.25,44.5,6,6,3200,1.5,0.46875
WR,119.25,142,181.5,174,51,189,63,18,23,41,-5,5,3200,1.5,0.46875
TE,51.25,61.33333333,66,64,21,68,52,16.75,18.25,35,-1.5,1.5,3400,1.6,0.470588235
WR,63,72,93.5,95,36,92,29,19.25,19.25,38.5,0,0,3600,1.7,0.472222222
RB,50.25,60,75.5,78,21,73,29,19.75,25.25,45,-5.5,5.5,3600,1.7,0.472222222
WR,85.25,65.66666667,78.5,94,144,63,40,18.25,16.75,35,1.5,1.5,5500,2.6,0.472727273
RB,78,99.33333333,113.5,108,14,119,71,19.5,23,42.5,-3.5,3.5,4000,1.9,0.475
RB,67.25,61.66666667,81.5,91,84,72,22,24.5,14.5,39,10,10,4200,2,0.476190476
WR,95.75,72.33333333,100.5,124,166,77,16,24,22,46,2,2,4200,2,0.476190476
TE,52.75,59.33333333,77,74,33,80,24,17.75,21.75,39.5,-4,4,2900,1.4,0.482758621
TE,37.5,39,40,41,33,39,37,24.75,21.75,46.5,3,3,3100,1.5,0.483870968
WR,133.75,119.6666667,176.5,181,176,172,6,25.25,19.75,45,5.5,5.5,3100,1.5,0.483870968
WR,120.25,108.3333333,139.5,147,156,132,46,22.5,15.5,38,7,7,3500,1.7,0.485714286
WR,125.75,108,161,175,179,147,2,15.5,21.5,37,-6,6,4100,2,0.487804878
RB,79,71,95.5,106,103,85,22,17.5,21.5,39,-4,4,4900,2.4,0.489795918
WR,112.25,99,129,131,152,127,39,20.25,27.75,48,-7.5,7.5,5100,2.5,0.490196078
RB,30.25,23.33333333,15,20,51,10,40,19.75,16.75,36.5,3,3,6500,3.2,0.492307692
QB,40.59609962,47.50814536,46.14520677,36,17,43,43,19,20.5,39.5,-1.5,1.5,5600,2.76,0.492857143
TE,22,26.33333333,33,33,9,33,13,21.25,26.75,48,-5.5,5.5,2600,1.3,0.5
WR,75.5,76,102.5,103,74,102,23,21.5,18.5,40,3,3,3200,1.6,0.5
WR,54.75,56,71,72,51,70,26,21.75,25.25,47,-3.5,3.5,5600,2.8,0.5
WR,75.5,79.33333333,73,76,64,70,92,22.75,20.25,43,2.5,2.5,5600,2.8,0.5
WR,73.5,69.33333333,49,49,86,49,110,14,24.5,38.5,-10.5,10.5,5600,2.8,0.5
RB,60.5,47.66666667,45,52,99,38,53,27.5,14,41.5,13.5,13.5,4800,2.4,0.5
WR,105.5,80.33333333,120,173,181,67,1,26.25,16.75,43,9.5,9.5,4000,2,0.5
WR,123,130,147.5,143,102,152,95,29.5,15.5,45,14,14,4000,2,0.5
TE,19.75,13.33333333,17.5,26,39,9,5,21.5,24.5,46,-3,3,3900,2,0.512820513
WR,101,103.3333333,117,119,94,115,76,17,26.5,43.5,-9.5,9.5,3300,1.7,0.515151515
QB,13.03630515,9.148284314,8.690870098,15,27,4,11,25.5,21.5,47,4,4,5800,3,0.517241379
TE,36.75,25.66666667,18,21,70,15,41,21.5,17,38.5,4.5,4.5,5800,3,0.517241379
WR,87.75,61,84.5,115,168,54,14,18,30.5,48.5,-12.5,12.5,5400,2.8,0.518518519
TE,55.5,67.33333333,67.5,59,20,76,67,25.25,19.75,45,5.5,5.5,2700,1.4,0.518518519
TE,50.75,46.66666667,63.5,68,63,59,13,18.25,24.75,43,-6.5,6.5,2700,1.4,0.518518519
WR,112.5,111.3333333,146.5,153,116,140,41,30,20,50,10,10,4000,2.1,0.525
RB,50,53,63.5,65,41,62,32,19.25,21.75,41,-2.5,2.5,3800,2,0.526315789
QB,41.6638289,40.21539313,59.81187708,62,45,55,1,21.5,15.5,37,6,6,5500,2.9,0.527272727
WR,113.75,112.6666667,147,148,117,146,44,23.75,18.25,42,5.5,5.5,3200,1.7,0.53125
RB,51.75,67,43,22,6,64,115,18,30.5,48.5,-12.5,12.5,6200,3.3,0.532258065
WR,61.5,62.33333333,82.5,90,59,75,22,21.5,23.5,45,-2,2,3000,1.6,0.533333333
WR,71,74.33333333,107,111,61,103,9,12,34.5,46.5,-22.5,22.5,3000,1.6,0.533333333
WR,61,63.33333333,83.5,89,54,78,23,21,26.5,47.5,-5.5,5.5,3000,1.6,0.533333333
RB,67,79,96,96,31,96,45,19.75,24.25,44,-4.5,4.5,4500,2.4,0.533333333
RB,41,54,28.5,9,2,48,105,32.75,18.75,51.5,14,14,7300,3.9,0.534246575
WR,79.25,58,54.5,72,143,37,65,20.25,22.75,43,-2.5,2.5,5800,3.1,0.534482759
RB,54.5,49.66666667,66.5,79,69,54,16,26.25,16.75,43,9.5,9.5,4300,2.3,0.534883721
WR,89.25,102.6666667,113.5,107,49,120,81,26.5,17,43.5,9.5,9.5,4300,2.3,0.534883721
TE,24.25,28,31.5,31,13,32,21,21.25,24.75,46,-3.5,3.5,2800,1.5,0.535714286
RB,89.5,83.33333333,121,122,108,120,8,20.25,22.75,43,-2.5,2.5,4100,2.2,0.536585366
RB,81.75,80,98,100,87,96,44,17.5,29,46.5,-11.5,11.5,3900,2.1,0.538461538
WR,35.75,36.66666667,1.5,1,33,2,107,26.25,22.75,49,3.5,3.5,7600,4.1,0.539473684
WR,130.75,160.3333333,180.5,176,42,185,120,21.25,27.25,48.5,-6,6,3500,1.9,0.542857143
WR,44,26.66666667,12,16,96,8,56,20.25,27.25,47.5,-7,7,7300,4,0.547945205
TE,51.5,46.66666667,60,59,66,61,20,15.5,21.5,37,-6,6,3100,1.7,0.548387097
RB,33.25,28.33333333,12.5,13,48,12,60,17.5,27,44.5,-9.5,9.5,6700,3.7,0.552238806
RB,43.25,40.33333333,2.5,1,52,4,116,26.75,22.75,49.5,4,4,7000,3.9,0.557142857
TE,28.75,22,2,3,49,1,62,19.75,25.25,45,-5.5,5.5,6100,3.4,0.557377049
WR,54.25,68.66666667,57,45,11,69,92,27.25,21.75,49,5.5,5.5,3400,1.9,0.558823529
RB,89.25,81.33333333,119,120,113,118,6,21.25,20.25,41.5,1,1,3400,1.9,0.558823529
TE,48,42,60,69,66,51,6,17.75,30.25,48,-12.5,12.5,2500,1.4,0.56
TE,38,45,38.5,32,17,45,58,18.5,28,46.5,-9.5,9.5,2500,1.4,0.56
WR,42.25,25.66666667,29,44,92,14,19,20.25,24.25,44.5,-4,4,6600,3.7,0.560606061
WR,130.75,120.6666667,178,182,161,174,6,25.25,18.75,44,6.5,6.5,3200,1.8,0.5625
WR,114,125.3333333,154.5,151,80,158,67,17.25,23.25,40.5,-6,6,3000,1.7,0.566666667
WR,106.75,137.6666667,155,146,14,164,103,21.5,29.5,51,-8,8,3700,2.1,0.567567568
RB,75.5,70.33333333,101.5,116,91,87,8,23,18,41,5,5,3500,2,0.571428571
RB,64.75,69.66666667,53.5,44,50,63,102,16.75,26.25,43,-9.5,9.5,5600,3.2,0.571428571
WR,45,56.33333333,35,18,11,52,99,14.75,29.25,44,-14.5,14.5,4500,2.6,0.577777778
TE,22.25,25.66666667,29.5,29,12,30,18,25.5,24,49.5,1.5,1.5,2900,1.7,0.586206897
RB,98.75,109,121.5,119,68,124,84,24.25,22.75,47,1.5,1.5,4400,2.6,0.590909091
WR,137.25,137.3333333,176.5,172,137,181,59,13.25,23.75,37,-10.5,10.5,3200,1.9,0.59375
TE,18.75,19.33333333,8,6,17,10,42,21,26.5,47.5,-5.5,5.5,4200,2.5,0.595238095
WR,56.25,58.33333333,41.5,42,50,41,92,25.25,18.75,44,6.5,6.5,4700,2.8,0.595744681
WR,93.25,65.33333333,85.5,114,177,57,25,16.75,20.25,37,-3.5,3.5,6200,3.7,0.596774194
RB,48.5,54.33333333,50.5,46,31,55,62,23.25,20.25,43.5,3,3,4000,2.4,0.6
TE,27.75,33,37.5,36,12,39,24,11,32,43,-21,21,2500,1.5,0.6
RB,48.25,59.33333333,70,67,15,73,38,22.25,18.75,41,3.5,3.5,3000,1.8,0.6
WR,64.75,76,26.5,13,31,40,175,20.25,27.75,48,-7.5,7.5,6300,3.8,0.603174603
RB,87,72.33333333,108,133,131,83,1,20.5,16.5,37,4,4,4800,2.9,0.604166667
RB,52.5,61.33333333,59,56,26,62,66,18.25,16.75,35,1.5,1.5,4300,2.6,0.604651163
TE,38.75,36,41,45,47,37,26,21.25,20.25,41.5,1,1,3300,2,0.606060606
WR,45.5,22.66666667,24.5,37,114,12,19,26,25,51,1,1,7900,4.8,0.607594937
WR,95.25,114,146,145,39,147,50,25.25,19.75,45,5.5,5.5,3600,2.2,0.611111111
WR,74.75,80,70,77,59,63,100,20.5,24,44.5,-3.5,3.5,6200,3.8,0.612903226
TE,50.75,59,66,66,26,66,45,29.25,19.25,48.5,10,10,3100,1.9,0.612903226
TE,19.5,23.33333333,14.5,7,8,22,41,26.25,17.25,43.5,9,9,3400,2.1,0.617647059
WR,83.5,103.6666667,135.5,141,23,130,40,27.5,14,41.5,13.5,13.5,3400,2.1,0.617647059
RB,43.25,53.66666667,44,34,12,54,73,25,18,43,7,7,5000,3.1,0.62
TE,46,48.66666667,62.5,64,38,61,21,29,26,55,3,3,2900,1.8,0.620689655
TE,48.75,52,65.5,67,39,64,25,30.25,17.75,48,12.5,12.5,2900,1.8,0.620689655
RB,61,43.66666667,35,42,113,28,61,24,20.5,44.5,3.5,3.5,7400,4.6,0.621621622
WR,47.75,33.66666667,19,23,90,15,63,17.25,24.25,41.5,-7,7,4800,3,0.625
QB,34.9921875,40.52967172,53.72537879,38,13,38,10,15,33.5,48.5,-18.5,18.5,4600,2.88,0.626086957
WR,48.5,56,40,31,26,49,88,18.75,24.75,43.5,-6,6,5100,3.2,0.62745098
WR,102.25,85.33333333,101,113,153,89,54,24.5,20.5,45,4,4,5100,3.2,0.62745098
WR,103.25,101,111,114,110,108,81,21.25,27.25,48.5,-6,6,4300,2.7,0.627906977
TE,21.75,26,17,11,9,23,44,19.25,19.25,38.5,0,0,3500,2.2,0.628571429
WR,46.75,32.33333333,20,29,90,11,57,24,22,46,2,2,7600,4.8,0.631578947
WR,79.25,79,101,104,80,98,35,25,26,51,-1,1,3000,1.9,0.633333333
WR,138.25,125,183,188,178,178,9,22.5,25.5,48,-3,3,3000,1.9,0.633333333
WR,75,63.33333333,40.5,43,110,38,109,18,29,47,-11,11,6300,4,0.634920635
WR,71,44.66666667,61,94,150,28,12,19.75,16.75,36.5,3,3,6600,4.2,0.636363636
WR,42,43.33333333,33.5,31,38,36,63,29.25,14.75,44,14.5,14.5,4700,3,0.638297872
RB,72,92,91,77,12,105,94,21.5,27.5,49,-6,6,4700,3,0.638297872
RB,28.75,30,11,6,25,16,68,26,20.5,46.5,5.5,5.5,6100,3.9,0.639344262
TE,40,48,58.5,60,16,57,27,19.75,20.75,40.5,-1,1,2800,1.8,0.642857143
WR,98,97,108,112,101,104,75,24,20.5,44.5,3.5,3.5,5900,3.8,0.644067797
RB,83.5,82.33333333,113,111,87,115,21,16,24,40,-8,8,3100,2,0.64516129
RB,40.5,47,43,40,21,46,55,20.25,23.25,43.5,-3,3,3700,2.4,0.648648649
RB,80.75,83.33333333,101,101,73,101,48,22.75,26.75,49.5,-4,4,3700,2.4,0.648648649
RB,94.25,101,105,100,74,110,93,19.5,22.5,42,-3,3,4000,2.6,0.65
WR,128.75,111.6666667,167,180,180,154,1,18.25,24.75,43,-6.5,6.5,4000,2.6,0.65
RB,29,26.66666667,31,35,36,27,18,22.5,25.5,48,-3,3,4300,2.8,0.651162791
RB,48.75,44,13.5,9,63,18,105,19.25,29.25,48.5,-10,10,6900,4.5,0.652173913
RB,58.5,65.33333333,78,80,38,76,40,23,28,51,-5,5,5200,3.4,0.653846154
RB,66,83.33333333,95,87,14,103,60,19.75,17.75,37.5,2,2,3200,2.1,0.65625
WR,70.25,53.33333333,29,38,121,20,102,19.5,27,46.5,-7.5,7.5,6700,4.4,0.656716418
RB,63,72.33333333,96.5,103,35,90,24,13.25,23.75,37,-10.5,10.5,3500,2.3,0.657142857
WR,72.25,79.33333333,62,60,51,64,114,26.25,22.75,49,3.5,3.5,3500,2.3,0.657142857
RB,61.75,69.33333333,49,37,39,61,110,30,20,50,10,10,4100,2.7,0.658536585
WR,91.75,112,80.5,58,31,103,175,23.5,21.5,45,2,2,4400,2.9,0.659090909
WR,84,75.33333333,109.5,115,110,104,7,23.75,16.75,40.5,7,7,3000,2,0.666666667
TE,55.5,50,73,73,72,73,4,22.5,25.5,48,-3,3,3000,2,0.666666667
WR,83.75,100,85.5,68,35,103,129,23,26,49,-3,3,3300,2.2,0.666666667
QB,37.7311828,36.58781362,48.02150538,55,42,43,14,14.5,24.5,39,-10,10,4600,3.08,0.669565217
QB,60.5,58.66666667,77,55,42,43,14,14.5,24.5,39,-10,10,4600,3.08,0.669565217
WR,54.75,39.66666667,52.5,70,100,35,14,33.5,15,48.5,18.5,18.5,5800,3.9,0.672413793
WR,83.25,83.66666667,93,98,82,88,65,15.5,29.5,45,-14,14,4900,3.3,0.673469388
WR,58,74.33333333,69,57,9,81,85,17.25,19.75,37,-2.5,2.5,4000,2.7,0.675
TE,20,19,12.5,11,23,14,32,21.5,19,40.5,2.5,2.5,3700,2.5,0.675675676
TE,42.25,44.66666667,42.5,38,35,47,49,25,18.5,43.5,6.5,6.5,3800,2.6,0.684210526
WR,52.25,61,47,37,26,57,89,23,21.5,44.5,1.5,1.5,3500,2.4,0.685714286
WR,124.25,151,166,162,44,170,121,22.25,18.25,40.5,4,4,3200,2.2,0.6875
TE,34.25,33.66666667,33.5,31,36,36,34,25.25,17.25,42.5,8,8,3200,2.2,0.6875
WR,109.25,108.6666667,114,108,111,120,98,23.25,17.25,40.5,6,6,4200,2.9,0.69047619
RB,47.75,46,16.5,13,53,20,105,23.25,20.25,43.5,3,3,7500,5.2,0.693333333
RB,67.25,80.66666667,87,80,27,94,68,25.25,19.75,45,5.5,5.5,4600,3.2,0.695652174
WR,80,71.66666667,55,59,105,51,105,21,26,47,-5,5,6900,4.8,0.695652174
WR,54.25,54.33333333,61.5,65,54,58,40,14.75,29.25,44,-14.5,14.5,4300,3,0.697674419
RB,1,1,1,1,1,1,1,22.5,23.5,46,-1,1,3000,2.1,0.7
RB,52,44.66666667,66.5,74,74,59,1,20.5,26,46.5,-5.5,5.5,4000,2.8,0.7
TE,26.75,33.33333333,34.5,34,7,35,31,21.5,24.5,46,-3,3,3000,2.1,0.7
WR,112.5,135,159,154,45,164,87,23.75,26.75,50.5,-3,3,3000,2.1,0.7
TE,27,35,14.5,7,3,22,76,28,16,44,12,12,4400,3.1,0.704545455
RB,39.5,35.33333333,8.5,6,52,11,89,19.75,20.75,40.5,-1,1,6100,4.3,0.704918033
WR,93.25,117.3333333,101.5,83,21,120,149,25.5,22.5,48,3,3,3400,2.4,0.705882353
WR,68.75,80.66666667,91.5,88,33,95,59,21,18.5,39.5,2.5,2.5,3100,2.2,0.709677419
WR,48.25,46.66666667,48,51,53,45,44,25,18,43,7,7,3800,2.7,0.710526316
QB,18.42783505,14.80526919,14.64776632,18,31,13,16,24.25,17.25,41.5,7,7,6600,4.7,0.712121212
WR,78.5,75.33333333,108,112,88,104,10,15,33.5,48.5,-18.5,18.5,3200,2.3,0.71875
WR,58.25,70.33333333,39,34,22,44,133,32.75,18.75,51.5,14,14,3200,2.3,0.71875
TE,25.25,30.66666667,31.5,28,9,35,29,18.75,25.75,44.5,-7,7,2500,1.8,0.72
TE,24.25,29.66666667,30.5,29,8,32,28,21.5,23,44.5,-1.5,1.5,2500,1.8,0.72
TE,48,48,62.5,64,48,61,19,15.75,26.25,42,-10.5,10.5,2500,1.8,0.72
QB,27.16758242,17.81959707,18.40384615,32,63,10,19,26,29,55,-3,3,6300,4.56,0.723809524
TE,22,23,25,25,19,25,19,29.25,14.75,44,14.5,14.5,2900,2.1,0.724137931
WR,67.25,36.66666667,27.5,41,159,14,55,20.5,19,39.5,1.5,1.5,6300,4.6,0.73015873
TE,24.5,29.33333333,34.5,34,10,35,19,24.25,19.75,44,4.5,4.5,2600,1.9,0.730769231
WR,83,109.6666667,85,56,3,114,159,24,20.5,44.5,3.5,3.5,3400,2.5,0.735294118
TE,33.25,34.33333333,31,29,30,33,41,23.25,27.75,51,-4.5,4.5,3800,2.8,0.736842105
RB,84.75,104.6666667,109.5,101,25,118,95,22.75,24.25,47,-1.5,1.5,4700,3.5,0.744680851
WR,52.75,63,46,43,22,49,97,16.75,18.25,35,-1.5,1.5,4700,3.5,0.744680851
WR,84.25,95,110,107,52,113,65,24,25.5,49.5,-1.5,1.5,3200,2.4,0.75
WR,30.5,24.66666667,8,8,48,8,58,26.25,17.25,43.5,9,9,6000,4.5,0.75
TE,33.25,23,19.5,22,64,17,30,21.75,23.25,45,-1.5,1.5,5200,3.9,0.75
WR,61.75,62.33333333,79.5,81,60,78,28,13.75,28.75,42.5,-15,15,4500,3.4,0.755555556
WR,132.75,123.6666667,169,169,160,169,33,23.5,18.5,42,5,5,3700,2.8,0.756756757
WR,91.5,105,75.5,50,51,101,164,25.25,17.25,42.5,8,8,3700,2.8,0.756756757
RB,53.5,45,67,78,79,56,1,23,30,53,-7,7,3300,2.5,0.757575758
RB,26.75,30.33333333,37.5,44,16,31,16,18.75,24.75,43.5,-6,6,4200,3.2,0.761904762
RB,44.75,59.33333333,68.5,60,1,77,41,18,30.5,48.5,-12.5,12.5,3000,2.3,0.766666667
WR,74,45.33333333,52.5,77,160,28,31,31,14,45,17,17,7300,5.6,0.767123288
WR,86.5,106.6666667,87.5,73,26,102,145,26.25,15.75,42,10.5,10.5,4300,3.3,0.76744186
WR,58.75,56.66666667,31.5,33,65,30,107,27.75,23.25,51,4.5,4.5,5600,4.3,0.767857143
WR,100.75,133.3333333,151.5,139,3,164,97,25.75,22.25,48,3.5,3.5,4800,3.7,0.770833333
TE,30.25,17,9.5,16,70,3,32,27.5,18,45.5,9.5,9.5,7000,5.4,0.771428571
WR,46.75,60.66666667,40.5,29,5,52,101,17.25,24.25,41.5,-7,7,3100,2.4,0.774193548
RB,38.75,44,48,49,23,47,36,22.5,25.5,48,-3,3,3100,2.4,0.774193548
WR,94.75,117,107.5,92,28,123,136,23.75,26.75,50.5,-3,3,4500,3.5,0.777777778
WR,71,37,19,33,173,5,73,29.5,15.5,45,14,14,9900,7.7,0.777777778
TE,25,26.33333333,2.5,1,21,4,74,19.25,20.25,39.5,-1,1,5100,4,0.784313725
TE,25.5,33.33333333,32.5,30,2,35,35,26.5,21,47.5,5.5,5.5,2800,2.2,0.785714286
TE,43,47.66666667,52,49,29,55,39,20.25,22.75,43,-2.5,2.5,2800,2.2,0.785714286
TE,37.75,45,40.5,32,16,49,54,15.5,29.5,45,-14,14,2800,2.2,0.785714286
TE,25,33,14.5,6,1,23,70,25.25,18.25,43.5,7,7,3300,2.6,0.787878788
WR,39,29,5,6,69,4,77,25.25,19.25,44.5,6,6,7300,5.8,0.794520548
WR,51.25,51.33333333,46.5,50,51,43,61,27,17,44,10,10,3900,3.1,0.794871795
RB,78.25,82.66666667,80.5,76,65,85,87,23.5,18.5,42,5,5,5000,4,0.8
WR,134.5,115,172,188,193,156,1,27.25,16.75,44,10.5,10.5,4000,3.2,0.8
WR,104.25,105.3333333,133,133,101,133,50,26.5,20,46.5,6.5,6.5,3500,2.8,0.8
WR,56.5,31.66666667,13,23,131,3,69,26.75,23.75,50.5,3,3,7100,5.7,0.802816901
WR,63.75,70.66666667,84,82,43,86,44,23.5,21.5,45,2,2,3600,2.9,0.805555556
TE,33.5,33.33333333,31,29,34,33,38,26.75,23.75,50.5,3,3,3600,2.9,0.805555556
TE,25.75,26.33333333,2.5,1,24,4,74,27.75,17.25,45,10.5,10.5,6700,5.4,0.805970149
