game_id,receiver_player_id,hv_plays,avg_rz_targets,ou,spread,rk,pts,ypp,turnover,cmp,pass_att,pass_tds,pass_ypa,rush_att,rush_tds,hv_plays_moving_avg
2018111807,00-0027061,1,1.55,41,4.5,26,425,5.4,16,342,506,21,5.9,510,25,1.38
2018111807,00-0027681,2,1.53,41,4.5,26,425,5.4,16,342,506,21,5.9,510,25,1.25
2018111807,00-0031166,1,1.48,41,4.5,26,425,5.4,16,342,506,21,5.9,510,25,1.40
2018111807,00-0034775,1,1.00,41,-4.5,32,467,6.3,17,299,480,36,7.8,480,16,1.40
2018111809,00-0032765,3,2.20,56.5,-7,12,348,5.8,17,417,626,22,6.4,332,14,2.06
2018111809,00-0033906,1,2.38,56.5,-7,12,348,5.8,17,417,626,22,6.4,332,14,1.31
2018111809,00-0034765,4,1.33,56.5,-7,12,348,5.8,17,417,626,22,6.4,332,14,1.33
2018111810,00-0027793,2,2.11,47,-4,5,316,5.1,17,312,499,17,5.8,434,16,1.75
2018111810,00-0030470,1,1.05,47,-4,5,316,5.1,17,312,499,17,5.8,434,16,1.44
2018111810,00-0033857,2,2.12,47,-4,5,316,5.1,17,312,499,17,5.8,434,16,1.63
2018111900,00-0030431,3,1.42,63.5,-3,24,421,5.9,27,406,632,30,6.4,425,19,1.44
2018111900,00-0030506,3,1.53,63.5,3,20,384,6,30,347,533,31,6.6,386,12,1.50
2018111900,00-0031236,3,1.43,63.5,-3,24,421,5.9,27,406,632,30,6.4,425,19,1.88
2018111900,00-0032128,3,1.40,63.5,3,20,384,6,30,347,533,31,6.6,386,12,1.29
2018111900,00-0033040,5,1.50,63.5,3,20,384,6,30,347,533,31,6.6,386,12,1.19
2018111900,00-0033895,2,1.25,63.5,-3,24,421,5.9,27,406,632,30,6.4,425,19,1.17
2018111900,00-0033923,1,1.38,63.5,3,20,384,6,30,347,533,31,6.6,386,12,1.75
2018111900,00-0033943,2,1.83,63.5,-3,24,421,5.9,27,406,632,30,6.4,425,19,1.00
2018112200,00-0031428,1,1.62,42.5,-3,16,360,5.7,14,323,496,29,6.7,403,11,1.00
2018112200,00-0033556,1,1.64,42.5,-3,16,360,5.7,14,323,496,29,6.7,403,11,1.67
2018112200,00-0033932,2,1.89,42.5,3,1,283,4.8,36,377,615,22,5.3,339,5,1.62
2018112200,00-0034353,1,1.14,42.5,-3,16,360,5.7,14,323,496,29,6.7,403,11,1.33
2018112201,00-0024221,2,1.30,40,7,6,324,5.4,20,367,542,22,6.5,400,12,1.75
2018112201,00-0030472,1,1.86,40,7,6,324,5.4,20,367,542,22,6.5,400,12,1.43
2018112201,00-0031544,2,1.50,40,-7,15,359,5.7,26,362,537,27,6.5,413,12,1.64
2018112202,00-0022943,1,1.47,61,-12,25,423,6,19,398,585,33,6.7,409,16,1.33
2018112202,00-0027944,2,1.96,61,12,14,353,5.7,24,384,573,30,6.9,356,12,1.94
2018112202,00-0029632,1,1.34,61,12,14,353,5.7,24,384,573,30,6.9,356,12,1.25
2018112202,00-0032058,1,1.30,61,12,14,353,5.7,24,384,573,30,6.9,356,12,1.25
2018112202,00-0032881,1,2.00,61,-12,25,423,6,19,398,585,33,6.7,409,16,1.00
2018112202,00-0033382,1,1.00,61,-12,25,423,6,19,398,585,33,6.7,409,16,1.00
2018112202,00-0034837,3,1.67,61,12,14,353,5.7,24,384,573,30,6.9,356,12,1.83
2018112500,00-0026986,1,1.55,42,-12.5,32,467,6.3,17,299,480,36,7.8,480,16,1.20
2018112500,00-0027061,1,1.55,42,12.5,2,287,4.8,17,337,577,21,5.4,354,11,1.36
2018112500,00-0028097,1,1.00,42,12.5,2,287,4.8,17,337,577,21,5.4,354,11,1.00
2018112500,00-0031051,1,1.32,42,-12.5,32,467,6.3,17,299,480,36,7.8,480,16,1.25
2018112500,00-0031166,1,1.48,42,12.5,2,287,4.8,17,337,577,21,5.4,354,11,1.36
2018112500,00-0034753,1,1.20,42,-12.5,32,467,6.3,17,299,480,36,7.8,480,16,1.50
2018112501,00-0031359,1,1.32,36.5,3,5,316,5.1,17,312,499,17,5.8,434,16,1.57
2018112502,00-0029572,1,1.15,46.5,-3,11,347,5.9,26,355,546,26,6.5,366,9,1.56
2018112502,00-0032211,3,1.16,46.5,3,19,382,6,23,353,529,32,6.8,384,13,1.46
2018112502,00-0032472,1,1.00,46.5,3,19,382,6,23,353,529,32,6.8,384,13,1.00
2018112502,00-0033280,3,1.50,46.5,-3,11,347,5.9,26,355,546,26,6.5,366,9,1.27
2018112502,00-0033282,1,1.00,46.5,-3,11,347,5.9,26,355,546,26,6.5,366,9,1.00
2018112502,00-0033589,2,1.20,46.5,3,19,382,6,23,353,529,32,6.8,384,13,1.67
2018112503,00-0029738,1,1.50,47,-1,30,455,6.1,18,389,584,32,7.1,466,17,1.25
2018112503,00-0032257,1,1.18,47,-1,30,455,6.1,18,389,584,32,7.1,466,17,1.18
2018112503,00-0032977,1,1.00,47,-1,30,455,6.1,18,389,584,32,7.1,466,17,1.63
2018112503,00-0033009,2,1.33,47,1,21,392,5.6,31,393,626,21,6.2,459,20,1.22
2018112503,00-0033460,1,1.25,47,1,21,392,5.6,31,393,626,21,6.2,459,20,1.33
2018112503,00-0033885,3,1.33,47,-1,30,455,6.1,18,389,584,32,7.1,466,17,1.40
2018112503,00-0034772,2,2.00,47,-1,30,455,6.1,18,389,584,32,7.1,466,17,1.00
2018112503,00-0034791,2,1.00,47,-1,30,455,6.1,18,389,584,32,7.1,466,17,1.00
2018112504,00-0028411,1,1.69,52.5,-8.5,27,433,6.1,28,335,508,31,7.3,485,17,1.00
2018112504,00-0029608,4,1.70,52.5,-8.5,27,433,6.1,28,335,508,31,7.3,485,17,1.79
2018112504,00-0030181,1,1.33,52.5,-8.5,27,433,6.1,28,335,508,31,7.3,485,17,1.25
2018112504,00-0031387,2,1.38,52.5,-8.5,27,433,6.1,28,335,508,31,7.3,485,17,1.21
2018112504,00-0032355,1,1.25,52.5,-8.5,27,433,6.1,28,335,508,31,7.3,485,17,1.17
2018112504,00-0033060,1,1.00,52.5,8.5,10,344,5.5,26,384,542,21,6.6,417,12,1.00
2018112504,00-0033118,1,1.13,52.5,8.5,10,344,5.5,26,384,542,21,6.6,417,12,1.00
2018112505,00-0027150,2,1.88,47,-12.5,29,441,5.7,20,367,582,29,6.5,440,16,1.20
2018112505,00-0027656,1,1.93,47,-12.5,29,441,5.7,20,367,582,29,6.5,440,16,1.93
2018112505,00-0028237,2,1.46,47,-12.5,29,441,5.7,20,367,582,29,6.5,440,16,1.27
2018112505,00-0029159,1,1.43,47,12.5,7,325,5.7,28,370,605,29,6.2,367,7,1.22
2018112505,00-0029664,1,1.67,47,-12.5,29,441,5.7,20,367,582,29,6.5,440,16,1.13
2018112505,00-0031023,1,1.71,47,12.5,7,325,5.7,28,370,605,29,6.2,367,7,1.00
2018112505,00-0034766,1,1.33,47,12.5,7,325,5.7,28,370,605,29,6.2,367,7,1.40
2018112506,00-0029137,1,1.87,49.5,-5,23,412,5.7,21,362,560,24,6.9,444,18,1.94
2018112506,00-0029587,2,1.11,49.5,5,12,348,5.8,17,417,626,22,6.4,332,14,1.00
2018112506,00-0030061,2,1.63,49.5,-5,23,412,5.7,21,362,560,24,6.9,444,18,1.44
2018112506,00-0030147,1,1.08,49.5,5,12,348,5.8,17,417,626,22,6.4,332,14,1.00
2018112506,00-0031235,1,2.07,49.5,5,12,348,5.8,17,417,626,22,6.4,332,14,2.18
2018112506,00-0033725,1,1.00,49.5,-5,23,412,5.7,21,362,560,24,6.9,444,18,1.00
2018112506,00-0034844,1,1.57,49.5,5,12,348,5.8,17,417,626,22,6.4,332,14,1.20
2018112507,00-0031273,1,1.54,54.5,-2,28,435,5.4,7,344,542,35,6.4,444,13,1.44
2018112507,00-0031408,2,1.65,54.5,-2,28,435,5.4,7,344,542,35,6.4,444,13,1.80
2018112507,00-0032009,1,1.21,54.5,-2,28,435,5.4,7,344,542,35,6.4,444,13,1.09
2018112507,00-0033308,1,1.00,54.5,2,31,464,6.1,17,387,534,34,7.3,426,19,1.00
2018112509,00-0027685,2,1.63,47.5,3,17,360,5.3,15,362,566,27,6,369,13,1.08
2018112509,00-0031035,1,1.00,47.5,-3,13,349,5.7,28,353,549,26,6.6,429,11,1.00
2018112509,00-0031744,1,1.00,47.5,3,17,360,5.3,15,362,566,27,6,369,13,1.00
2018112509,00-0032227,1,1.63,47.5,3,17,360,5.3,15,362,566,27,6,369,13,1.00
2018112509,00-0033553,1,1.50,47.5,-3,13,349,5.7,28,353,549,26,6.6,429,11,1.33
2018112509,00-0033562,1,1.00,47.5,-3,13,349,5.7,28,353,549,26,6.6,429,11,1.00
2018112509,00-0033857,1,2.06,47.5,-3,13,349,5.7,28,353,549,26,6.6,429,11,1.63
2018112510,00-0027696,1,1.93,48.5,3.5,9,341,5,20,315,503,15,5.7,440,13,1.75
2018112510,00-0030035,4,1.57,48.5,-3.5,22,400,5.6,15,336,527,30,6.6,446,15,2.06
2018112510,00-0031381,2,2.00,48.5,3.5,9,341,5,20,315,503,15,5.7,440,13,1.75
2018112510,00-0031588,2,1.80,48.5,-3.5,22,400,5.6,15,336,527,30,6.6,446,15,1.88
2018112510,00-0033893,1,1.50,48.5,-3.5,22,400,5.6,15,336,527,30,6.6,446,15,1.50
2018112600,00-0027874,2,1.99,42.5,-3.5,3,303,5.3,17,337,533,21,6.1,429,9,1.69
2018112600,00-0030108,1,1.37,42.5,-3.5,3,303,5.3,17,337,533,21,6.1,429,9,1.00
2018112600,00-0030564,2,1.77,42.5,-3.5,3,303,5.3,17,337,533,21,6.1,429,9,1.94
2018112600,00-0033455,1,1.00,42.5,3.5,4,316,5.4,29,385,594,28,6.5,385,8,1.00
2018112600,00-0033858,1,1.17,42.5,3.5,4,316,5.4,29,385,594,28,6.5,385,8,1.00
2018112600,00-0033871,2,1.70,42.5,3.5,4,316,5.4,29,385,594,28,6.5,385,8,1.78
2018112900,00-0033045,1,1.58,51.5,7,14,353,5.7,24,384,573,30,6.9,356,12,1.25
2018112900,00-0034764,1,1.00,51.5,7,14,353,5.7,24,384,573,30,6.9,356,12,1.40
2018120200,00-0032392,1,1.59,46.5,-2.5,2,287,4.8,17,337,577,21,5.4,354,11,1.45
2018120200,00-0032398,1,1.50,46.5,2.5,25,423,6,19,398,585,33,6.7,409,16,1.13
2018120200,00-0034753,1,1.20,46.5,2.5,25,423,6,19,398,585,33,6.7,409,16,1.40
2018120201,00-0032134,1,1.20,44.5,4,13,349,5.7,28,353,549,26,6.6,429,11,1.00
2018120201,00-0032972,1,1.18,44.5,-4,30,455,6.1,18,389,584,32,7.1,466,17,1.25
2018120201,00-0033009,3,1.33,44.5,4,13,349,5.7,28,353,549,26,6.6,429,11,1.20
2018120201,00-0034348,2,4.00,44.5,-4,30,455,6.1,18,389,584,32,7.1,466,17,1.20
2018120202,00-0030431,2,1.49,54,-10,16,360,5.7,14,323,496,29,6.7,403,11,1.50
2018120202,00-0030443,2,1.07,54,10,20,384,6,30,347,533,31,6.6,386,12,1.00
2018120202,00-0031189,1,1.38,54,10,20,384,6,30,347,533,31,6.6,386,12,1.00
2018120202,00-0031236,1,1.42,54,-10,16,360,5.7,14,323,496,29,6.7,403,11,1.88
2018120202,00-0033932,1,1.90,54,10,20,384,6,30,347,533,31,6.6,386,12,1.64
2018120203,00-0022921,1,1.90,41,13,22,400,5.6,15,336,527,30,6.6,446,15,1.56
2018120203,00-0031381,1,2.02,41,-13,26,425,5.4,16,342,506,21,5.9,510,25,1.75
2018120203,00-0034775,1,1.00,41,13,22,400,5.6,15,336,527,30,6.6,446,15,1.33
2018120204,00-0030564,2,1.77,47.5,-5.5,21,392,5.6,31,393,626,21,6.2,459,20,2.06
2018120204,00-0031382,3,1.73,47.5,5.5,4,316,5.4,29,385,594,28,6.5,385,8,1.38
2018120204,00-0032977,2,1.00,47.5,5.5,4,316,5.4,29,385,594,28,6.5,385,8,1.56
2018120204,00-0034420,1,1.67,47.5,-5.5,21,392,5.6,31,393,626,21,6.2,459,20,1.33
2018120204,00-0034772,1,2.00,47.5,5.5,4,316,5.4,29,385,594,28,6.5,385,8,1.00
2018120204,00-0034791,1,1.33,47.5,5.5,4,316,5.4,29,385,594,28,6.5,385,8,1.50
2018120205,00-0031387,1,1.40,45.5,-4,5,316,5.1,17,312,499,17,5.8,434,16,1.27
2018120206,00-0028581,1,1.10,39.5,3.5,27,433,6.1,28,335,508,31,7.3,485,17,1.00
2018120206,00-0030085,1,1.10,39.5,-3.5,18,374,4.9,27,313,492,22,5.4,440,17,1.23
2018120206,00-0031547,1,1.52,39.5,-3.5,18,374,4.9,27,313,492,22,5.4,440,17,1.80
2018120206,00-0033118,1,1.13,39.5,-3.5,18,374,4.9,27,313,492,22,5.4,440,17,1.00
2018120206,00-0033891,3,1.62,39.5,3.5,27,433,6.1,28,335,508,31,7.3,485,17,1.00
2018120206,00-0034510,1,1.00,39.5,3.5,27,433,6.1,28,335,508,31,7.3,485,17,2.00
2018120207,00-0030147,1,1.08,43.5,4,1,283,4.8,36,377,615,22,5.3,339,5,1.00
2018120207,00-0031235,2,2.04,43.5,4,1,283,4.8,36,377,615,22,5.3,339,5,2.17
2018120207,00-0031428,1,1.60,43.5,-4,23,412,5.7,21,362,560,24,6.9,444,18,1.00
2018120207,00-0033556,3,1.58,43.5,-4,23,412,5.7,21,362,560,24,6.9,444,18,1.57
2018120207,00-0033896,1,1.50,43.5,-4,23,412,5.7,21,362,560,24,6.9,444,18,1.33
2018120207,00-0034353,1,1.14,43.5,-4,23,412,5.7,21,362,560,24,6.9,444,18,1.29
2018120209,00-0029572,1,1.14,51.5,-3.5,31,464,6.1,17,387,534,34,7.3,426,19,1.50
2018120209,00-0031408,1,1.65,51.5,3.5,19,382,6,23,353,529,32,6.8,384,13,1.75
2018120209,00-0032009,1,1.21,51.5,3.5,19,382,6,23,353,529,32,6.8,384,13,1.08
2018120209,00-0032055,1,1.47,51.5,-3.5,31,464,6.1,17,387,534,34,7.3,426,19,1.38
2018120209,00-0033280,1,1.67,51.5,-3.5,31,464,6.1,17,387,534,34,7.3,426,19,1.38
2018120209,00-0033282,2,1.00,51.5,-3.5,31,464,6.1,17,387,534,34,7.3,426,19,1.00
2018120209,00-0033921,2,1.46,51.5,3.5,19,382,6,23,353,529,32,6.8,384,13,1.08
2018120209,00-0034365,1,1.50,51.5,-3.5,31,464,6.1,17,387,534,34,7.3,426,19,1.00
2018120210,00-0026176,2,1.81,53.5,14,24,421,5.9,27,406,632,30,6.4,425,19,1.22
2018120210,00-0027061,3,1.54,53.5,14,24,421,5.9,27,406,632,30,6.4,425,19,1.33
2018120210,00-0028097,1,1.00,53.5,14,24,421,5.9,27,406,632,30,6.4,425,19,1.00
2018120210,00-0030155,1,1.24,53.5,-14,32,467,6.3,17,299,480,36,7.8,480,16,1.00
2018120210,00-0030506,6,1.54,53.5,-14,32,467,6.3,17,299,480,36,7.8,480,16,1.50
2018120210,00-0032128,1,1.44,53.5,-14,32,467,6.3,17,299,480,36,7.8,480,16,1.25
2018120210,00-0032775,1,1.83,53.5,-14,32,467,6.3,17,299,480,36,7.8,480,16,1.00
2018120211,00-0032778,2,1.20,40,-9.5,29,441,5.7,20,367,582,29,6.5,440,16,1.00
2018120211,00-0033455,2,1.00,40,-9.5,29,441,5.7,20,367,582,29,6.5,440,16,1.00
2018120211,00-0033871,2,1.70,40,-9.5,29,441,5.7,20,367,582,29,6.5,440,16,1.70
2018120211,00-0033911,2,1.17,40,-9.5,29,441,5.7,20,367,582,29,6.5,440,16,1.00
2018120211,00-0034766,1,1.33,40,9.5,3,303,5.3,17,337,533,21,6.1,429,9,1.33
2018120212,00-0027981,1,1.72,49,6,7,325,5.7,28,370,605,29,6.2,367,7,1.27
2018120212,00-0029664,2,1.67,49,-6,9,341,5,20,315,503,15,5.7,440,13,1.33
2018120212,00-0030035,1,1.55,49,6,7,325,5.7,28,370,605,29,6.2,367,7,2.00
2018120212,00-0030578,2,1.24,49,-6,9,341,5,20,315,503,15,5.7,440,13,1.60
2018120212,00-0031062,1,1.53,49,-6,9,341,5,20,315,503,15,5.7,440,13,1.29
2018120212,00-0031588,1,1.81,49,6,7,325,5.7,28,370,605,29,6.2,367,7,1.88
2018120213,00-0028434,2,1.62,45,-9.5,28,435,5.4,7,344,542,35,6.4,444,13,1.50
2018120213,00-0030300,3,1.32,45,-9.5,28,435,5.4,7,344,542,35,6.4,444,13,1.29
2018120213,00-0032211,1,1.15,45,-9.5,28,435,5.4,7,344,542,35,6.4,444,13,1.43
2018120213,00-0033288,1,1.61,45,9.5,11,347,5.9,26,355,546,26,6.5,366,9,1.47
2018120213,00-0033307,1,1.36,45,9.5,11,347,5.9,26,355,546,26,6.5,366,9,1.00
2018120213,00-0033308,2,1.00,45,9.5,11,347,5.9,26,355,546,26,6.5,366,9,1.00
2018120213,00-0033594,1,1.00,45,-9.5,28,435,5.4,7,344,542,35,6.4,444,13,1.00
2018120213,00-0034860,2,1.00,45,9.5,11,347,5.9,26,355,546,26,6.5,366,9,2.00
2018120300,00-0027891,2,1.53,45,-6,15,359,5.7,26,362,537,27,6.5,413,12,1.21
2018120300,00-0030061,1,1.61,45,-6,15,359,5.7,26,362,537,27,6.5,413,12,1.44
2018120300,00-0031299,1,1.58,45,-6,15,359,5.7,26,362,537,27,6.5,413,12,1.40
2018120300,00-0031549,1,1.47,45,-6,15,359,5.7,26,362,537,27,6.5,413,12,1.20
2018120300,00-0032760,2,1.56,45,6,12,348,5.8,17,417,626,22,6.4,332,14,1.18
2018120300,00-0033725,1,1.00,45,-6,15,359,5.7,26,362,537,27,6.5,413,12,1.00
2018120600,00-0028087,1,1.35,37,-5.5,5,316,5.1,17,312,499,17,5.8,434,16,1.00
2018120900,00-0032688,3,1.42,37,4.5,18,374,4.9,27,313,492,22,5.4,440,17,1.33
2018120900,00-0034510,1,1.00,37,-4.5,29,441,5.7,20,367,582,29,6.5,440,16,1.50
2018120901,00-0030431,1,1.47,51,-3,1,283,4.8,36,377,615,22,5.3,339,5,1.56
2018120902,00-0029572,1,1.14,48,-1,21,392,5.6,31,393,626,21,6.2,459,20,1.64
2018120902,00-0031382,1,1.73,48,1,19,382,6,23,353,529,32,6.8,384,13,1.38
2018120902,00-0033280,1,1.69,48,-1,21,392,5.6,31,393,626,21,6.2,459,20,1.38
2018120902,00-0033282,2,1.00,48,-1,21,392,5.6,31,393,626,21,6.2,459,20,1.00
2018120902,00-0033885,1,1.30,48,1,19,382,6,23,353,529,32,6.8,384,13,1.55
2018120902,00-0034827,1,1.00,48,-1,21,392,5.6,31,393,626,21,6.2,459,20,1.00
2018120903,00-0027944,3,1.98,50.5,4,22,400,5.6,15,336,527,30,6.6,446,15,1.94
2018120903,00-0028002,1,1.81,50.5,-4,25,423,6,19,398,585,33,6.7,409,16,1.38
2018120903,00-0031381,3,2.02,50.5,-4,25,423,6,19,398,585,33,6.7,409,16,1.69
2018120903,00-0031570,1,1.25,50.5,4,22,400,5.6,15,336,527,30,6.6,446,15,1.20
2018120904,00-0027874,1,1.98,49,-4,10,344,5.5,26,384,542,21,6.6,417,12,1.94
2018120904,00-0029608,4,1.69,49,4,4,316,5.4,29,385,594,28,6.5,385,8,1.73
2018120904,00-0030108,1,1.37,49,-4,10,344,5.5,26,384,542,21,6.6,417,12,1.00
2018120904,00-0030564,1,1.77,49,-4,10,344,5.5,26,384,542,21,6.6,417,12,2.19
2018120904,00-0031387,2,1.39,49,4,4,316,5.4,29,385,594,28,6.5,385,8,1.25
2018120904,00-0033251,2,1.33,49,4,4,316,5.4,29,385,594,28,6.5,385,8,1.00
2018120904,00-0034364,1,1.00,49,-4,10,344,5.5,26,384,542,21,6.6,417,12,1.00
2018120905,00-0030414,1,1.00,48.5,-6.5,2,287,4.8,17,337,577,21,5.4,354,11,2.00
2018120905,00-0030506,1,1.57,48.5,-6.5,2,287,4.8,17,337,577,21,5.4,354,11,1.44
2018120905,00-0030874,1,1.09,48.5,-6.5,2,287,4.8,17,337,577,21,5.4,354,11,1.00
2018120905,00-0031051,1,1.34,48.5,6.5,24,421,5.9,27,406,632,30,6.4,425,19,1.31
2018120905,00-0031558,1,1.25,48.5,6.5,24,421,5.9,27,406,632,30,6.4,425,19,1.00
2018120905,00-0033040,2,1.48,48.5,-6.5,2,287,4.8,17,337,577,21,5.4,354,11,1.25
2018120906,00-0023500,1,1.37,49.5,9.5,7,325,5.7,28,370,605,29,6.2,367,7,1.00
2018120906,00-0027150,2,1.86,49.5,-9.5,27,433,6.1,28,335,508,31,7.3,485,17,1.17
2018120906,00-0027656,1,1.94,49.5,-9.5,27,433,6.1,28,335,508,31,7.3,485,17,2.07
2018120906,00-0029664,2,1.64,49.5,-9.5,27,433,6.1,28,335,508,31,7.3,485,17,1.50
2018120906,00-0030085,4,1.10,49.5,9.5,7,325,5.7,28,370,605,29,6.2,367,7,1.21
2018120906,00-0030516,1,1.24,49.5,9.5,7,325,5.7,28,370,605,29,6.2,367,7,1.00
2018120906,00-0030578,1,1.24,49.5,-9.5,27,433,6.1,28,335,508,31,7.3,485,17,1.67
2018120907,00-0029931,1,1.09,55,-9,31,464,6.1,17,387,534,34,7.3,426,19,1.00
2018120907,00-0031273,2,1.53,55,9,14,353,5.7,24,384,573,30,6.9,356,12,1.40
2018120907,00-0031408,2,1.65,55,9,14,353,5.7,24,384,573,30,6.9,356,12,1.94
2018120907,00-0032765,1,2.15,55,-9,31,464,6.1,17,387,534,34,7.3,426,19,2.06
2018120907,00-0032881,1,2.00,55,-9,31,464,6.1,17,387,534,34,7.3,426,19,1.00
2018120908,00-0030147,1,1.08,40,-3,15,359,5.7,26,362,537,27,6.5,413,12,1.50
2018120908,00-0030670,1,1.50,40,-3,15,359,5.7,26,362,537,27,6.5,413,12,1.14
2018120908,00-0031941,1,1.58,40,3,23,412,5.7,21,362,560,24,6.9,444,18,1.55
2018120908,00-0032385,1,1.74,40,-3,15,359,5.7,26,362,537,27,6.5,413,12,1.27
2018120908,00-0032760,2,1.56,40,3,23,412,5.7,21,362,560,24,6.9,444,18,1.17
2018120908,00-0032966,1,1.10,40,-3,15,359,5.7,26,362,537,27,6.5,413,12,1.75
2018120908,00-0033881,2,1.25,40,-3,15,359,5.7,26,362,537,27,6.5,413,12,1.58
2018120910,00-0033288,3,1.58,45.5,3,13,349,5.7,28,353,549,26,6.6,429,11,1.44
2018120910,00-0033375,1,1.00,45.5,-3,28,435,5.4,7,344,542,35,6.4,444,13,1.00
2018120910,00-0034860,2,1.00,45.5,3,13,349,5.7,28,353,549,26,6.6,429,11,1.50
2018120912,00-0029137,1,1.85,45.5,3,6,324,5.4,20,367,542,22,6.5,400,12,1.88
2018120912,00-0031544,4,1.50,45.5,-3,12,348,5.8,17,417,626,22,6.4,332,14,1.83
2018120912,00-0031549,1,1.45,45.5,3,6,324,5.4,20,367,542,22,6.5,400,12,1.19
2018120912,00-0034351,2,1.25,45.5,3,6,324,5.4,20,367,542,22,6.5,400,12,1.33
2018120913,00-0027061,1,1.54,51,9.5,17,360,5.3,15,362,566,27,6,369,13,1.31
2018120913,00-0028097,1,1.00,51,9.5,17,360,5.3,15,362,566,27,6,369,13,1.00
2018120913,00-0031166,1,1.48,51,9.5,17,360,5.3,15,362,566,27,6,369,13,1.33
2018120913,00-0032135,1,1.36,51,-9.5,32,467,6.3,17,299,480,36,7.8,480,16,1.13
2018120913,00-0033857,3,2.05,51,-9.5,32,467,6.3,17,299,480,36,7.8,480,16,1.69
2018120913,00-0034331,1,1.50,51,-9.5,32,467,6.3,17,299,480,36,7.8,480,16,1.00
2018121000,00-0030035,1,1.53,45.5,3,11,347,5.9,26,355,546,26,6.5,366,9,2.00
2018121000,00-0031588,1,1.78,45.5,3,11,347,5.9,26,355,546,26,6.5,366,9,1.88
2018121000,00-0033893,1,1.33,45.5,3,11,347,5.9,26,355,546,26,6.5,366,9,1.33
2018121500,00-0027691,1,1.26,44.5,7,4,316,5.4,29,385,594,28,6.5,385,8,1.00
2018121500,00-0027874,2,1.98,44.5,-7,29,441,5.7,20,367,582,29,6.5,440,16,1.94
2018121500,00-0030564,4,1.81,44.5,-7,29,441,5.7,20,367,582,29,6.5,440,16,2.19
2018121500,00-0032688,3,1.62,44.5,7,4,316,5.4,29,385,594,28,6.5,385,8,1.46
2018121500,00-0034766,1,1.33,44.5,7,4,316,5.4,29,385,594,28,6.5,385,8,1.29
2018121501,00-0032054,1,1.17,47,2,13,349,5.7,28,353,549,26,6.6,429,11,1.00
2018121501,00-0033375,1,1.00,47,-2,21,392,5.6,31,393,626,21,6.2,459,20,1.00
2018121501,00-0033885,1,1.30,47,2,13,349,5.7,28,353,549,26,6.6,429,11,1.50
2018121501,00-0034772,1,1.80,47,2,13,349,5.7,28,353,549,26,6.6,429,11,1.00
2018121600,00-0022921,1,1.90,43.5,9,25,423,6,19,398,585,33,6.7,409,16,1.56
2018121600,00-0027944,2,1.98,43.5,-9,26,425,5.4,16,342,506,21,5.9,510,25,1.88
2018121600,00-0031570,1,1.33,43.5,-9,26,425,5.4,16,342,506,21,5.9,510,25,1.17
2018121600,00-0032187,1,1.45,43.5,9,25,423,6,19,398,585,33,6.7,409,16,1.25
2018121601,00-0030663,1,1.25,44.5,-8.5,31,464,6.1,17,387,534,34,7.3,426,19,1.60
2018121601,00-0031408,3,1.65,44.5,8.5,2,287,4.8,17,337,577,21,5.4,354,11,1.94
2018121601,00-0032398,1,1.50,44.5,-8.5,31,464,6.1,17,387,534,34,7.3,426,19,1.11
2018121602,00-0033932,5,2.00,39.5,2.5,18,374,4.9,27,313,492,22,5.4,440,17,1.67
2018121602,00-0034510,3,1.00,39.5,-2.5,16,360,5.7,14,323,496,29,6.7,403,11,1.33
2018121603,00-0030710,1,1.29,46.5,-6,22,400,5.6,15,336,527,30,6.6,446,15,1.18
2018121603,00-0031381,3,2.00,46.5,6,1,283,4.8,36,377,615,22,5.3,339,5,1.69
2018121603,00-0031428,1,1.59,46.5,-6,22,400,5.6,15,336,527,30,6.6,446,15,1.43
2018121603,00-0033556,1,1.62,46.5,-6,22,400,5.6,15,336,527,30,6.6,446,15,1.50
2018121603,00-0033896,1,1.40,46.5,-6,22,400,5.6,15,336,527,30,6.6,446,15,1.25
2018121603,00-0033948,1,1.40,46.5,6,1,283,4.8,36,377,615,22,5.3,339,5,1.00
2018121604,00-0026176,1,1.79,45.5,3,30,455,6.1,18,389,584,32,7.1,466,17,1.30
2018121604,00-0028097,1,1.00,45.5,3,30,455,6.1,18,389,584,32,7.1,466,17,1.00
2018121604,00-0030456,1,1.20,45.5,-3,32,467,6.3,17,299,480,36,7.8,480,16,1.20
2018121604,00-0031166,1,1.46,45.5,3,30,455,6.1,18,389,584,32,7.1,466,17,1.31
2018121604,00-0032134,1,1.20,45.5,-3,32,467,6.3,17,299,480,36,7.8,480,16,1.00
2018121604,00-0033009,2,1.33,45.5,-3,32,467,6.3,17,299,480,36,7.8,480,16,1.58
2018121604,00-0033025,1,1.00,45.5,3,30,455,6.1,18,389,584,32,7.1,466,17,1.13
2018121605,00-0029608,2,1.69,47,-3,6,324,5.4,20,367,542,22,6.5,400,12,1.69
2018121606,00-0031941,1,1.58,36.5,7,5,316,5.1,17,312,499,17,5.8,434,16,1.50
2018121607,00-0028116,1,1.23,45,-8,27,433,6.1,28,335,508,31,7.3,485,17,1.33
2018121607,00-0031588,1,1.78,45,-8,27,433,6.1,28,335,508,31,7.3,485,17,1.88
2018121607,00-0033893,1,1.25,45,-8,27,433,6.1,28,335,508,31,7.3,485,17,1.25
2018121608,00-0030147,1,1.07,42,2.5,3,303,5.3,17,337,533,21,6.1,429,9,1.40
