season,week,weekday,game_date,game_hour,favorite,underdog,spread,total
2016,12,Thu,2016-11-24,4,WAS,DAL,-6,53.5
2016,12,Sun,2016-11-27,8,KC,DEN,-3.5,40
2016,12,Sun,2016-11-27,4,CAR,OAK,-3.5,48.5
2016,12,Sun,2016-11-27,4,NE,NYJ,-9.5,48.5
2016,12,Sun,2016-11-27,1,SD,HOU,-2.5,46
2016,12,Sun,2016-11-27,1,TEN,CHI,-6.5,42
2016,12,Sun,2016-11-27,1,JAC,BUF,-8.5,44
2016,12,Sun,2016-11-27,1,CIN,BAL,-3.5,42
2016,12,Sun,2016-11-27,1,ARI,ATL,-4,49
2016,12,Sun,2016-11-27,1,SF,MIA,-7,45
2016,12,Sun,2016-11-27,1,LA,NO,-8,45
2016,12,Sun,2016-11-27,1,NYG,CLE,-6.5,46.5
2016,12,Sun,2016-11-27,4,SEA,TB,-5.5,46
2016,12,Mon,2016-11-28,8,GB,PHI,-4,47.5
2016,13,Thu,2016-12-01,7,DAL,MIN,-3,43.5
2016,13,Sun,2016-12-04,4,BUF,OAK,-3,48.5
2016,13,Sun,2016-12-04,4,WAS,ARI,-2.5,48.5
2016,13,Sun,2016-12-04,4,NYG,PIT,-6.5,49.5
2016,13,Sun,2016-12-04,1,DEN,JAC,-3.5,38.5
2016,13,Sun,2016-12-04,1,MIA,BAL,-3.5,41.5
2016,13,Sun,2016-12-04,4,TB,SD,-3.5,49
2016,13,Sun,2016-12-04,1,KC,ATL,-5,50
2016,13,Sun,2016-12-04,1,HOU,GB,-7,44.5
2016,13,Sun,2016-12-04,1,PHI,CIN,-1.5,42
2016,13,Sun,2016-12-04,1,DET,NO,-6.5,53.5
2016,13,Sun,2016-12-04,1,SF,CHI,-1,44
2016,13,Sun,2016-12-04,8,CAR,SEA,-8.5,44
2016,13,Sun,2016-12-04,1,LA,NE,-13.5,45
2016,13,Mon,2016-12-05,8,IND,NYJ,-1,48.5
2016,14,Thu,2016-12-08,8,OAK,KC,-3.5,46
2016,14,Sun,2016-12-11,1,CIN,CLE,-5,41.5
2016,14,Sun,2016-12-11,4,NYJ,SF,-3,43
2016,14,Sun,2016-12-11,4,SEA,GB,-3,47
2016,14,Sun,2016-12-11,4,ATL,LA,-5,44
2016,14,Sun,2016-12-11,8,DAL,NYG,-3.5,47
2016,14,Sun,2016-12-11,1,DEN,TEN,-2,44
2016,14,Sun,2016-12-11,1,SD,CAR,-1,48.5
2016,14,Sun,2016-12-11,1,HOU,IND,-6.5,47.5
2016,14,Sun,2016-12-11,1,PIT,BUF,-2,45.5
2016,14,Sun,2016-12-11,1,ARI,MIA,-2,44
2016,14,Sun,2016-12-11,1,CHI,DET,-7.5,42
2016,14,Sun,2016-12-11,1,MIN,JAC,-3.5,38
2016,14,Sun,2016-12-11,4,NO,TB,-2,52
2016,14,Sun,2016-12-11,1,WAS,PHI,-2.5,48.5
2016,14,Mon,2016-12-12,8,BAL,NE,-6,45.5
2016,14,Mon,2016-12-12,8,BAL,NE,-6,45.5
2016,15,Thu,2016-12-15,8,LA,SEA,-15.5,39.5
2016,15,Sat,2016-12-17,8,MIA,NYJ,-2.5,39.5
2016,15,Sun,2016-12-18,1,GB,CHI,-4.5,40.5
2016,15,Sun,2016-12-18,8,TB,DAL,-7,47.5
2016,15,Sun,2016-12-18,1,DET,NYG,-4,42
2016,15,Sun,2016-12-18,1,PHI,BAL,-5,41
2016,15,Sun,2016-12-18,1,IND,MIN,-5,45
2016,15,Sun,2016-12-18,1,CLE,BUF,-10.5,43
2016,15,Sun,2016-12-18,1,TEN,KC,-6,43
2016,15,Sun,2016-12-18,1,JAC,HOU,-3.5,39.5
2016,15,Sun,2016-12-18,4,NO,ARI,-3,48
2016,15,Sun,2016-12-18,4,SF,ATL,-13.5,51.5
2016,15,Sun,2016-12-18,4,NE,DEN,-3,43.5
2016,15,Sun,2016-12-18,4,OAK,SD,-2.5,50
2016,15,Sun,2016-12-18,1,PIT,CIN,-3,46
2016,15,Mon,2016-12-19,8,CAR,WAS,-7,51
2016,16,Thu,2016-12-22,8,NYG,PHI,-1,42.5
2016,16,Sat,2016-12-24,8,CIN,HOU,-3,41.5
2016,16,Sat,2016-12-24,4,IND,OAK,-3.5,52.5
2016,16,Sat,2016-12-24,4,SF,LA,-6,39.5
2016,16,Sat,2016-12-24,4,ARI,SEA,-9,43.5
2016,16,Sat,2016-12-24,1,WAS,CHI,-3,49
2016,16,Sat,2016-12-24,1,MIA,BUF,-4.5,44
2016,16,Sat,2016-12-24,4,TB,NO,-3,53
2016,16,Sat,2016-12-24,1,ATL,CAR,-3,49
2016,16,Sat,2016-12-24,1,MIN,GB,-6.5,44.5
2016,16,Sat,2016-12-24,1,NYJ,NE,-17,45
2016,16,Sat,2016-12-24,1,TEN,JAC,-4.5,44
2016,16,Sat,2016-12-24,1,SD,CLE,-4.5,45.5
2016,16,Sun,2016-12-25,8,DEN,KC,-3,38
2016,16,Sun,2016-12-25,4,BAL,PIT,-5.5,46.5
2016,16,Mon,2016-12-26,8,DET,DAL,-6.5,46
2016,17,Sun,2017-01-01,1,CAR,TB,-3.5,44.5
2016,17,Sun,2017-01-01,4,OAK,DEN,-1,40
2016,17,Sun,2017-01-01,4,SEA,SF,-11.5,44.5
2016,17,Sun,2017-01-01,4,KC,SD,-6,44.5
2016,17,Sun,2017-01-01,4,ARI,LA,-7,39
2016,17,Sun,2017-01-01,1,NE,MIA,-8,47
2016,17,Sun,2017-01-01,4,NO,ATL,-7.5,58.5
2016,17,Sun,2017-01-01,1,CLE,PIT,-3.5,41.5
2016,17,Sun,2017-01-01,1,CHI,MIN,-6.5,44
2016,17,Sun,2017-01-01,1,DAL,PHI,-6.5,44
2016,17,Sun,2017-01-01,1,JAC,IND,-5.5,48.5
2016,17,Sun,2017-01-01,8,GB,DET,-3.5,50.5
2016,17,Sun,2017-01-01,4,NYG,WAS,-9,47
2016,17,Sun,2017-01-01,1,BAL,CIN,-2.5,40.5
2016,17,Sun,2017-01-01,1,BUF,NYJ,-4,43
2016,17,Sun,2017-01-01,1,HOU,TEN,-3,41
2016,18,Sat,2017-01-07,4,OAK,HOU,-4,37.5
2016,18,Sat,2017-01-07,8,DET,SEA,-8.5,45.5
2016,18,Sun,2017-01-08,4,NYG,GB,-5,46.5
2016,18,Sun,2017-01-08,1,MIA,PIT,-11.5,47.5
2016,19,Sat,2017-01-14,8,HOU,NE,-16.5,44.5
2016,19,Sat,2017-01-14,4,SEA,ATL,-6.5,51.5
2016,19,Sun,2017-01-15,4,GB,DAL,-5,53.5
2016,19,Sun,2017-01-15,8,PIT,KC,-2,45.5
2016,20,Sun,2017-01-22,3,GB,ATL,-6,60.5
2016,20,Sun,2017-01-22,6,PIT,NE,-6,50
2016,21,Sun,2017-02-05,6,NE,ATL,-3,57
2017,1,Thu,2017-09-07,8,NE,KC,-9,48
2017,1,Sun,2017-09-10,1,ARI,DET,-2,48.5
2017,1,Sun,2017-09-10,1,PHI,WAS,-1.5,49.5
2017,1,Sun,2017-09-10,4,GB,SEA,-2.5,49.5
2017,1,Sun,2017-09-10,1,TEN,OAK,-2.5,50.5
2017,1,Sun,2017-09-10,1,PIT,CLE,-10,47
2017,1,Sun,2017-09-10,1,CIN,BAL,-2.5,41.5
2017,1,Sun,2017-09-10,1,ATL,CHI,-6.5,48
2017,1,Sun,2017-09-10,4,LA,IND,-3,41.5
2017,1,Sun,2017-09-10,1,HOU,JAC,-6,37.5
2017,1,Sun,2017-09-10,4,CAR,SF,-4.5,45
2017,1,Sun,2017-09-10,8,DAL,NYG,-5.5,46
2017,1,Sun,2017-09-10,1,BUF,NYJ,-7.5,42.5
2017,1,Mon,2017-09-11,7,MIN,NO,-3,47.5
2017,1,Mon,2017-09-11,10,DEN,LAC,-3,42
2017,2,Thu,2017-09-14,8,CIN,HOU,-5.5,38.5
2017,2,Sun,2017-09-17,8,ATL,GB,-3,54.5
2017,2,Sun,2017-09-17,4,SEA,SF,-13.5,41.5
2017,2,Sun,2017-09-17,4,LA,WAS,-3,46.5
2017,2,Sun,2017-09-17,4,LAC,MIA,-3.5,46.5
2017,2,Sun,2017-09-17,4,OAK,NYJ,-14,43.5
2017,2,Sun,2017-09-17,1,TB,CHI,-7,44
2017,2,Sun,2017-09-17,1,PIT,MIN,-8.5,43
2017,2,Sun,2017-09-17,1,NE,NO,-5.5,55
2017,2,Sun,2017-09-17,1,KC,PHI,-4,46.5
2017,2,Sun,2017-09-17,1,TEN,JAC,-1.5,41.5
2017,2,Sun,2017-09-17,1,ARI,IND,-6.5,43.5
2017,2,Sun,2017-09-17,1,CAR,BUF,-6.5,43.5
2017,2,Sun,2017-09-17,1,BAL,CLE,-7.5,39.5
2017,2,Sun,2017-09-17,4,DAL,DEN,-2.5,44
2017,2,Mon,2017-09-18,8,NYG,DET,-3,42.5
2017,3,Thu,2017-09-21,8,LA,SF,-3,40.5
2017,3,Sun,2017-09-24,8,OAK,WAS,-3,53.5
2017,3,Sun,2017-09-24,4,KC,LAC,-3,47.5
2017,3,Sun,2017-09-24,1,PHI,NYG,-5,42
2017,3,Sun,2017-09-24,4,GB,CIN,-7,47.5
2017,3,Sun,2017-09-24,1,MIA,NYJ,-5.5,43
2017,3,Sun,2017-09-24,4,TEN,SEA,-2.5,41.5
2017,3,Sun,2017-09-24,9,BAL,JAC,-3,38
2017,3,Sun,2017-09-24,1,CLE,IND,-1,42
2017,3,Sun,2017-09-24,1,DEN,BUF,-3.5,40
2017,3,Sun,2017-09-24,1,CAR,NO,-5,46.5
2017,3,Sun,2017-09-24,1,PIT,CHI,-7,43.5
2017,3,Sun,2017-09-24,1,ATL,DET,-3,50.5
2017,3,Sun,2017-09-24,1,TB,MIN,-1,41
2017,3,Sun,2017-09-24,1,NE,HOU,-13.5,44.5
2017,3,Mon,2017-09-25,8,DAL,ARI,-3,46.5
2017,4,Thu,2017-09-28,8,GB,CHI,-7,44
2017,4,Sun,2017-10-01,4,TB,NYG,-2.5,45.5
2017,4,Sun,2017-10-01,9,NO,MIA,-4,52
2017,4,Sun,2017-10-01,1,MIN,DET,-2.5,43.5
2017,4,Sun,2017-10-01,1,NE,CAR,-9,48
2017,4,Sun,2017-10-01,1,JAC,NYJ,-4,38.5
2017,4,Sun,2017-10-01,1,TEN,HOU,-2.5,43.5
2017,4,Sun,2017-10-01,1,ATL,BUF,-8,48
2017,4,Sun,2017-10-01,1,PIT,BAL,-3.5,42
2017,4,Sun,2017-10-01,1,CIN,CLE,-3.5,41.5
2017,4,Sun,2017-10-01,1,DAL,LA,-5.5,50.5
2017,4,Sun,2017-10-01,4,ARI,SF,-6.5,43.5
2017,4,Sun,2017-10-01,4,DEN,OAK,-3.5,43.5
2017,4,Sun,2017-10-01,8,SEA,IND,-12,41.5
2017,4,Sun,2017-10-01,4,LAC,PHI,-2,48
2017,4,Mon,2017-10-02,8,KC,WAS,-6.5,48
2017,5,Thu,2017-10-05,8,NE,TB,-3.5,54.5
2017,5,Sun,2017-10-08,1,DET,CAR,-2,41.5
2017,5,Sun,2017-10-08,1,SF,IND,-1,43.5
2017,5,Sun,2017-10-08,1,TEN,MIA,-1,41.5
2017,5,Sun,2017-10-08,4,OAK,BAL,-3,40.5
2017,5,Sun,2017-10-08,4,LA,SEA,-2,46.5
2017,5,Sun,2017-10-08,4,DAL,GB,-2.5,52
2017,5,Sun,2017-10-08,1,NYG,LAC,-3,45.5
2017,5,Sun,2017-10-08,8,KC,HOU,-1.5,45.5
2017,5,Sun,2017-10-08,1,CIN,BUF,-3,39.5
2017,5,Sun,2017-10-08,1,NYJ,CLE,-1.5,41.5
2017,5,Sun,2017-10-08,1,PHI,ARI,-6,44.5
2017,5,Sun,2017-10-08,1,PIT,JAC,-7,41
2017,5,Mon,2017-10-09,8,MIN,CHI,-3.5,41
2017,6,Thu,2017-10-12,8,CAR,PHI,-3,44
2017,6,Sun,2017-10-15,1,GB,MIN,-3,46
2017,6,Sun,2017-10-15,1,NO,DET,-5.5,50.5
2017,6,Sun,2017-10-15,1,NE,NYJ,-9.5,48.5
2017,6,Sun,2017-10-15,1,HOU,CLE,-7,46
2017,6,Sun,2017-10-15,1,WAS,SF,-11.5,46.5
2017,6,Sun,2017-10-15,4,TB,ARI,-2.5,46.5
2017,6,Sun,2017-10-15,4,LA,JAC,-1,42
2017,6,Sun,2017-10-15,4,KC,PIT,-3.5,46
2017,6,Sun,2017-10-15,8,DEN,NYG,-13.5,37.5
2017,6,Sun,2017-10-15,4,OAK,LAC,-3,48
2017,6,Sun,2017-10-15,1,ATL,MIA,-14,46
2017,6,Sun,2017-10-15,1,BAL,CHI,-5,39.5
2017,6,Mon,2017-10-16,8,TEN,IND,-6.5,46
2017,7,Thu,2017-10-19,8,KC,OAK,-3,46.5
2017,7,Sun,2017-10-22,4,DAL,SF,-6,48
2017,7,Sun,2017-10-22,1,BUF,TB,-3,46.5
2017,7,Sun,2017-10-22,1,CAR,CHI,-2.5,39.5
2017,7,Sun,2017-10-22,1,TEN,CLE,-6,42.5
2017,7,Sun,2017-10-22,1,NO,GB,-3.5,45.5
2017,7,Sun,2017-10-22,1,JAC,IND,-3,41
2017,7,Sun,2017-10-22,1,LA,ARI,-3,45.5
2017,7,Sun,2017-10-22,1,MIA,NYJ,-3,40
2017,7,Sun,2017-10-22,1,MIN,BAL,-5.5,37.5
2017,7,Sun,2017-10-22,4,SEA,NYG,-3.5,38.5
2017,7,Sun,2017-10-22,4,PIT,CIN,-4.5,40
2017,7,Sun,2017-10-22,8,NE,ATL,-2.5,56.5
2017,7,Sun,2017-10-22,4,DEN,LAC,-1,41
2017,7,Mon,2017-10-23,8,PHI,WAS,-5.5,48.5
2017,8,Thu,2017-10-26,8,BAL,MIA,-3,38
2017,8,Sun,2017-10-29,4,SEA,HOU,-6,45
2017,8,Sun,2017-10-29,4,DAL,WAS,-3,46.5
2017,8,Sun,2017-10-29,1,NE,LAC,-6.5,49
2017,8,Sun,2017-10-29,8,PIT,DET,-3,44.5
2017,8,Sun,2017-10-29,1,ATL,NYJ,-6.5,44
2017,8,Sun,2017-10-29,1,NO,CHI,-7.5,46
2017,8,Sun,2017-10-29,1,CIN,IND,-10.5,44
2017,8,Sun,2017-10-29,9,MIN,CLE,-11,38.5
2017,8,Sun,2017-10-29,1,PHI,SF,-12.5,45
2017,8,Sun,2017-10-29,1,CAR,TB,-1.5,46
2017,8,Sun,2017-10-29,1,BUF,OAK,-2,47.5
2017,8,Mon,2017-10-30,8,KC,DEN,-7,42
2017,9,Thu,2017-11-02,8,BUF,NYJ,-3,42
2017,9,Sun,2017-11-05,8,OAK,MIA,-3,44.5
2017,9,Sun,2017-11-05,1,PHI,DEN,-7,41
2017,9,Sun,2017-11-05,1,HOU,IND,-6,45
2017,9,Sun,2017-11-05,1,JAC,CIN,-6,38
2017,9,Sun,2017-11-05,1,NO,TB,-6.5,54.5
2017,9,Sun,2017-11-05,1,LA,NYG,-6,42.5
2017,9,Sun,2017-11-05,1,TEN,BAL,-3,41
2017,9,Sun,2017-11-05,4,SEA,WAS,-8,44
2017,9,Sun,2017-11-05,4,ARI,SF,-2.5,39.5
2017,9,Sun,2017-11-05,4,DAL,KC,-2.5,53
2017,9,Sun,2017-11-05,1,ATL,CAR,-3,42
2017,9,Mon,2017-11-06,8,DET,GB,-2.5,43
2017,10,Thu,2017-11-09,8,SEA,ARI,-6,40
2017,10,Sun,2017-11-12,1,JAC,LAC,-5,41
2017,10,Sun,2017-11-12,1,PIT,IND,-10.5,47
2017,10,Sun,2017-11-12,1,CHI,GB,-4.5,37.5
2017,10,Sun,2017-11-12,1,NYJ,TB,-1.5,44.5
2017,10,Sun,2017-11-12,1,DET,CLE,-10,42.5
2017,10,Sun,2017-11-12,1,NO,BUF,-2,48.5
2017,10,Sun,2017-11-12,1,MIN,WAS,-1,42.5
2017,10,Sun,2017-11-12,1,TEN,CIN,-4.5,40.5
2017,10,Sun,2017-11-12,4,NYG,SF,-3,41.5
2017,10,Sun,2017-11-12,4,LA,HOU,-12.5,44.5
2017,10,Sun,2017-11-12,8,NE,DEN,-7,44.5
2017,10,Sun,2017-11-12,4,ATL,DAL,-3.5,48.5
2017,10,Mon,2017-11-13,8,CAR,MIA,-8,38.5
2017,11,Thu,2017-11-16,8,PIT,TEN,-7,44.5
2017,11,Sun,2017-11-19,1,BAL,GB,-2.5,38.5
2017,11,Sun,2017-11-19,1,HOU,ARI,-2.5,38.5
2017,11,Sun,2017-11-19,1,TB,MIA,-1,43.5
2017,11,Sun,2017-11-19,1,LA,MIN,-1.5,46
2017,11,Sun,2017-11-19,1,NO,WAS,-9.5,53
2017,11,Sun,2017-11-19,1,KC,NYG,-9.5,44.5
2017,11,Sun,2017-11-19,4,NE,OAK,-7,54.5
2017,11,Sun,2017-11-19,4,DEN,CIN,-2.5,37.5
2017,11,Sun,2017-11-19,8,PHI,DAL,-6,48
2017,11,Sun,2017-11-19,4,LAC,BUF,-7,41.5
2017,11,Sun,2017-11-19,1,DET,CHI,-3,41
2017,11,Sun,2017-11-19,1,JAC,CLE,-7,37
2017,11,Mon,2017-11-20,8,ATL,SEA,-1,46
2017,12,Thu,2017-11-23,4,LAC,DAL,-1,46.5
2017,12,Thu,2017-11-23,8,WAS,NYG,-7,44
2017,12,Thu,2017-11-23,12,MIN,DET,-2.5,45.5
2017,12,Sun,2017-11-26,1,KC,BUF,-8,47
2017,12,Sun,2017-11-26,1,TEN,IND,-3,46.5
2017,12,Sun,2017-11-26,1,PHI,CHI,-13.5,43
2017,12,Sun,2017-11-26,1,CAR,NYJ,-5.5,39
2017,12,Sun,2017-11-26,1,NE,MIA,-16.5,49
2017,12,Sun,2017-11-26,4,JAC,ARI,-6,37
2017,12,Sun,2017-11-26,4,SEA,SF,-6.5,44.5
2017,12,Sun,2017-11-26,1,CIN,CLE,-7.5,39
2017,12,Sun,2017-11-26,1,ATL,TB,-10,47.5
2017,12,Sun,2017-11-26,4,LA,NO,-2.5,54
2017,12,Sun,2017-11-26,4,OAK,DEN,-4,41
2017,12,Sun,2017-11-26,8,PIT,GB,-14,43
2017,12,Mon,2017-11-27,8,BAL,HOU,-7.5,39.5
2017,13,Thu,2017-11-30,8,WAS,DAL,-1.5,47
2017,13,Sun,2017-12-03,1,JAC,IND,-10,41
2017,13,Sun,2017-12-03,1,BAL,DET,-2.5,43
2017,13,Sun,2017-12-03,1,NE,BUF,-7.5,49
2017,13,Sun,2017-12-03,1,CHI,SF,-2.5,42
2017,13,Sun,2017-12-03,1,DEN,MIA,-1.5,41
2017,13,Sun,2017-12-03,1,KC,NYJ,-3.5,44
2017,13,Sun,2017-12-03,1,TEN,HOU,-7,42
2017,13,Sun,2017-12-03,4,LA,ARI,-7,43
2017,13,Sun,2017-12-03,4,OAK,NYG,-10,43
2017,13,Sun,2017-12-03,4,NO,CAR,-6,47.5
2017,13,Sun,2017-12-03,8,PHI,SEA,-4,46.5
2017,13,Sun,2017-12-03,4,LAC,CLE,-13,44.5
2017,13,Sun,2017-12-03,1,GB,TB,-3,45.5
2017,13,Sun,2017-12-03,1,ATL,MIN,-2,48.5
2017,13,Mon,2017-12-04,8,PIT,CIN,-4.5,43
2017,14,Thu,2017-12-07,8,ATL,NO,-2,51.5
2017,14,Sun,2017-12-10,1,BUF,IND,-3.5,36.5
2017,14,Sun,2017-12-10,1,MIN,CAR,-2.5,40.5
2017,14,Sun,2017-12-10,1,CIN,CHI,-6,40
2017,14,Sun,2017-12-10,1,GB,CLE,-2.5,38.5
2017,14,Sun,2017-12-10,1,KC,OAK,-4,48.5
2017,14,Sun,2017-12-10,1,SF,HOU,-1.5,45.5
2017,14,Sun,2017-12-10,1,DAL,NYG,-4,42.5
2017,14,Sun,2017-12-10,1,DET,TB,-1,48
2017,14,Sun,2017-12-10,4,TEN,ARI,-2.5,42
2017,14,Sun,2017-12-10,4,NYJ,DEN,-1,40.5
2017,14,Sun,2017-12-10,4,PHI,LA,-1,47.5
2017,14,Sun,2017-12-10,4,JAC,SEA,-2.5,40.5
2017,14,Sun,2017-12-10,8,PIT,BAL,-6,43
2017,14,Sun,2017-12-10,4,LAC,WAS,-6,46.5
2017,14,Mon,2017-12-11,8,NE,MIA,-10.5,48
2017,15,Thu,2017-12-14,8,DEN,IND,-2.5,40.5
2017,15,Sat,2017-12-16,4,DET,CHI,-5,43.5
2017,15,Sat,2017-12-16,8,LAC,KC,-1,46.5
2017,15,Sun,2017-12-17,1,BAL,CLE,-6.5,42.5
2017,15,Sun,2017-12-17,1,CAR,GB,-3,46.5
2017,15,Sun,2017-12-17,1,BUF,MIA,-3.5,39.5
2017,15,Sun,2017-12-17,1,JAC,HOU,-10.5,39.5
2017,15,Sun,2017-12-17,1,PHI,NYG,-7.5,41
2017,15,Sun,2017-12-17,1,NO,NYJ,-16,47
2017,15,Sun,2017-12-17,1,MIN,CIN,-13,43
2017,15,Sun,2017-12-17,8,DAL,OAK,-3,46.5
2017,15,Sun,2017-12-17,4,SF,TEN,-2.5,44.5
2017,15,Sun,2017-12-17,4,LA,SEA,-1,47.5
2017,15,Sun,2017-12-17,1,WAS,ARI,-4,40
2017,15,Sun,2017-12-17,4,NE,PIT,-2.5,53
2017,15,Mon,2017-12-18,8,ATL,TB,-7,49.5
2017,16,Sat,2017-12-23,4,BAL,IND,-13.5,41
2017,16,Sat,2017-12-23,8,MIN,GB,-9,41
2017,16,Sun,2017-12-24,1,CAR,TB,-10,47
2017,16,Sun,2017-12-24,1,DET,CIN,-3.5,43.5
2017,16,Sun,2017-12-24,1,KC,MIA,-11,43.5
2017,16,Sun,2017-12-24,1,NE,BUF,-11,47.5
2017,16,Sun,2017-12-24,1,NO,ATL,-5.5,52
2017,16,Sun,2017-12-24,4,JAC,SF,-4,43
2017,16,Sun,2017-12-24,4,ARI,NYG,-3,39
2017,16,Sun,2017-12-24,4,DAL,SEA,-4,47.5
2017,16,Sun,2017-12-24,1,WAS,DEN,-3,38.5
2017,16,Sun,2017-12-24,1,LA,TEN,-6,46
2017,16,Sun,2017-12-24,1,LAC,NYJ,-7,42.5
2017,16,Sun,2017-12-24,1,CHI,CLE,-6,36.5
2017,16,Mon,2017-12-25,4,PIT,HOU,-8.5,45.5
2017,16,Mon,2017-12-25,8,PHI,OAK,-10,46
2017,17,Sun,2017-12-31,4,BUF,MIA,-2.5,41.5
2017,17,Sun,2017-12-31,1,MIN,CHI,-12.5,38
2017,17,Sun,2017-12-31,1,NE,NYJ,-16,43.5
2017,17,Sun,2017-12-31,1,WAS,NYG,-5,41
2017,17,Sun,2017-12-31,1,DAL,PHI,-4,41
2017,17,Sun,2017-12-31,1,PIT,CLE,-5,37.5
2017,17,Sun,2017-12-31,1,DET,GB,-7.5,45
2017,17,Sun,2017-12-31,1,IND,HOU,-5.5,42
2017,17,Sun,2017-12-31,4,SF,LA,-6,44
2017,17,Sun,2017-12-31,4,ATL,CAR,-5,44.5
2017,17,Sun,2017-12-31,4,BAL,CIN,-8.5,40
2017,17,Sun,2017-12-31,4,DEN,KC,-3,37.5
2017,17,Sun,2017-12-31,4,SEA,ARI,-8.5,38.5
2017,17,Sun,2017-12-31,4,NO,TB,-6,49.5
2017,17,Sun,2017-12-31,4,TEN,JAC,-2.5,40.5
2017,17,Sun,2017-12-31,4,LAC,OAK,-6.5,43
2017,18,Sat,2018-01-06,8,ATL,LA,,
2017,18,Sat,2018-01-06,4,TEN,KC,,
2017,18,Sun,2018-01-07,1,BUF,JAC,,
2017,18,Sun,2018-01-07,4,CAR,NO,,
2017,19,Sat,2018-01-13,8,TEN,NE,,
2017,19,Sat,2018-01-13,4,ATL,PHI,,
2017,19,Sun,2018-01-14,1,JAC,PIT,,
2017,19,Sun,2018-01-14,4,NO,MIN,,
2017,20,Sun,2018-01-21,6,MIN,PHI,,
2017,20,Sun,2018-01-21,3,JAC,NE,,
2017,21,Sun,2018-02-04,6,NE,PHI,,
2018,1,Thu,2018-09-06,8,ATL,PHI,-1,44.5
2018,1,Sun,2018-09-09,8,GB,CHI,-6.5,45
2018,1,Sun,2018-09-09,4,LAC,KC,-3.5,48
2018,1,Sun,2018-09-09,1,TEN,MIA,-1,43.5
2018,1,Sun,2018-09-09,4,CAR,DAL,-2.5,42
2018,1,Sun,2018-09-09,4,DEN,SEA,-3,42.5
2018,1,Sun,2018-09-09,1,MIN,SF,-6,46.5
2018,1,Sun,2018-09-09,4,WAS,ARI,-1.5,43.5
2018,1,Sun,2018-09-09,1,CIN,IND,-1,47.5
2018,1,Sun,2018-09-09,1,PIT,CLE,-3.5,41
2018,1,Sun,2018-09-09,1,NE,HOU,-6,49
2018,1,Sun,2018-09-09,1,NO,TB,-10,50
2018,1,Sun,2018-09-09,1,JAC,NYG,-2.5,42.5
2018,1,Sun,2018-09-09,1,BAL,BUF,-7.5,38.5
2018,1,Mon,2018-09-10,7,DET,NYJ,-7,44
2018,1,Mon,2018-09-10,10,LA,OAK,-6,47.5
2018,2,Thu,2018-09-13,8,BAL,CIN,-1,43
2018,2,Sun,2018-09-16,1,HOU,TEN,-3.5,41
2018,2,Sun,2018-09-16,1,PIT,KC,-4.5,52
2018,2,Sun,2018-09-16,1,WAS,IND,-6,48
2018,2,Sun,2018-09-16,1,PHI,TB,-3,46.5
2018,2,Sun,2018-09-16,1,MIN,GB,-2,45
2018,2,Sun,2018-09-16,1,ATL,CAR,-5.5,43.5
2018,2,Sun,2018-09-16,4,DEN,OAK,-5.5,44
2018,2,Sun,2018-09-16,4,LA,ARI,-13.5,43.5
2018,2,Sun,2018-09-16,1,LAC,BUF,-7.5,41.5
2018,2,Sun,2018-09-16,4,SF,DET,-6,48.5
2018,2,Sun,2018-09-16,8,DAL,NYG,-3,42
2018,2,Sun,2018-09-16,1,NO,CLE,-9.5,51
2018,2,Sun,2018-09-16,1,NYJ,MIA,-3,43
2018,2,Sun,2018-09-16,4,NE,JAC,-2,44.5
2018,2,Mon,2018-09-17,8,CHI,SEA,-5,42.5
2018,3,Thu,2018-09-20,8,CLE,NYJ,-3,41
2018,3,Sun,2018-09-23,4,DAL,SEA,-1.5,40
2018,3,Sun,2018-09-23,1,NO,ATL,-1.5,54
2018,3,Sun,2018-09-23,1,BAL,DEN,-5.5,46.5
2018,3,Sun,2018-09-23,1,CAR,CIN,-3,44
2018,3,Sun,2018-09-23,1,HOU,NYG,-6.5,44.5
2018,3,Sun,2018-09-23,1,JAC,TEN,-10,39.5
2018,3,Sun,2018-09-23,1,KC,SF,-5.5,53.5
2018,3,Sun,2018-09-23,1,MIA,OAK,-2.5,46
2018,3,Sun,2018-09-23,1,MIN,BUF,-16.5,41
2018,3,Sun,2018-09-23,1,PHI,IND,-6,45
2018,3,Sun,2018-09-23,1,GB,WAS,-2,46.5
2018,3,Sun,2018-09-23,4,CHI,ARI,-5.5,38.5
2018,3,Sun,2018-09-23,8,NE,DET,-6.5,55
2018,3,Sun,2018-09-23,4,LA,LAC,-7,49
2018,3,Mon,2018-09-24,8,PIT,TB,-1,55
2018,4,Thu,2018-09-27,8,LA,MIN,-7,49
2018,4,Sun,2018-09-30,8,PIT,BAL,-3,51
2018,4,Sun,2018-09-30,4,LAC,SF,-9.5,46.5
2018,4,Sun,2018-09-30,4,OAK,CLE,-2.5,44.5
2018,4,Sun,2018-09-30,4,NO,NYG,-3,52
2018,4,Sun,2018-09-30,1,NE,MIA,-6.5,50.5
2018,4,Sun,2018-09-30,1,PHI,TEN,-2.5,41.5
2018,4,Sun,2018-09-30,1,ATL,CIN,-3.5,52.5
2018,4,Sun,2018-09-30,1,CHI,TB,-2.5,45.5
2018,4,Sun,2018-09-30,1,DAL,DET,-2.5,44
2018,4,Sun,2018-09-30,1,GB,BUF,-9.5,44
