season,week,weekday,game_date,game_hour,favorite,underdog,spread,total
2018,4,Sun,2018-09-30,1,HOU,IND,-1,48.5
2018,4,Sun,2018-09-30,1,JAC,NYJ,-7,40.5
2018,4,Sun,2018-09-30,4,SEA,ARI,-3.5,40
2018,4,Mon,2018-10-01,8,KC,DEN,-3.5,53
2018,5,Thu,2018-10-04,8,NE,IND,-11,49.5
2018,5,Sun,2018-10-07,1,BAL,CLE,-3,44.5
2018,5,Sun,2018-10-07,1,KC,JAC,-3,48
2018,5,Sun,2018-10-07,1,TEN,BUF,-6.5,38
2018,5,Sun,2018-10-07,1,CAR,NYG,-6.5,43.5
2018,5,Sun,2018-10-07,1,CIN,MIA,-6.5,48
2018,5,Sun,2018-10-07,4,LAC,OAK,-4.5,51.5
2018,5,Sun,2018-10-07,1,GB,DET,-1,50
2018,5,Sun,2018-10-07,1,DEN,NYJ,-1,42
2018,5,Sun,2018-10-07,1,PIT,ATL,-3.5,57
2018,5,Sun,2018-10-07,4,LA,SEA,-7.5,50.5
2018,5,Sun,2018-10-07,4,SF,ARI,-3,40.5
2018,5,Sun,2018-10-07,4,PHI,MIN,-3,48.5
2018,5,Sun,2018-10-07,8,HOU,DAL,-3,45.5
2018,5,Mon,2018-10-08,8,NO,WAS,-6,51.5
2018,6,Thu,2018-10-11,8,PHI,NYG,-1.5,45.5
2018,6,Sun,2018-10-14,1,NYJ,IND,-2.5,48
2018,6,Sun,2018-10-14,1,SEA,OAK,-3,47.5
2018,6,Sun,2018-10-14,1,CAR,WAS,-1,44.5
2018,6,Sun,2018-10-14,1,ATL,TB,-3,57.5
2018,6,Sun,2018-10-14,1,CIN,PIT,-2,49.5
2018,6,Sun,2018-10-14,1,HOU,BUF,-10,40.5
2018,6,Sun,2018-10-14,1,CHI,MIA,-7,40.5
2018,6,Sun,2018-10-14,1,MIN,ARI,-9.5,43.5
2018,6,Sun,2018-10-14,4,LA,DEN,-7,50
2018,6,Sun,2018-10-14,4,BAL,TEN,-2.5,43.5
2018,6,Sun,2018-10-14,8,NE,KC,-3.5,59
2018,6,Sun,2018-10-14,4,JAC,DAL,-3,40
2018,6,Sun,2018-10-14,1,LAC,CLE,-1,47
2018,6,Mon,2018-10-15,8,GB,SF,-9,46.5
2018,7,Thu,2018-10-18,8,DEN,ARI,-1,42
2018,7,Sun,2018-10-21,1,TB,CLE,-3.5,52
2018,7,Sun,2018-10-21,9,LAC,TEN,-6.5,46
2018,7,Sun,2018-10-21,4,DAL,WAS,-1,40.5
2018,7,Sun,2018-10-21,4,LA,SF,-9.5,51.5
2018,7,Sun,2018-10-21,8,KC,CIN,-6,56.5
2018,7,Sun,2018-10-21,1,DET,MIA,-3,47
2018,7,Sun,2018-10-21,1,MIN,NYJ,-3,44.5
2018,7,Sun,2018-10-21,1,PHI,CAR,-4.5,45
2018,7,Sun,2018-10-21,1,NE,CHI,-1,49
2018,7,Sun,2018-10-21,1,IND,BUF,-7,43.5
2018,7,Sun,2018-10-21,1,JAC,HOU,-4,43
2018,7,Sun,2018-10-21,4,BAL,NO,-2.5,49.5
2018,7,Mon,2018-10-22,8,ATL,NYG,-4,52.5
2018,8,Thu,2018-10-25,8,HOU,MIA,-7.5,45
2018,8,Sun,2018-10-28,9,PHI,JAC,-3.5,44.5
2018,8,Sun,2018-10-28,8,NO,MIN,-2.5,54
2018,8,Sun,2018-10-28,4,LA,GB,-7.5,57
2018,8,Sun,2018-10-28,4,SF,ARI,-2.5,40
2018,8,Sun,2018-10-28,4,IND,OAK,-3,51
2018,8,Sun,2018-10-28,1,PIT,CLE,-9,47.5
2018,8,Sun,2018-10-28,1,WAS,NYG,-1,44
2018,8,Sun,2018-10-28,1,DET,SEA,-3,48
2018,8,Sun,2018-10-28,1,CIN,TB,-3.5,54.5
2018,8,Sun,2018-10-28,1,CHI,NYJ,-9,42
2018,8,Sun,2018-10-28,1,BAL,CAR,-2.5,44.5
2018,8,Sun,2018-10-28,1,KC,DEN,-8.5,53.5
2018,8,Mon,2018-10-29,8,NE,BUF,-14,44
2018,9,Thu,2018-11-01,8,OAK,SF,-2,44
2018,9,Sun,2018-11-04,4,LA,NO,-1.5,57
2018,9,Sun,2018-11-04,8,NE,GB,-4.5,56.5
2018,9,Sun,2018-11-04,4,LAC,SEA,-1,48.5
2018,9,Sun,2018-11-04,1,CAR,TB,-6.5,56
2018,9,Sun,2018-11-04,1,PIT,BAL,-1,47
2018,9,Sun,2018-11-04,1,ATL,WAS,-1,46.5
2018,9,Sun,2018-11-04,1,MIN,DET,-5.5,47
2018,9,Sun,2018-11-04,4,HOU,DEN,-1,46.5
2018,9,Sun,2018-11-04,1,KC,CLE,-7.5,51
2018,9,Sun,2018-11-04,1,CHI,BUF,-10,38
2018,9,Sun,2018-11-04,1,MIA,NYJ,-3,43
2018,9,Mon,2018-11-05,8,DAL,TEN,-4,40
2018,10,Thu,2018-11-08,8,PIT,CAR,-3.5,51
2018,10,Sun,2018-11-11,1,TB,WAS,-3.5,51
2018,10,Sun,2018-11-11,1,CHI,DET,-7.5,45
2018,10,Sun,2018-11-11,1,NO,CIN,-6,53
2018,10,Sun,2018-11-11,1,ATL,CLE,-5.5,49
2018,10,Sun,2018-11-11,1,IND,JAC,-3,48
2018,10,Sun,2018-11-11,1,KC,ARI,-17,49.5
2018,10,Sun,2018-11-11,1,NYJ,BUF,-7,37.5
2018,10,Sun,2018-11-11,4,LA,SEA,-9.5,51
2018,10,Sun,2018-11-11,4,GB,MIA,-12.5,48.5
2018,10,Sun,2018-11-11,8,PHI,DAL,-7.5,45.5
2018,10,Sun,2018-11-11,4,LAC,OAK,-10,50.5
2018,10,Sun,2018-11-11,1,NE,TEN,-6.5,46.5
2018,10,Mon,2018-11-12,8,SF,NYG,-3,45
2018,11,Thu,2018-11-15,8,SEA,GB,-3,49
2018,11,Sun,2018-11-18,4,NO,PHI,-7,56.5
2018,11,Sun,2018-11-18,4,LAC,DEN,-7,47
2018,11,Sun,2018-11-18,1,HOU,WAS,-3,40.5
2018,11,Sun,2018-11-18,1,NYG,TB,-3,54
2018,11,Sun,2018-11-18,1,CAR,DET,-4,48.5
2018,11,Sun,2018-11-18,1,TEN,IND,-1.5,50
2018,11,Sun,2018-11-18,1,PIT,JAC,-4,47
2018,11,Sun,2018-11-18,1,ATL,DAL,-3.5,49.5
2018,11,Sun,2018-11-18,1,BAL,CIN,-6.5,43.5
2018,11,Sun,2018-11-18,4,ARI,OAK,-4.5,41
2018,11,Sun,2018-11-18,8,CHI,MIN,-2.5,44
2018,11,Mon,2018-11-19,8,LA,KC,-3,63.5
2018,12,Thu,2018-11-22,8,NO,ATL,-12,61
2018,12,Thu,2018-11-22,4,DAL,WAS,-7,40
2018,12,Thu,2018-11-22,12,CHI,DET,-3,42.5
2018,12,Sun,2018-11-25,1,BAL,OAK,-12.5,42
2018,12,Sun,2018-11-25,1,JAC,BUF,-3,36.5
2018,12,Sun,2018-11-25,1,CAR,SEA,-3,46.5
2018,12,Sun,2018-11-25,1,CLE,CIN,-1,47
2018,12,Sun,2018-11-25,4,IND,MIA,-8.5,52.5
2018,12,Sun,2018-11-25,4,PIT,DEN,-3,47.5
2018,12,Sun,2018-11-25,8,MIN,GB,-3.5,48.5
2018,12,Sun,2018-11-25,4,LAC,ARI,-14,43
2018,12,Sun,2018-11-25,1,NE,NYJ,-12.5,47
2018,12,Sun,2018-11-25,1,PHI,NYG,-5,49.5
2018,12,Sun,2018-11-25,1,TB,SF,-2,54.5
2018,12,Mon,2018-11-26,8,HOU,TEN,-3.5,42.5
2018,13,Thu,2018-11-29,8,NO,DAL,-7,51.5
2018,13,Sun,2018-12-02,1,CHI,NYG,-4,43.5
2018,13,Sun,2018-12-02,1,LA,DET,-10,54
2018,13,Sun,2018-12-02,1,GB,ARI,-13,41
2018,13,Sun,2018-12-02,1,HOU,CLE,-5.5,47.5
2018,13,Sun,2018-12-02,1,IND,JAC,-4,45.5
2018,13,Sun,2018-12-02,1,MIA,BUF,-3.5,39.5
2018,13,Sun,2018-12-02,1,ATL,BAL,-2.5,46.5
2018,13,Sun,2018-12-02,1,DEN,CIN,-4,44.5
2018,13,Sun,2018-12-02,1,CAR,TB,-3.5,51.5
2018,13,Sun,2018-12-02,4,TEN,NYJ,-9.5,40
2018,13,Sun,2018-12-02,4,KC,OAK,-14,53.5
2018,13,Sun,2018-12-02,4,NE,MIN,-6,49
2018,13,Sun,2018-12-02,4,SEA,SF,-9.5,45
2018,13,Sun,2018-12-02,8,PIT,LAC,-3,53.5
2018,13,Mon,2018-12-03,8,PHI,WAS,-6,45
2018,14,Thu,2018-12-06,8,TEN,JAC,-5.5,37
2018,14,Sun,2018-12-09,1,GB,ATL,-4,50.5
2018,14,Sun,2018-12-09,1,HOU,IND,-4,49
2018,14,Sun,2018-12-09,1,KC,BAL,-6.5,48.5
2018,14,Sun,2018-12-09,4,DEN,SF,-3,45.5
2018,14,Sun,2018-12-09,4,DET,ARI,-2.5,39.5
2018,14,Sun,2018-12-09,4,PIT,OAK,-9.5,51
2018,14,Sun,2018-12-09,4,DAL,PHI,-3,45.5
2018,14,Sun,2018-12-09,8,LA,CHI,-3,51
2018,14,Sun,2018-12-09,1,BUF,NYJ,-4.5,37
2018,14,Sun,2018-12-09,1,CAR,CLE,-1,48
2018,14,Sun,2018-12-09,4,LAC,CIN,-16.5,48.5
2018,14,Sun,2018-12-09,1,NO,TB,-9,55
2018,14,Sun,2018-12-09,1,NYG,WAS,-3,40
2018,14,Sun,2018-12-09,1,NE,MIA,-9.5,49.5
2018,14,Mon,2018-12-10,8,SEA,MIN,-3,45.5
2018,15,Thu,2018-12-13,8,KC,LAC,-4,54.5
2018,15,Sat,2018-12-15,8,DEN,CLE,-2,47
2018,15,Sat,2018-12-15,4,HOU,NYJ,-7,44.5
2018,15,Sun,2018-12-16,1,BAL,TB,-8.5,44.5
2018,15,Sun,2018-12-16,1,BUF,DET,-2.5,39.5
2018,15,Sun,2018-12-16,1,MIN,MIA,-8,45
2018,15,Sun,2018-12-16,1,TEN,NYG,-2.5,42
2018,15,Sun,2018-12-16,4,SEA,SF,-4,44
2018,15,Sun,2018-12-16,4,NE,PIT,-2.5,55.5
2018,15,Sun,2018-12-16,8,LA,PHI,-13.5,52.5
2018,15,Sun,2018-12-16,1,JAC,WAS,-7,36.5
2018,15,Sun,2018-12-16,1,CHI,GB,-6,46.5
2018,15,Sun,2018-12-16,1,CIN,OAK,-3,45.5
2018,15,Sun,2018-12-16,1,ATL,ARI,-9,43.5
2018,15,Sun,2018-12-16,1,IND,DAL,-3,47
2018,15,Mon,2018-12-17,8,NO,CAR,-6,50.5
2018,16,Sat,2018-12-22,8,LAC,BAL,-4,42.5
2018,16,Sat,2018-12-22,4,TEN,WAS,-12,38
2018,16,Sun,2018-12-23,1,IND,NYG,-9.5,48
2018,16,Sun,2018-12-23,1,GB,NYJ,-3,47
2018,16,Sun,2018-12-23,1,PHI,HOU,-2,46.5
2018,16,Sun,2018-12-23,4,LA,ARI,-14,44
2018,16,Sun,2018-12-23,4,CHI,SF,-3.5,43.5
2018,16,Sun,2018-12-23,4,NO,PIT,-6.5,53.5
2018,16,Sun,2018-12-23,8,KC,SEA,-1,54.5
2018,16,Sun,2018-12-23,1,NE,BUF,-14,45
2018,16,Sun,2018-12-23,1,MIA,JAC,-3,39.5
2018,16,Sun,2018-12-23,1,ATL,CAR,-3,46
2018,16,Sun,2018-12-23,1,DAL,TB,-7,48
2018,16,Sun,2018-12-23,1,MIN,DET,-6.5,42.5
2018,16,Sun,2018-12-23,1,CLE,CIN,-10,44
2018,16,Mon,2018-12-24,8,DEN,OAK,-1.5,42.5
2018,17,Sun,2018-12-30,1,NE,NYJ,-13.5,46.5
2018,17,Sun,2018-12-30,1,GB,DET,-7.5,44.5
2018,17,Sun,2018-12-30,4,LAC,DEN,-6.5,43.5
2018,17,Sun,2018-12-30,8,IND,TEN,-5.5,42.5
2018,17,Sun,2018-12-30,4,MIN,CHI,-5.5,39.5
2018,17,Sun,2018-12-30,4,LA,SF,-10.5,50
2018,17,Sun,2018-12-30,4,KC,OAK,-14,53
2018,17,Sun,2018-12-30,4,SEA,ARI,-15,40
2018,17,Sun,2018-12-30,4,PIT,CIN,-13.5,46
2018,17,Sun,2018-12-30,4,PHI,WAS,-6,43
2018,17,Sun,2018-12-30,4,BAL,CLE,-7,41
2018,17,Sun,2018-12-30,1,ATL,TB,-2.5,52
2018,17,Sun,2018-12-30,1,BUF,MIA,-5.5,39.5
2018,17,Sun,2018-12-30,1,NYG,DAL,-7.5,38.5
2018,17,Sun,2018-12-30,1,NO,CAR,-7.5,41.5
2018,17,Sun,2018-12-30,1,HOU,JAC,-7,39.5
2018,18,Sat,2019-01-05,4,IND,HOU,,
2018,18,Sat,2019-01-05,8,SEA,DAL,,
2018,18,Sun,2019-01-06,1,LAC,BAL,,
2018,18,Sun,2019-01-06,4,PHI,CHI,,
2018,19,Sat,2019-01-12,8,DAL,LA,,
2018,19,Sat,2019-01-12,4,IND,KC,,
2018,19,Sun,2019-01-13,1,LAC,NE,,
2018,19,Sun,2019-01-13,4,PHI,NO,,
2018,20,Sun,2019-01-20,6,NE,KC,,
2018,20,Sun,2019-01-20,3,LA,NO,,
2018,21,Sun,2019-02-03,6,LA,NE,,
2019,1,Thu,2019-09-05,8,CHI,GB,-3,46.5
2019,1,Sun,2019-09-08,4,DET,ARI,-3,46
2019,1,Sun,2019-09-08,8,NE,PIT,-5.5,49
2019,1,Sun,2019-09-08,4,DAL,NYG,-7,44.5
2019,1,Sun,2019-09-08,4,LAC,IND,-6,44.5
2019,1,Sun,2019-09-08,4,SEA,CIN,-9.5,44.5
2019,1,Sun,2019-09-08,1,LA,CAR,-1.5,49.5
2019,1,Sun,2019-09-08,1,CLE,TEN,-5.5,44.5
2019,1,Sun,2019-09-08,1,KC,JAC,-3.5,49
2019,1,Sun,2019-09-08,4,TB,SF,-1,51
2019,1,Sun,2019-09-08,1,BAL,MIA,-7,40.5
2019,1,Sun,2019-09-08,1,NYJ,BUF,-2.5,41
2019,1,Sun,2019-09-08,1,PHI,WAS,-10,44
2019,1,Sun,2019-09-08,1,MIN,ATL,-3.5,46.5
2019,1,Mon,2019-09-09,10,DEN,OAK,-3,42.5
2019,1,Mon,2019-09-09,7,NO,HOU,-7,52
2019,2,Thu,2019-09-12,8,CAR,TB,-6.5,48
2019,2,Sun,2019-09-15,4,KC,OAK,-7,53
2019,2,Sun,2019-09-15,1,CIN,SF,-1,46
2019,2,Sun,2019-09-15,1,HOU,JAC,-7,43
2019,2,Sun,2019-09-15,1,DAL,WAS,-6,46.5
2019,2,Sun,2019-09-15,1,NE,MIA,-18.5,48.5
2019,2,Sun,2019-09-15,1,BAL,ARI,-13,46
2019,2,Sun,2019-09-15,1,BUF,NYG,-1.5,44.5
2019,2,Sun,2019-09-15,1,LAC,DET,-1,46.5
2019,2,Sun,2019-09-15,1,TEN,IND,-3,43.5
2019,2,Sun,2019-09-15,4,LA,NO,-1.5,52.5
2019,2,Sun,2019-09-15,8,PHI,ATL,-1,53
2019,2,Sun,2019-09-15,1,GB,MIN,-3,43
2019,2,Sun,2019-09-15,1,PIT,SEA,-4,47
2019,2,Sun,2019-09-15,4,CHI,DEN,-2.5,40.5
2019,2,Mon,2019-09-16,8,CLE,NYJ,-6.5,45
2019,3,Thu,2019-09-19,8,TEN,JAC,-1.5,38
2019,3,Sun,2019-09-22,4,TB,NYG,-5.5,48
2019,3,Sun,2019-09-22,1,GB,DEN,-7,41.5
2019,3,Sun,2019-09-22,1,PHI,DET,-4,44.5
2019,3,Sun,2019-09-22,1,KC,BAL,-4.5,52
2019,3,Sun,2019-09-22,8,LA,CLE,-4.5,48
2019,3,Sun,2019-09-22,4,SF,PIT,-6.5,44.5
2019,3,Sun,2019-09-22,4,LAC,HOU,-3,49
2019,3,Sun,2019-09-22,4,SEA,NO,-4.5,44
2019,3,Sun,2019-09-22,4,ARI,CAR,-2,45
2019,3,Sun,2019-09-22,1,DAL,MIA,-22.5,46.5
2019,3,Sun,2019-09-22,1,NE,NYJ,-21,43
2019,3,Sun,2019-09-22,1,MIN,OAK,-9,43.5
2019,3,Sun,2019-09-22,1,IND,ATL,-1.5,48
2019,3,Sun,2019-09-22,1,BUF,CIN,-6,43.5
2019,3,Mon,2019-09-23,8,CHI,WAS,-5,41
2019,4,Thu,2019-09-26,8,GB,PHI,-3.5,46.5
2019,4,Sun,2019-09-29,1,HOU,CAR,-5.5,47.5
2019,4,Sun,2019-09-29,4,CHI,MIN,0,38.5
2019,4,Sun,2019-09-29,4,SEA,ARI,-5.5,49
2019,4,Sun,2019-09-29,1,BAL,CLE,-7,47.5
2019,4,Sun,2019-09-29,4,LA,TB,-9.5,48.5
2019,4,Sun,2019-09-29,1,ATL,TEN,-3.5,46
2019,4,Sun,2019-09-29,1,NE,BUF,-7,41.5
2019,4,Sun,2019-09-29,1,KC,DET,-7,54.5
2019,4,Sun,2019-09-29,1,IND,OAK,-5.5,46.5
2019,4,Sun,2019-09-29,1,LAC,MIA,-14.5,44
2019,4,Sun,2019-09-29,1,NYG,WAS,-3,48
2019,4,Sun,2019-09-29,8,DAL,NO,-2.5,47.5
2019,4,Sun,2019-09-29,4,DEN,JAC,-2.5,37
2019,4,Mon,2019-09-30,8,PIT,CIN,-3.5,45
2019,5,Thu,2019-10-03,8,SEA,LA,-1.5,48.5
2019,5,Sun,2019-10-06,8,KC,IND,-11,56
2019,5,Sun,2019-10-06,4,DAL,GB,-3.5,47
2019,5,Sun,2019-10-06,1,BAL,PIT,-3,44
2019,5,Sun,2019-10-06,4,LAC,DEN,-6,44.5
2019,5,Sun,2019-10-06,1,PHI,NYJ,-14.5,44
2019,5,Sun,2019-10-06,1,MIN,NYG,-5,43.5
2019,5,Sun,2019-10-06,1,NO,TB,-3,46
2019,5,Sun,2019-10-06,1,CHI,OAK,-5,40.5
2019,5,Sun,2019-10-06,1,HOU,ATL,-4,50
2019,5,Sun,2019-10-06,1,CIN,ARI,-3,47.5
2019,5,Sun,2019-10-06,1,CAR,JAC,-3,40
2019,5,Sun,2019-10-06,1,NE,WAS,-15,42.5
2019,5,Sun,2019-10-06,1,TEN,BUF,-2.5,39.5
2019,5,Mon,2019-10-07,8,SF,CLE,-4.5,48
2019,6,Thu,2019-10-10,8,NE,NYG,-16.5,43.5
2019,6,Sun,2019-10-13,4,ATL,ARI,-3,52
2019,6,Sun,2019-10-13,9,CAR,TB,-2,47
2019,6,Sun,2019-10-13,1,WAS,MIA,-5,42
2019,6,Sun,2019-10-13,1,MIN,PHI,-3.5,44
2019,6,Sun,2019-10-13,1,BAL,CIN,-11,47
2019,6,Sun,2019-10-13,1,CLE,SEA,-1,46
2019,6,Sun,2019-10-13,1,JAC,NO,-3,42.5
2019,6,Sun,2019-10-13,1,KC,HOU,-3.5,54.5
2019,6,Sun,2019-10-13,4,DEN,TEN,-1,40.5
2019,6,Sun,2019-10-13,4,DAL,NYJ,-7,43.5
2019,6,Sun,2019-10-13,4,LA,SF,-3,50.5
2019,6,Sun,2019-10-13,8,LAC,PIT,-6,42.5
2019,6,Mon,2019-10-14,8,GB,DET,-3.5,47
2019,7,Thu,2019-10-17,8,KC,DEN,-3,49.5
2019,7,Sun,2019-10-20,1,GB,OAK,-5.5,47.5
2019,7,Sun,2019-10-20,1,LA,ATL,-3,55
2019,7,Sun,2019-10-20,4,TEN,LAC,-3,42.5
2019,7,Sun,2019-10-20,8,DAL,PHI,-3,50
2019,7,Sun,2019-10-20,4,CHI,NO,-4,37
2019,7,Sun,2019-10-20,4,SEA,BAL,-3,48
2019,7,Sun,2019-10-20,1,SF,WAS,-10,39
2019,7,Sun,2019-10-20,1,JAC,CIN,-4.5,44
2019,7,Sun,2019-10-20,1,BUF,MIA,-17,42
2019,7,Sun,2019-10-20,1,NYG,ARI,-3.5,50.5
2019,7,Sun,2019-10-20,1,IND,HOU,-1.5,47
2019,7,Sun,2019-10-20,1,MIN,DET,-2.5,43
2019,7,Mon,2019-10-21,8,NE,NYJ,-9.5,43
2019,8,Thu,2019-10-24,8,MIN,WAS,-16.5,41.5
2019,8,Sun,2019-10-27,1,JAC,NYJ,-7,40
2019,8,Sun,2019-10-27,1,IND,DEN,-5.5,42
2019,8,Sun,2019-10-27,1,DET,NYG,-6,49
2019,8,Sun,2019-10-27,1,SEA,ATL,-7.5,50
2019,8,Sun,2019-10-27,1,CHI,LAC,-3.5,41
2019,8,Sun,2019-10-27,1,BUF,PHI,-1,39.5
2019,8,Sun,2019-10-27,8,GB,KC,-5,48
2019,8,Sun,2019-10-27,4,NE,CLE,-9.5,43
2019,8,Sun,2019-10-27,4,HOU,OAK,-4.5,52
2019,8,Sun,2019-10-27,4,SF,CAR,-4,40.5
2019,8,Sun,2019-10-27,1,TEN,TB,-2,45
2019,8,Sun,2019-10-27,1,NO,ARI,-12.5,48.5
2019,8,Sun,2019-10-27,1,LA,CIN,-12.5,48
2019,8,Mon,2019-10-28,8,PIT,MIA,-13.5,43.5
2019,9,Thu,2019-10-31,8,SF,ARI,-10.5,43.5
2019,9,Sun,2019-11-03,1,NYJ,MIA,-3.5,42.5
2019,9,Sun,2019-11-03,4,GB,LAC,-4,49.5
2019,9,Sun,2019-11-03,9,JAC,HOU,-1,46
2019,9,Sun,2019-11-03,1,MIN,KC,-5.5,46
2019,9,Sun,2019-11-03,1,BUF,WAS,-10.5,37
2019,9,Sun,2019-11-03,1,CAR,TEN,-3.5,43
2019,9,Sun,2019-11-03,1,PHI,CHI,-5,41
2019,9,Sun,2019-11-03,1,PIT,IND,-1.5,39.5
2019,9,Sun,2019-11-03,4,SEA,TB,-4,51
2019,9,Sun,2019-11-03,4,OAK,DET,-2.5,51
2019,9,Sun,2019-11-03,4,CLE,DEN,-4,39
2019,9,Sun,2019-11-03,8,NE,BAL,-3,44
2019,9,Mon,2019-11-04,8,DAL,NYG,-6.5,48.5
2019,10,Thu,2019-11-07,8,LAC,OAK,-1.5,49
2019,10,Sun,2019-11-10,1,KC,TEN,-6,48.5
2019,10,Sun,2019-11-10,1,NO,ATL,-14,51.5
2019,10,Sun,2019-11-10,1,NYG,NYJ,-3,43.5
2019,10,Sun,2019-11-10,4,GB,CAR,-5,49
2019,10,Sun,2019-11-10,4,IND,MIA,-11,44
2019,10,Sun,2019-11-10,4,LA,PIT,-4.5,43
2019,10,Sun,2019-11-10,8,DAL,MIN,-3,47.5
2019,10,Sun,2019-11-10,1,CHI,DET,-7,38
2019,10,Sun,2019-11-10,1,BAL,CIN,-10.5,44
2019,10,Sun,2019-11-10,1,TB,ARI,-5.5,51
2019,10,Sun,2019-11-10,1,CLE,BUF,-3,42
2019,10,Mon,2019-11-11,8,SF,SEA,-6.5,47
2019,11,Thu,2019-11-14,8,CLE,PIT,-3,41.5
2019,11,Sun,2019-11-17,4,NE,PHI,-4,45
2019,11,Sun,2019-11-17,4,OAK,CIN,-13,48
2019,11,Sun,2019-11-17,1,DAL,DET,-7.5,46.5
2019,11,Sun,2019-11-17,1,IND,JAC,-2.5,41.5
2019,11,Sun,2019-11-17,1,BAL,HOU,-4.5,51
2019,11,Sun,2019-11-17,1,CAR,ATL,-3.5,48.5
2019,11,Sun,2019-11-17,1,BUF,MIA,-7,41.5
2019,11,Sun,2019-11-17,1,MIN,DEN,-9.5,40
2019,11,Sun,2019-11-17,1,NO,TB,-5,51
2019,11,Sun,2019-11-17,1,WAS,NYJ,-2,37.5
2019,11,Sun,2019-11-17,8,LA,CHI,-5,40
2019,11,Sun,2019-11-17,4,SF,ARI,-9.5,44
2019,11,Mon,2019-11-18,8,KC,LAC,-5.5,52
2019,12,Thu,2019-11-21,8,HOU,IND,-3.5,46
2019,12,Sun,2019-11-24,4,NE,DAL,-5,44.5
2019,12,Sun,2019-11-24,8,SF,GB,-3,48
2019,12,Sun,2019-11-24,1,SEA,PHI,-2,46
2019,12,Sun,2019-11-24,4,TEN,JAC,-4.5,42
2019,12,Sun,2019-11-24,1,PIT,CIN,-6,37
2019,12,Sun,2019-11-24,1,CHI,NYG,-6,40.5
2019,12,Sun,2019-11-24,1,BUF,DEN,-3.5,37
2019,12,Sun,2019-11-24,1,OAK,NYJ,-3.5,44.5
2019,12,Sun,2019-11-24,1,ATL,TB,-3.5,51.5
2019,12,Sun,2019-11-24,1,DET,WAS,-4,39.5
2019,12,Sun,2019-11-24,1,NO,CAR,-9.5,46.5
2019,12,Sun,2019-11-24,1,CLE,MIA,-11,46
2019,12,Mon,2019-11-25,8,BAL,LA,-3.5,46.5
2019,13,Thu,2019-11-28,8,NO,ATL,-7,48
2019,13,Thu,2019-11-28,4,DAL,BUF,-6.5,46.5
2019,13,Thu,2019-11-28,12,CHI,DET,-5.5,37
2019,13,Sun,2019-12-01,1,GB,NYG,-6.5,43.5
2019,13,Sun,2019-12-01,1,BAL,SF,-5.5,45
2019,13,Sun,2019-12-01,1,CAR,WAS,-10.5,38.5
2019,13,Sun,2019-12-01,1,NYJ,CIN,-2.5,43
2019,13,Sun,2019-12-01,1,PHI,MIA,-10.5,45
2019,13,Sun,2019-12-01,1,CLE,PIT,-1,40
2019,13,Sun,2019-12-01,1,TEN,IND,-1,41.5
2019,13,Sun,2019-12-01,1,TB,JAC,-3,46.5
2019,13,Sun,2019-12-01,4,KC,OAK,-11,49.5
2019,13,Sun,2019-12-01,8,NE,HOU,-3.5,47.5
2019,13,Sun,2019-12-01,4,LAC,DEN,-4.5,38.5
2019,13,Sun,2019-12-01,4,LA,ARI,-2,47
2019,13,Mon,2019-12-02,8,SEA,MIN,-3,48
2019,14,Thu,2019-12-05,8,DAL,CHI,-3,43
2019,14,Sun,2019-12-08,1,HOU,DEN,-8,42.5
2019,14,Sun,2019-12-08,1,ATL,CAR,-3.5,48
2019,14,Sun,2019-12-08,1,BAL,BUF,-6.5,44
2019,14,Sun,2019-12-08,1,MIN,DET,-12,44
2019,14,Sun,2019-12-08,1,NO,SF,-1,45
2019,14,Sun,2019-12-08,1,NYJ,MIA,-5,47
2019,14,Sun,2019-12-08,1,CLE,CIN,-6.5,43
2019,14,Sun,2019-12-08,4,PIT,ARI,-2,43.5
2019,14,Sun,2019-12-08,1,GB,WAS,-13.5,41.5
2019,14,Sun,2019-12-08,4,TEN,OAK,-3,47
2019,14,Sun,2019-12-08,8,LA,SEA,-1.5,47.5
2019,14,Sun,2019-12-08,4,NE,KC,-3,49
2019,14,Sun,2019-12-08,1,TB,IND,-3,46.5
2019,14,Sun,2019-12-08,4,LAC,JAC,-3.5,42
2019,14,Mon,2019-12-09,8,PHI,NYG,-9,45.5
2019,15,Thu,2019-12-12,8,BAL,NYJ,-17,44
2019,15,Sun,2019-12-15,1,SEA,CAR,-6,48.5
2019,15,Sun,2019-12-15,4,MIN,LAC,-1.5,45
2019,15,Sun,2019-12-15,4,DAL,LA,0,48.5
2019,15,Sun,2019-12-15,8,PIT,BUF,-1.5,37
2019,15,Sun,2019-12-15,4,SF,ATL,-10,50
2019,15,Sun,2019-12-15,4,OAK,JAC,-6.5,47
2019,15,Sun,2019-12-15,4,CLE,ARI,-3,49
2019,15,Sun,2019-12-15,1,PHI,WAS,-6.5,39
2019,15,Sun,2019-12-15,1,TEN,HOU,-3.5,50
2019,15,Sun,2019-12-15,1,NYG,MIA,-3.5,46.5
2019,15,Sun,2019-12-15,1,KC,DEN,-9.5,43
2019,15,Sun,2019-12-15,1,GB,CHI,-4.5,41
2019,15,Sun,2019-12-15,1,TB,DET,-6,46
2019,15,Sun,2019-12-15,1,NE,CIN,-10.5,42
2019,15,Mon,2019-12-16,8,NO,IND,-8.5,47.5
2019,16,Sat,2019-12-21,1,HOU,TB,-3,50
