game_id,receiver_player_id,hv_plays,avg_rz_targets,hv_plays_moving_avg16,hv_plays_moving_avg8,hv_plays_moving_avg4
2012100711,00-0024813,1,1.28,1.00,1.00,1.00
2009122008,00-0026164,1,1.67,1.00,1.00,1.00
2018111102,00-0034837,1,1.67,2.00,2.00,1.75
2013090805,00-0028086,2,1.46,1.80,1.50,1.75
2016101607,00-0028825,2,1.20,1.50,1.50,1.50
2013100300,00-0027997,1,1.18,1.31,1.38,1.75
2009101812,00-0026210,2,1.00,1.00,1.00,1.00
2016100909,00-0030521,1,1.18,1.14,1.13,1.00
2013112801,00-0022127,1,1.45,1.50,1.75,2.00
2010121212,00-0022414,2,1.69,1.56,2.00,2.50
2018120907,00-0032881,1,2.00,1.00,1.00,1.00
2015111900,00-0031428,3,1.50,2.00,2.75,3.00
2014113011,00-0026213,1,1.38,1.50,1.63,2.00
2011121812,00-0023496,1,1.35,2.19,2.50,3.00
2018111900,00-0030431,3,1.42,1.88,1.88,1.75
2015092709,00-0024268,1,1.54,1.13,1.13,1.25
2015110801,00-0028002,2,1.90,2.19,1.63,2.25
2017100809,00-0031166,1,1.57,1.31,1.13,1.25
2018101404,00-0032117,1,1.00,1.11,1.13,1.25
2015092005,00-0030472,2,1.67,1.43,1.43,1.25
2018101412,00-0027150,2,1.87,1.63,1.38,1.25
2015122709,00-0029000,1,1.39,1.50,1.63,1.75
2011102307,00-0026221,1,1.08,1.27,1.38,1.50
2009122704,00-0025460,2,1.00,1.25,1.25,1.25
2018121605,00-0029608,2,1.69,2.00,2.00,2.25
2017092100,00-0032241,2,1.44,1.11,1.13,1.25
2011112002,00-0025516,2,1.86,1.50,1.50,1.50
2009112205,00-0024240,1,1.75,1.60,1.60,1.75
2015101809,00-0028002,1,1.90,2.19,1.75,2.00
2016100901,00-0028237,2,1.31,1.25,1.25,1.50
2013102011,00-0023465,1,1.76,1.56,1.50,1.25
2012120205,00-0029608,1,1.50,2.25,2.25,2.25
2013122213,00-0030514,1,1.40,1.17,1.17,1.00
2011121112,00-0026364,2,1.60,1.50,1.25,1.50
2012110800,00-0029689,1,1.67,1.00,1.00,1.00
2011121200,00-0027985,1,1.20,1.00,1.00,1.00
2017091706,00-0027981,1,1.73,1.44,1.63,2.00
2013122910,00-0029731,1,1.00,1.00,1.00,1.00
2017091008,00-0030061,1,1.52,1.25,1.50,1.50
2014090710,00-0030542,2,1.20,1.30,1.38,1.00
2019100610,00-0034348,1,2.13,1.45,1.50,2.00
2018122310,00-0030061,3,1.62,1.44,1.38,1.75
2013121508,00-0029910,2,1.00,1.25,1.25,1.25
2012092000,00-0027681,1,1.80,1.44,1.63,1.75
2015101801,00-0024334,1,2.03,1.75,1.63,1.75
2017100811,00-0032725,2,1.00,1.00,1.00,1.00
2019100602,00-0029738,2,1.36,1.14,1.13,1.00
2010010309,00-0024221,1,1.30,1.90,1.75,1.50
2017122409,00-0030068,1,1.36,1.07,1.13,1.25
2017111906,00-0032659,1,1.25,1.00,1.00,1.00
2009113000,00-0021915,1,1.75,1.00,1.00,1.00
2017111204,00-0032160,1,1.64,1.79,1.75,2.00
2012010101,00-0026364,1,1.59,1.50,1.63,2.00
2013092906,00-0027685,1,1.57,1.19,1.25,1.50
2010103111,00-0025414,1,1.22,1.31,1.25,1.00
2010120510,00-0022909,1,1.56,1.79,1.88,2.25
2016091809,00-0027985,1,1.11,1.00,1.00,1.00
2015092709,00-0029708,3,1.29,1.69,1.50,1.75
2015091304,00-0029689,1,1.29,1.31,1.38,1.50
2015092007,00-0027981,1,1.52,1.31,1.13,1.00
2012122303,00-0027057,1,1.00,1.29,1.29,1.25
2010122800,00-0027029,1,1.36,1.29,1.29,1.50
2011120413,00-0027713,1,1.75,1.47,1.50,1.00
2010122602,00-0010500,1,1.53,1.19,1.13,1.25
2014092102,00-0023921,2,1.70,1.63,1.50,1.00
2010102412,00-0022807,1,1.64,1.00,1.00,1.00
2009122701,00-0018958,2,1.25,1.29,1.29,1.50
2017102212,00-0027944,1,1.89,2.44,2.50,2.50
2019102800,00-0035216,1,1.00,1.00,1.00,1.00
2014102611,00-0027793,2,2.00,1.94,2.00,2.00
2014121402,00-0026176,1,1.73,1.75,2.13,1.75
2016111308,00-0031588,3,1.78,1.90,1.63,1.75
2012120213,00-0027758,1,1.71,1.33,1.38,1.25
2011091109,00-0022921,2,2.32,1.56,1.75,1.75
2011111000,00-0021547,1,1.50,2.19,2.63,2.00
2018122313,00-0033857,2,2.15,1.81,1.63,1.75
2012121611,00-0026901,2,1.36,1.69,1.50,1.50
2014120712,00-0030061,1,1.18,1.56,1.50,2.00
2019092208,00-0034827,1,1.83,1.33,1.33,1.33
2010092601,00-0027080,1,1.00,1.00,1.00,1.00
2019102008,00-0032778,1,1.23,1.30,1.38,1.50
2013093000,00-0022943,1,1.46,1.44,1.25,1.50
2017112300,00-0029293,3,1.51,1.69,1.75,2.00
2016091100,00-0029632,2,1.39,1.38,1.63,1.50
2014122801,00-0028040,1,1.50,1.56,1.38,1.25
2015102600,00-0027873,1,1.33,1.38,1.38,1.50
2019100602,00-0034837,2,1.57,1.67,1.38,1.25
2010111406,00-0026204,1,1.33,1.33,1.33,1.33
2018091602,00-0032626,1,1.20,1.50,1.50,1.50
2015110803,00-0026225,1,1.11,1.09,1.00,1.00
2012090906,00-0023310,2,2.04,1.38,1.75,2.50
2019102100,00-0034960,1,1.00,1.00,1.00,1.00
2013111010,00-0028067,1,2.33,1.83,1.83,1.75
2013122903,00-0024324,1,1.53,1.56,1.63,1.00
2010092609,00-0026314,1,1.60,1.17,1.17,1.25
2017091100,00-0030035,4,1.10,1.83,1.88,2.50
2014122000,00-0031299,2,1.67,2.13,2.13,3.00
2010101100,00-0022054,1,1.29,1.42,1.38,1.50
2014092500,00-0023752,1,1.19,1.13,1.25,1.00
2016112009,00-0027150,2,1.93,1.69,1.63,1.25
2016112400,00-0027891,1,1.49,1.44,1.63,1.75
2019120800,00-0034837,1,1.38,1.69,1.75,2.25
2012091606,00-0027918,1,1.00,1.00,1.00,1.00
2012122308,00-0026937,1,1.37,1.06,1.00,1.00
2019110307,00-0032940,1,1.25,1.00,1.00,1.00
2012010106,00-0027265,4,1.33,2.00,2.00,2.00
2013092300,00-0028086,1,1.57,1.75,1.50,1.50
2017102200,00-0032117,2,1.00,1.00,1.00,1.00
2015122011,00-0026019,3,1.84,1.31,1.25,1.25
2015110100,00-0030506,1,1.25,1.64,1.63,1.75
2011100208,00-0026998,1,1.37,1.56,1.50,1.00
2017010102,00-0026176,1,1.82,2.00,1.88,2.00
2018090907,00-0033681,1,1.00,1.63,1.63,2.25
2018120907,00-0032765,1,2.15,2.06,2.13,2.00
2014121409,00-0026345,1,1.87,2.06,1.88,1.50
2018093010,00-0026345,1,1.79,1.38,1.63,2.00
2013101311,00-0022921,1,2.02,1.56,1.25,1.25
2017091708,00-0032160,1,1.70,1.70,1.75,1.50
2018123013,00-0033375,1,1.00,1.00,1.00,1.00
2012091600,00-0026902,1,2.00,1.00,1.00,1.00
2009120700,00-0022171,1,1.00,1.00,1.00,1.00
2012090910,00-0022921,2,2.09,1.81,1.88,1.75
2012101408,00-0027713,1,1.73,1.75,1.75,2.50
2019120103,00-0033251,2,1.50,2.00,2.00,2.25
2009122500,00-0023564,2,2.00,1.25,1.25,1.25
2016122400,00-0030874,1,1.06,1.10,1.13,1.00
2015092704,00-0022414,1,1.63,1.44,1.50,1.50
2018112200,00-0033932,2,1.89,1.62,1.75,1.75
2010092606,00-0023310,3,1.33,1.50,1.50,1.50
2011111312,00-0027265,2,1.50,2.00,2.00,2.00
2017120305,00-0033681,2,1.00,1.00,1.00,1.00
2016100204,00-0030108,1,1.00,1.22,1.25,1.50
2015112204,00-0031408,2,1.44,2.00,1.75,2.50
2018091300,00-0027942,3,1.79,1.69,1.63,1.25
2015120700,00-0026345,1,1.85,1.31,1.00,1.00
2012121610,00-0025516,1,1.56,1.40,1.38,1.25
2017010114,00-0029683,1,1.50,1.00,1.00,1.00
2019090806,00-0030061,1,1.63,1.63,1.75,2.00
2016111310,00-0028091,2,1.33,1.25,1.25,1.50
2015101802,00-0030287,1,1.38,1.40,1.40,1.50
2012101500,00-0022414,1,1.81,2.00,2.13,1.75
2017121706,00-0032659,2,1.17,1.00,1.00,1.00
2014101901,00-0030578,1,1.56,1.44,1.50,1.25
2018090908,00-0033040,6,1.36,1.19,1.38,1.50
2011122408,00-0020516,1,1.31,1.44,1.38,1.50
2013110302,00-0030542,1,1.40,1.60,1.60,1.75
2017100110,00-0029137,1,1.90,1.56,1.38,1.75
2015091300,00-0029137,1,2.00,1.56,1.88,2.00
2013120806,00-0027685,2,1.57,1.13,1.00,1.00
2013120813,00-0027753,2,1.11,1.00,1.00,1.00
2016102302,00-0022084,1,1.55,1.63,1.50,1.25
2011091804,00-0026123,1,1.25,1.50,1.50,1.50
2016112010,00-0030061,1,1.29,1.44,1.25,1.50
2015122701,00-0031382,1,1.74,1.44,1.38,1.50
2017122501,00-0030061,1,1.53,1.50,1.50,1.75
2019102002,00-0034777,1,1.33,2.14,2.14,2.25
2010092614,00-0023438,2,1.58,1.75,1.75,1.50
2015121400,00-0030085,1,1.09,1.31,1.63,1.75
2011103003,00-0021148,1,1.15,1.13,1.13,1.00
2012010114,00-0022414,1,1.79,1.94,1.88,2.25
2012102104,00-0029612,1,1.00,1.00,1.00,1.00
2017091010,00-0028002,1,1.89,1.56,1.25,1.50
2019110306,00-0030181,1,1.32,1.19,1.13,1.00
2018092311,00-0030710,1,1.31,1.17,1.17,1.25
2018120901,00-0030431,1,1.47,2.00,2.25,2.00
2019092207,00-0031549,2,1.47,1.44,1.38,1.50
2015122710,00-0022921,1,1.96,1.94,1.88,1.25
2018090900,00-0031051,2,1.25,1.50,1.38,1.25
2012121608,00-0024276,1,1.55,1.19,1.13,1.25
2018112900,00-0033045,1,1.58,1.18,1.25,1.25
2014101207,00-0027996,2,1.33,1.81,1.38,1.50
2012123013,00-0026182,1,1.43,1.42,1.13,1.00
2013122214,00-0026035,1,1.63,1.38,1.50,1.75
2016121900,00-0029731,1,1.00,1.00,1.00,1.00
2012112508,00-0027714,1,1.36,1.33,1.38,1.75
2014110908,00-0026178,1,1.36,1.31,1.38,1.25
2012100711,00-0026182,1,1.45,1.50,1.50,1.25
2015120607,00-0032055,1,1.20,1.50,1.50,1.50
2017112611,00-0027793,5,2.09,2.06,2.25,2.50
2015092710,00-0031051,2,1.17,1.20,1.25,1.00
2016091811,00-0031570,1,1.00,1.00,1.00,1.00
2014091401,00-0026153,1,1.17,1.14,1.14,1.25
2009121301,00-0020516,1,1.00,1.40,1.40,1.25
2019110303,00-0033893,1,1.20,1.25,1.25,1.25
2015112911,00-0027685,2,1.55,1.94,1.63,1.25
2010103102,00-0027077,1,1.33,1.18,1.25,1.00
2017121711,00-0026986,2,1.52,1.56,1.50,2.00
2015111502,00-0022127,1,1.47,1.44,1.38,1.50
2013110310,00-0027718,1,1.63,1.33,1.33,1.50
2010111401,00-0023176,1,1.14,1.25,1.25,1.25
2015092707,00-0029293,3,1.50,1.69,1.88,1.00
2012100100,00-0023921,1,1.83,1.88,1.88,1.75
2012092302,00-0026998,1,1.52,1.38,1.63,1.50
2010091206,00-0025432,1,1.00,1.50,1.50,1.50
2012121613,00-0027732,1,2.00,1.00,1.00,1.00
2012121609,00-0024242,1,1.86,1.00,1.00,1.00
2010122609,00-0022097,1,1.50,2.23,2.38,2.25
2018090912,00-0031428,1,1.68,1.63,1.38,1.50
2013101302,00-0028045,1,1.17,1.25,1.25,1.25
2016121811,00-0029269,1,1.50,1.50,1.63,1.50
2019092900,00-0033871,2,1.58,1.75,2.13,2.25
2012093004,00-0023462,3,1.82,1.81,2.00,1.75
2014112000,00-0030506,2,1.14,1.60,1.60,1.75
2012120201,00-0026231,1,1.67,1.50,1.38,1.00
2019090812,00-0032208,2,1.42,1.15,1.13,1.25
2017121706,00-0030061,1,1.51,1.38,1.38,1.25
2018100400,00-0032355,1,1.25,1.14,1.14,1.25
2016103009,00-0031359,2,1.39,1.57,1.63,1.75
2011103002,00-0020498,1,1.67,1.81,1.75,2.00
2015092713,00-0025389,1,1.94,2.00,1.88,1.50
2019121505,00-0034988,1,1.50,1.00,1.00,1.00
2018100711,00-0032394,1,1.00,1.00,1.00,1.00
2009122010,00-0020397,1,2.14,1.78,1.75,1.50
2017101511,00-0028142,1,1.17,1.10,1.00,1.00
2018102809,00-0034775,1,1.00,1.50,1.50,1.50
2012121604,00-0026314,1,1.42,1.38,1.38,1.25
2013122911,00-0029708,1,1.28,1.50,2.00,2.50
2012091300,00-0028002,1,1.00,1.00,1.00,1.00
2017102904,00-0030801,1,1.06,1.31,1.25,1.50
2013111703,00-0030514,1,1.33,1.50,1.50,1.50
2018110405,00-0027981,1,1.68,1.31,1.25,1.00
2015122700,00-0030801,1,1.00,1.33,1.33,1.50
2017111905,00-0029697,3,1.71,1.38,1.38,1.50
2014100507,00-0026995,2,1.67,1.63,1.75,1.50
2011010203,00-0023176,1,1.14,1.20,1.20,1.25
2012091300,00-0004541,1,1.35,1.19,1.25,1.50
2009102504,00-0026998,1,1.33,1.33,1.33,1.33
2012101406,00-0027996,1,1.10,1.71,1.50,2.00
2017123110,00-0032765,1,2.06,2.06,1.88,2.00
2018123004,00-0032775,1,1.56,1.00,1.00,1.00
2014100508,00-0023367,1,1.47,1.31,1.38,1.50
2011100900,00-0023367,2,1.63,1.31,1.25,1.25
2013091510,00-0027696,3,1.75,1.50,1.50,1.50
2018120202,00-0030431,2,1.49,1.94,2.00,1.75
2009112904,00-0021314,1,1.33,1.00,1.00,1.00
2016121802,00-0026176,2,1.83,1.88,1.75,1.50
2017100106,00-0030035,1,1.17,1.87,2.13,2.50
2017101504,00-0027891,1,1.53,1.56,1.75,1.75
2013121509,00-0026164,1,1.39,1.00,1.00,1.00
2012121602,00-0024301,1,1.30,1.13,1.13,1.00
2009122711,00-0024221,1,1.33,2.00,1.88,2.00
2016111302,00-0030108,1,1.14,1.18,1.25,1.00
2015112906,00-0024243,1,1.40,1.69,1.63,1.75
2011091808,00-0026184,1,1.25,1.60,1.63,1.50
2018111805,00-0031235,3,2.09,1.94,1.75,2.00
2018101412,00-0027656,2,1.94,2.31,2.38,2.75
2012112509,00-0024301,1,1.32,1.14,1.14,1.00
2009102511,00-0027005,1,2.00,1.00,1.00,1.00
2018102108,00-0033280,1,1.55,1.20,1.25,1.50
2017111907,00-0031359,1,1.37,1.44,1.25,1.25
2012010110,00-0027450,1,1.38,1.17,1.17,1.25
2017112603,00-0030506,1,1.45,1.75,1.88,1.50
2011120500,00-0023496,2,1.38,2.00,2.00,2.25
2018120909,00-0033699,1,1.13,1.29,1.29,1.25
2017123106,00-0028087,1,1.25,1.00,1.00,1.00
2015102503,00-0027656,3,1.96,2.31,2.38,3.00
2010091914,00-0027005,1,1.50,1.20,1.25,1.25
2015112901,00-0029587,1,1.00,1.00,1.00,1.00
2018091603,00-0025396,1,1.41,1.25,1.25,1.00
2011100903,00-0027076,1,1.31,1.44,1.38,1.50
2016010306,00-0026986,1,1.46,1.44,1.50,1.50
2015110111,00-0028142,1,1.17,1.33,1.33,1.33
2016112007,00-0032004,1,1.40,1.25,1.25,1.25
2019122209,00-0034331,1,1.30,1.00,1.00,1.00
2016112001,00-0027793,1,2.13,2.50,2.50,2.75
2015120603,00-0027942,4,1.78,1.94,1.88,1.75
2016092509,00-0032009,2,1.20,1.00,1.00,1.00
2014110300,00-0026367,1,1.11,1.17,1.17,1.25
2012121613,00-0024389,1,1.17,1.31,1.25,1.25
2012101411,00-0026176,3,1.35,2.00,2.50,2.00
2014122803,00-0029435,1,1.00,1.33,1.33,1.33
2019122213,00-0034011,1,1.00,1.00,1.00,1.00
2010102400,00-0027687,2,1.00,1.00,1.00,1.00
2012110408,00-0025425,2,1.30,1.44,1.38,1.50
2010010312,00-0015754,1,1.25,1.00,1.00,1.00
2013110310,00-0029675,1,1.75,1.00,1.00,1.00
2019091200,00-0033282,2,1.25,1.14,1.14,1.25
2018101411,00-0031051,1,1.32,1.38,1.50,1.75
2012110407,00-0020498,2,1.78,1.81,2.13,2.25
2019092211,00-0033906,1,2.09,1.38,1.38,1.25
2015092400,00-0023752,1,1.17,1.19,1.13,1.25
2011101611,00-0026998,1,1.40,1.63,1.50,1.25
2015110808,00-0023462,1,1.68,1.69,1.75,1.75
2011102305,00-0026184,1,1.18,1.50,1.25,1.25
2018102810,00-0033943,3,1.80,1.00,1.00,1.00
2019111800,00-0030506,2,1.55,2.00,1.38,1.50
2014100900,00-0029608,4,1.75,1.50,1.63,1.50
2016112701,00-0026901,1,1.42,1.25,1.25,1.25
2015112902,00-0030780,1,1.00,1.00,1.00,1.00
2011111310,00-0022097,2,1.55,1.63,1.13,1.00
2018101400,00-0032009,1,1.15,1.06,1.00,1.00
2017010104,00-0026201,2,1.64,1.50,1.63,1.25
2013111011,00-0024466,3,1.79,1.63,1.38,1.25
2009102506,00-0021191,1,1.75,1.33,1.33,1.33
2016092501,00-0025396,2,1.40,1.38,1.63,2.00
2015091305,00-0027690,2,1.85,1.81,1.25,1.00
2019110304,00-0035350,3,2.33,1.25,1.25,1.25
2011121108,00-0022922,1,1.62,1.50,1.50,1.75
2012111900,00-0027608,1,1.00,1.00,1.00,1.00
2010091203,00-0022165,1,1.27,1.50,1.38,1.75
2016103008,00-0027685,1,1.63,1.56,1.50,1.50
2012091600,00-0026201,1,1.18,1.00,1.00,1.00
2013091513,00-0028434,1,1.38,1.64,1.75,1.25
2018091604,00-0030669,1,1.27,1.13,1.00,1.00
2016101612,00-0029608,1,1.76,1.94,2.13,1.50
2009122003,00-0026216,1,1.00,1.00,1.00,1.00
2010101707,00-0023452,2,1.00,1.00,1.00,1.00
2018090901,00-0033857,2,1.67,1.44,1.50,2.00
2019101310,00-0027874,1,1.97,1.38,1.50,1.50
2013122212,00-0025464,1,1.10,1.00,1.00,1.00
2011101000,00-0025389,1,1.96,2.13,2.13,2.75
2019111708,00-0033111,2,1.00,1.00,1.00,1.00
2013111011,00-0030085,1,1.00,1.00,1.00,1.00
2012100710,00-0024221,2,1.28,1.75,1.75,1.75
2012092313,00-0022427,2,1.75,2.25,2.38,1.75
2013102008,00-0030542,2,1.25,1.67,1.67,1.67
2015101806,00-0030085,1,1.00,1.20,1.25,1.50
2018112200,00-0031428,1,1.62,1.50,1.75,2.00
2014091100,00-0020337,2,1.51,1.19,1.00,1.00
2012010103,00-0023176,2,1.18,1.13,1.13,1.00
2011101610,00-0023921,1,1.88,2.06,1.88,1.75
2012091608,00-0026162,1,1.13,1.00,1.00,1.00
2012092312,00-0027793,2,2.60,1.73,2.00,2.25
2010091210,00-0025549,1,2.00,1.54,1.75,2.00
2014091400,00-0025516,1,1.48,1.19,1.25,1.25
2016122401,00-0032058,1,1.20,1.60,1.60,1.50
2016103006,00-0030801,1,1.14,1.30,1.38,1.25
2016091800,00-0030470,1,1.11,1.50,1.50,2.00
2016111310,00-0029638,2,1.61,1.56,1.25,1.00
2015100412,00-0030542,2,1.27,1.38,1.50,1.25
2014103000,00-0025414,1,1.25,1.50,1.75,1.25
2012120907,00-0027702,1,1.80,1.63,1.63,2.00
2019101300,00-0033879,1,1.25,1.93,1.88,2.25
2011103008,00-0027656,1,1.85,2.07,2.63,3.50
2010121909,00-0024217,1,1.55,1.25,1.25,1.25
2018102107,00-0030656,1,1.25,1.00,1.00,1.00
2016100910,00-0026986,1,1.45,1.38,1.13,1.25
2019102005,00-0029608,3,1.67,2.00,2.38,1.75
2014110204,00-0027690,1,1.89,2.00,2.25,2.00
2015111509,00-0027150,1,1.98,1.81,1.88,2.00
2012112510,00-0026035,1,1.68,1.20,1.25,1.25
2012100400,00-0022921,1,2.11,1.94,1.88,2.25
2013092209,00-0021999,2,1.81,1.25,1.13,1.25
2017092411,00-0032626,1,1.20,1.00,1.00,1.00
2014092806,00-0028000,1,1.27,1.00,1.00,1.00
2017010112,00-0027874,1,2.11,1.19,1.13,1.00
2016100905,00-0030564,2,1.78,1.75,1.50,1.25
2015122006,00-0026995,1,1.61,1.63,1.88,1.75
2015100401,00-0026201,2,1.70,1.56,1.38,1.50
2014120701,00-0027918,1,1.40,1.19,1.38,1.50
2015122700,00-0027732,1,1.33,1.00,1.00,1.00
2018090901,00-0032135,1,1.40,1.11,1.13,1.25
2016112003,00-0027531,2,1.27,1.20,1.20,1.25
2011100909,00-0024240,1,1.67,1.63,1.38,1.00
2015091400,00-0028009,1,1.21,1.40,1.40,1.50
2017112000,00-0028434,1,1.71,2.13,1.75,2.00
2015122702,00-0031023,2,1.00,1.00,1.00,1.00
2016101605,00-0029697,1,1.59,1.75,1.38,1.00
2018123006,00-0032208,1,1.36,1.17,1.25,1.25
2011091810,00-0023438,1,1.63,1.50,1.38,1.75
2015110106,00-0028838,1,1.78,1.27,1.13,1.00
2011121806,00-0021148,2,1.14,1.06,1.00,1.00
2009110800,00-0020494,1,1.25,1.50,1.50,1.00
2012120900,00-0027996,1,1.14,1.63,1.75,1.50
2018093007,00-0029137,2,1.86,1.38,1.38,1.50
2018092400,00-0031408,3,1.64,1.63,1.63,1.75
2019101307,00-0034487,1,1.00,1.00,1.00,1.00
2016103003,00-0032257,2,1.18,1.11,1.13,1.00
2009121302,00-0026913,3,1.29,1.25,1.25,1.25
2010010314,00-0022414,2,1.17,1.13,1.13,1.25
2015092710,00-0022921,5,2.05,1.50,1.50,1.50
2011122500,00-0026231,1,1.65,1.63,1.63,1.25
2011121113,00-0025462,3,1.50,1.33,1.50,1.75
2016091500,00-0031023,2,1.00,1.00,1.00,1.00
2016091801,00-0030992,1,1.22,1.43,1.43,1.75
2014121403,00-0031408,1,1.38,2.09,2.38,2.00
2016092503,00-0028002,1,1.87,1.94,1.88,1.50
2019120810,00-0034406,1,1.00,1.00,1.00,1.00
2017112604,00-0032208,1,1.29,1.13,1.13,1.25
2017121701,00-0025418,2,1.74,1.81,2.00,1.50
2014113008,00-0031408,1,1.14,2.22,2.38,3.00
2010010305,00-0027150,1,1.50,1.00,1.00,1.00
2015122011,00-0028411,2,2.00,1.00,1.00,1.00
2015110808,00-0026267,1,1.37,1.13,1.00,1.00
2010111400,00-0011754,1,1.78,1.81,1.63,1.50
2019122200,00-0034370,2,1.00,1.00,1.00,1.00
2017110502,00-0032214,2,1.20,1.00,1.00,1.00
2018100705,00-0031339,1,1.42,1.19,1.00,1.00
2016111303,00-0027874,1,2.10,1.44,1.13,1.25
2019100602,00-0034366,1,1.25,1.00,1.00,1.00
2013092207,00-0025414,1,1.20,1.44,1.63,2.25
2012112508,00-0026195,1,1.29,1.25,1.13,1.00
2012110409,00-0026983,1,1.47,1.38,1.50,1.50
2012093010,00-0026176,1,1.27,2.00,2.63,2.25
2017092100,00-0028903,1,1.22,1.25,1.38,1.50
2014102000,00-0027793,1,2.00,1.81,2.00,1.75
2009110811,00-0024324,2,3.50,3.00,3.00,3.00
2015110105,00-0031408,1,1.33,1.94,1.50,1.75
2011010213,00-0023496,1,1.25,1.92,2.00,2.00
2013110307,00-0026878,1,1.20,1.00,1.00,1.00
2013120900,00-0026210,1,1.46,1.50,1.25,1.25
2010100307,00-0022736,1,1.13,1.00,1.00,1.00
2011091814,00-0025549,1,1.71,1.44,1.13,1.00
2017092402,00-0030801,1,1.07,1.21,1.13,1.00
2018091001,00-0030431,1,1.35,1.63,1.88,2.00
2015091308,00-0030279,3,1.74,2.00,1.75,2.00
2010092000,00-0024217,1,1.67,1.00,1.00,1.00
2009112211,00-0026170,1,2.00,1.25,1.25,1.25
2018121609,00-0034860,2,1.00,2.00,2.00,2.00
2013121510,00-0024242,1,1.86,1.00,1.00,1.00
2017121006,00-0030155,1,1.15,1.00,1.00,1.00
2011100902,00-0027092,2,1.80,1.69,2.00,1.50
2010010314,00-0021547,1,1.38,1.67,1.50,2.00
2010120600,00-0024240,1,1.67,1.63,1.88,1.50
2012120901,00-0025410,2,1.62,1.69,1.63,1.25
2015100411,00-0026901,1,1.44,1.50,1.50,1.50
2013121507,00-0027985,1,1.11,1.00,1.00,1.00
2011103006,00-0027690,1,1.50,1.00,1.00,1.00
2009122004,00-0023438,1,1.57,1.83,1.83,1.75
2017111600,00-0029580,1,1.43,1.50,1.38,1.00
2012122313,00-0026986,1,1.56,1.63,2.00,2.25
2015102900,00-0030085,2,1.00,1.25,1.38,1.25
2014090704,00-0026173,1,1.45,1.69,1.50,1.50
2019090812,00-0034676,1,1.00,1.33,1.33,1.33
2011120100,00-0024463,1,1.20,1.44,1.50,1.25
2013111701,00-0027996,1,1.36,2.13,2.25,2.25
2015102505,00-0027691,1,1.27,1.50,1.38,1.50
2013090807,00-0022922,2,1.61,1.44,1.38,1.00
2010102402,00-0010500,1,1.70,1.18,1.00,1.00
2016122408,00-0030854,1,1.00,1.00,1.00,1.00
2019101310,00-0030525,1,1.70,1.19,1.00,1.00
2012010102,00-0027873,2,1.41,1.31,1.13,1.00
2019120802,00-0031382,2,1.73,1.75,1.88,2.25
2014113002,00-0022044,1,1.95,2.13,1.88,2.00
2015092002,00-0022414,1,1.63,1.38,1.38,1.25
2015092013,00-0031384,1,1.00,1.00,1.00,1.00
2014100501,00-0022127,1,1.48,1.56,1.75,1.50
2013122205,00-0029608,1,1.54,1.73,1.75,2.00
2015120613,00-0022044,1,2.04,1.94,2.13,2.75
2016110610,00-0032778,1,1.00,1.00,1.00,1.00
2019090900,00-0030085,1,1.10,1.63,1.63,1.00
2018102110,00-0030821,2,1.58,1.75,1.50,1.25
2016103100,00-0032780,1,1.33,1.00,1.00,1.00
2015121307,00-0029848,1,1.00,1.00,1.00,1.00
2012112510,00-0028007,1,1.00,1.00,1.00,1.00
2019122211,00-0034928,3,1.00,1.00,1.00,1.00
2014100512,00-0029910,3,1.00,1.43,1.43,1.50
2011110608,00-0027893,1,1.25,1.00,1.00,1.00
2019122904,00-0034764,3,1.00,1.69,1.75,1.50
2012111111,00-0026796,1,1.16,1.33,1.25,1.25
2016010313,00-0026739,1,1.40,1.00,1.00,1.00
2017121012,00-0027902,1,1.74,1.38,1.25,1.00
2015120611,00-0027003,1,1.31,1.11,1.13,1.25
2018100709,00-0030035,3,1.50,2.00,1.50,1.75
2019102004,00-0033948,1,1.43,1.00,1.00,1.00
2015101809,00-0021547,1,1.64,1.88,2.38,2.25
2019111003,00-0029572,1,1.13,1.06,1.00,1.00
2017100106,00-0029293,1,1.38,1.56,1.38,1.50
2010010315,00-0023367,1,1.60,1.13,1.13,1.25
2009112213,00-0026189,2,1.40,1.17,1.17,1.00
2011010204,00-0023630,1,1.17,1.45,1.63,1.75
2010101001,00-0021154,1,1.13,1.00,1.00,1.00
2017121009,00-0031344,1,1.20,1.00,1.00,1.00
2011091808,00-0025414,1,1.17,1.31,1.25,1.50
2015100400,00-0027690,2,1.84,1.69,1.13,1.25
2011121801,00-0026364,3,1.62,1.50,1.25,1.25
2018111803,00-0031326,1,1.56,1.00,1.00,1.00
2016121801,00-0027918,1,1.70,1.38,1.38,1.25
2010010310,00-0022781,1,1.00,1.33,1.33,1.50
2010092600,00-0027006,1,1.60,1.00,1.00,1.00
2016121803,00-0032009,1,1.18,1.14,1.14,1.25
2017111202,00-0032166,1,1.25,1.50,1.50,1.50
2013100602,00-0028045,1,1.00,1.00,1.00,1.00
2012092313,00-0022084,1,1.63,1.31,1.38,1.00
2018111108,00-0029664,2,1.67,1.75,1.63,1.50
2019111000,00-0029293,1,1.54,1.75,2.38,3.25
2016091800,00-0031359,4,1.36,1.45,1.38,1.25
2012010112,00-0027985,1,1.20,1.00,1.00,1.00
2017120310,00-0030279,3,1.64,1.88,1.63,2.25
2019100603,00-0033921,3,1.45,1.69,2.25,2.50
