qb_points,wr1_points,wr2_points,wr3_points,rb1_points,rb2_points,te1_points,te2_points,opp_wr1_points,opp_wr2_points,opp_wr3_points,opp_rb1_points,opp_rb2_points,opp_te1_points,opp_te2_points
33.58000000000000000000,3.0000000000000000,11.20000000000000000000,16.10000000000000000000,7.80000000000000000000,1.30000000000000000000,16.60000000000000000000,1.60000000000000000000,19.90000000000000000000,7.7000000000000000,17.50000000000000000000,23.00000000000000000000,-1.00000000000000000000,18.90000000000000000000,0
27.34000000000000000000,7.30000000000000000000,4.2000000000000000,9.60000000000000000000,13.80000000000000000000,5.40000000000000000000,16.00000000000000000000,0,34.40000000000000000000,16.20000000000000000000,6.9200000000000000,7.80000000000000000000,1.80000000000000000000,17.40000000000000000000,3.5000000000000000
30.96000000000000000000,26.20000000000000000000,23.40000000000000000000,0,19.30000000000000000000,4.20000000000000000000,18.90000000000000000000,0,14.42000000000000000000,19.40000000000000000000,19.40000000000000000000,23.50000000000000000000,6.80000000000000000000,5.40000000000000000000,0
8.38000000000000000000,29.80000000000000000000,5.1000000000000000,5.1000000000000000,9.40000000000000000000,0,17.40000000000000000000,0,3.60000000000000000000,21.00000000000000000000,13.1000000000000000,20.10000000000000000000,11.90000000000000000000,20.00000000000000000000,0
9.02000000000000000000,11.00000000000000000000,8.00000000000000000000,4.50000000000000000000,16.30000000000000000000,4.00000000000000000000,10.10000000000000000000,0,24.7000000000000000,14.00000000000000000000,2.4000000000000000,4.40000000000000000000,1.50000000000000000000,8.2000000000000000,0
29.44000000000000000000,14.20000000000000000000,20.30000000000000000000,9.80000000000000000000,17.30000000000000000000,0,3.10000000000000000000,9.9000000000000000,33.10000000000000000000,11.10000000000000000000,11.10000000000000000000,15.10000000000000000000,5.90000000000000000000,16.40000000000000000000,0
25.98000000000000000000,18.00000000000000000000,15.00000000000000000000,2.1000000000000000,14.60000000000000000000,11.70000000000000000000,10.90000000000000000000,0,33.90000000000000000000,4.20000000000000000000,15.70000000000000000000,0.40000000000000000000,23.80000000000000000000,24.30000000000000000000,5.30000000000000000000
16.98000000000000000000,28.10000000000000000000,2.50000000000000000000,2.6000000000000000,31.20000000000000000000,0,14.00000000000000000000,0,35.30000000000000000000,26.90000000000000000000,9.40000000000000000000,6.10000000000000000000,11.70000000000000000000,3.50000000000000000000,3.40000000000000000000
16.80000000000000000000,26.40000000000000000000,1.70000000000000000000,2.00000000000000000000,1.90000000000000000000,12.00000000000000000000,7.10000000000000000000,0,23.00000000000000000000,30.30000000000000000000,6.80000000000000000000,1.80000000000000000000,5.80000000000000000000,5.10000000000000000000,10.6000000000000000
27.06000000000000000000,3.2000000000000000,18.60000000000000000000,2.5000000000000000,7.00000000000000000000,16.50000000000000000000,0,0,8.10000000000000000000,10.3000000000000000,1.70000000000000000000,12.90000000000000000000,12.20000000000000000000,9.30000000000000000000,29.50000000000000000000
